date,,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,revenue,3336000000.0,3204000000.0,3017000000.0,3776000000.0,3724000000.0,3570000000.0,3224000000.0,3024000000.0,2939000000.0,3235000000.0,4608000000.0
,costOfRevenue,2730000000.0,2539000000.0,2312000000.0,3085000000.0,3070000000.0,2989000000.0,2829000000.0,2839000000.0,2775000000.0,3090000000.0,4416000000.0
,grossProfit,606000000.0,665000000.0,705000000.0,691000000.0,654000000.0,581000000.0,395000000.0,185000000.0,164000000.0,145000000.0,192000000.0
,grossProfitRatio,0.181654676258993,0.207553058676654,0.233675836924097,0.182997881355932,0.17561761546724,0.162745098039216,0.122518610421836,0.0611772486772487,0.055801292956788,0.044822256568779,0.0416666666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,22000000.0,23000000.0,24000000.0,23000000.0,23000000.0,21000000.0,18000000.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,379000000.0,298000000.0,304000000.0,317000000.0,339000000.0,320000000.0,304000000.0,307000000.0,314000000.0,304000000.0,380000000.0
,otherExpenses,0.0,-4000000.0,0.0,0.0,0.0,-1000000.0,0.0,-2000000.0,1000000.0,0.0,0.0
,operatingExpenses,401000000.0,321000000.0,328000000.0,340000000.0,362000000.0,341000000.0,322000000.0,307000000.0,314000000.0,304000000.0,380000000.0
,costAndExpenses,3131000000.0,2860000000.0,2640000000.0,3425000000.0,3432000000.0,3330000000.0,3151000000.0,3146000000.0,3089000000.0,3394000000.0,4796000000.0
,interestExpense,57000000.0,69000000.0,145000000.0,163000000.0,179000000.0,203000000.0,206000000.0,0.0,0.0,-165000000.0,-86000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,150000000.0,132000000.0,134000000.0,142000000.0,154000000.0,156000000.0,156000000.0,166000000.0,178000000.0,203000000.0,182000000.0
,EBITDA,377000000.0,499000000.0,528000000.0,523000000.0,316000000.0,414000000.0,229000000.0,-234000000.0,-261000000.0,-134000000.0,-399000000.0
,EBITDARatio,0.113009592326139,0.155742821473159,0.175008286377196,0.138506355932203,0.0848549946294307,0.115966386554622,0.071029776674938,-0.0773809523809524,-0.0888057162300102,-0.0414219474497682,-0.0865885416666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,227000000.0,367000000.0,394000000.0,381000000.0,162000000.0,258000000.0,73000000.0,-400000000.0,-439000000.0,-337000000.0,-581000000.0
,operatingIncomeRatio,0.0680455635491607,0.114544319600499,0.130593304607226,0.100900423728814,0.0435016111707841,0.0722689075630252,0.0226426799007444,-0.132275132275132,-0.149370534195305,-0.104173106646059,-0.126085069444444
,totalOtherIncomeExpensesNet,8000000.0,-4000000.0,9000000.0,0.0,0.0,-1000000.0,0.0,-2000000.0,1000000.0,-9000000.0,-10000000.0
,incomeBeforeTax,227000000.0,335000000.0,274000000.0,262000000.0,46000000.0,48000000.0,-170000000.0,-400000000.0,-439000000.0,-337000000.0,-581000000.0
,incomeBeforeTaxRatio,0.0680455635491607,0.104556803995006,0.0908186940669539,0.069385593220339,0.0123523093447905,0.0134453781512605,-0.0527295285359801,-0.132275132275132,-0.149370534195305,-0.104173106646059,-0.126085069444444
,incomeTaxExpense,34000000.0,238000000.0,63000000.0,-729000000.0,7000000.0,11000000.0,12000000.0,-10000000.0,-34000000.0,0.0,0.0
,netIncome,196000000.0,88000000.0,510000000.0,991000000.0,37000000.0,47000000.0,-126000000.0,-390000000.0,-405000000.0,-337000000.0,-581000000.0
,netIncomeRatio,0.0587529976019185,0.0274656679151061,0.169042094796155,0.262447033898305,0.00993555316863588,0.0131652661064426,-0.0390818858560794,-0.128968253968254,-0.137801973460361,-0.104173106646059,-0.126085069444444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.39749965351278,0.609217932540301,3.49554489376285,6.81300028802973,0.26107336319561,0.431621498288074,-1.1844,-3.6748,-3.816142117203,-7.93,-4.67
