date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY,1989-09-30_FY,1988-09-30_FY,1987-09-30_FY,1986-09-30_FY
,revenue,167817000.0,158522000.0,139372110.0,113545982.0,94916110.0,78014122.0,65855231.0,55297816.0,47761293.0,41609108.0,32901006.0,23321893.0,24553097.0,21909886.0,19314939.0,20928877.0,17975995.0,13799727.0,10507179.0,8317447.0,7151743.0,6200000.0,5200000.0,4100000.0,3300000.0,2800000.0,2800000.0,2600000.0,2100000.0,1900000.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,27081000.0,20711000.0,18596239.0,12427311.0,10455401.0,8362135.0,7605611.0,5864834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,140736000.0,137811000.0,120775871.0,101118671.0,84460709.0,69651987.0,58249620.0,49432982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.83862779098661,0.869349364756942,0.866571303254288,0.890552613301631,0.889845875478883,0.892812547451345,0.884510146202357,0.893940946962535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,8932000.0,9081000.0,8776579.0,7809546.0,7936124.0,6305928.0,5709937.0,4982945.0,7778249.0,4155200.0,10833978.0,2803219.0,2798005.0,2385202.0,2181111.0,1900799.0,1726878.0,1517624.0,1013979.0,370797.0,255896.0,400000.0,400000.0,200000.0,200000.0,300000.0,300000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,58782000.0,61587000.0,53137484.0,44157217.0,38297703.0,32206540.0,27141386.0,23229703.0,28000000.0,26000000.0,24000000.0,21000000.0,20000000.0,15000000.0,12000000.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,85863000.0,82298000.0,71733723.0,56584528.0,48753104.0,40568675.0,34746997.0,29094537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,36376000.0,36912000.0,32349705.0,25754121.0,21836811.0,18558150.0,16104678.0,14956954.0,15352499.0,14870906.0,14822725.0,13897398.0,13138767.0,8969087.0,8298077.0,8001956.0,6979007.0,6906078.0,6059415.0,4590757.0,3334861.0,2600000.0,1800000.0,1700000.0,1300000.0,1400000.0,1100000.0,800000.0,600000.0,800000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,49850000.0,45890000.0,38567027.0,31459749.0,26087680.0,21772728.0,17719581.0,14882982.0,13910385.0,12168034.0,10922073.0,8553869.0,10087318.0,7585304.0,5795924.0,5023730.0,4326026.0,3813932.0,3128420.0,2307806.0,1846142.0,1700000.0,1300000.0,1000000.0,900000.0,900000.0,800000.0,400000.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,131804000.0,122114000.0,106205414.0,88421203.0,72250686.0,59218175.0,48827815.0,41086261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.78540314747612,0.770328408675137,0.762027739983272,0.77872595262772,0.7612057215577,0.759069941208849,0.741441708707999,0.742999705449488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,81954000.0,76224000.0,67638387.0,56961454.0,46163006.0,37445447.0,31108234.0,26203279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
