Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,576836000.0,577000000.0,560999000.0,561000000.0,549824000.0,550000000.0,551385000.0,551000000.0,585715000.0,586000000.0,594081000.0,545418000.0,588559000.0,571942000.0
Revenue Growth,-0.0002842287694974,0.0285223324818761,-0.0000017825311942959,0.0203265044814341,-0.00032,-0.00251185650679652,0.000698729582577133,-0.0592694399153172,-0.000486348122866894,-0.0136025222149842,0.0892214778390152,-0.0732993633603428,0.0290536452996982,0.0
Cost of Revenue,325085000.0,254000000.0,316418000.0,240000000.0,293500000.0,240000000.0,303918000.0,244000000.0,315818000.0,263000000.0,353061000.0,295037000.0,423849000.0,393748000.0
Gross Profit,251751000.0,323000000.0,244581000.0,321000000.0,256324000.0,310000000.0,247467000.0,308000000.0,269897000.0,323000000.0,241020000.0,250381000.0,164710000.0,178194000.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
SG&A Expense,257498000.0,257000000.0,238300000.0,238000000.0,198590000.0,199000000.0,206197000.0,206000000.0,219584000.0,220000000.0,227270000.0,210010000.0,226675000.0,190594000.0
Operating Expenses,257498000.0,302000000.0,238300000.0,301000000.0,198590000.0,251000000.0,206197000.0,257000000.0,219584000.0,272000000.0,227270000.0,210010000.0,185441000.0,190594000.0
Operating Income,11910000.0,21000000.0,6128000.0,20000000.0,58672000.0,59000000.0,61545000.0,51000000.0,54441000.0,52000000.0,13750000.0,41885000.0,-4187000.0,-12400000.0
Interest Expense,33042000.0,33000000.0,32455000.0,32000000.0,29155000.0,29000000.0,32101000.0,32000000.0,36767000.0,37000000.0,34326000.0,30862000.0,0.0,0.0
Earnings before Tax,-23614000.0,-24000000.0,-28303000.0,-28000000.0,40756000.0,41000000.0,25354000.0,25000000.0,8105000.0,8000000.0,-26178000.0,9246000.0,-49650000.0,-40553000.0
Income Tax Expense,13983000.0,14000000.0,6554000.0,7000000.0,16368000.0,16000000.0,17041000.0,17000000.0,15542000.0,16000000.0,17628000.0,21987000.0,20167000.0,24754000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income,-28456000.0,-28000000.0,-45035000.0,-45000000.0,36324000.0,36000000.0,16265000.0,16000000.0,-1880000.0,-2000000.0,-31559000.0,-7061000.0,-87780000.0,-62759000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income Com,-28456000.0,-28000000.0,-45035000.0,-45000000.0,36324000.0,36000000.0,16265000.0,16000000.0,-1880000.0,-2000000.0,-31559000.0,-7061000.0,-87780000.0,-62759000.0
EPS,-0.277,-0.28,-0.441,-0.44,0.357,0.36,0.158,0.16,-0.017,-0.02,-0.307,-0.07,-0.86,-0.68
