date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,382335000.0,55902000.0,24181000.0,110207000.0,77879000.0,31413000.0,79404000.0,125261000.0,151027000.0,129623000.0,138659000.0,106671000.0,86205000.0,94158000.0,86262000.0,130589000.0,88372000.0,451770000.0,11729000.0,-729063000.0,24555000.0,-65808000.0,4688000.0,-19283000.0,-498000.0,32383000.0,-42963000.0,-59619000.0
,depreciationAndAmortization,118745000.0,131509000.0,132660000.0,115706000.0,106046000.0,102844000.0,91070000.0,71994000.0,60488000.0,58623000.0,54682000.0,47268000.0,60810000.0,57524000.0,48862000.0,49088000.0,42489000.0,48047000.0,14380000.0,47558000.0,70277000.0,79244000.0,73531000.0,54885000.0,44861000.0,48924000.0,64087000.0,59554000.0
,deferredIncomeTax,-10435000.0,7052000.0,-1725000.0,-30981000.0,4710000.0,-26999000.0,-4291000.0,-1212000.0,17306000.0,8308000.0,42251000.0,30033000.0,42241000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,25450000.0,25501000.0,29472000.0,39116000.0,37422000.0,50384000.0,40584000.0,21252000.0,17783000.0,17418000.0,15102000.0,19782000.0,32763000.0,0.0,0.0,0.0,20276000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,655922000.0,114622000.0,57224000.0,364633000.0,-147030000.0,-208262000.0,68618000.0,34875000.0,115057000.0,-105159000.0,83894000.0,-64115000.0,21306000.0,212732000.0,-14351000.0,70665000.0,51495000.0,1298560000.0,18814000.0,-1054408000.0,-6048000.0,-50885000.0,-44299000.0,-342704000.0,223828000.0,-27579000.0,-18166000.0,-33611000.0
,accountsReceivables,17078000.0,-133999000.0,-99295000.0,-40910000.0,-134089000.0,-52394000.0,-74604000.0,-40804000.0,-16411000.0,-15609000.0,3262000.0,-3328000.0,-15720000.0,0.0,0.0,0.0,25069000.0,0.0,13896000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,1628000.0,-4144000.0,127000.0,17605000.0,-8246000.0,-11374000.0,10234000.0,-3882000.0,-6160000.0,-11657000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,225055000.0,56843000.0,9139000.0,-84445000.0,52470000.0,-36043000.0,5887000.0,3593000.0,-8321000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1418818000.0,762896000.0,648274000.0,591050000.0,226417000.0,373447000.0,581709000.0,513091000.0,478216000.0,363159000.0,468318000.0,384424000.0,448539000.0,427233000.0,214501000.0,228852000.0,158187000.0,106692000.0,-1191868000.0,-1210682000.0,-156274000.0,-150226000.0,-99341000.0,-55042000.0,287662000.0,63834000.0,91413000.0,109579000.0
,otherNonCashItems,35730000.0,1537000.0,1221000.0,4757000.0,565000.0,399000.0,3987000.0,736000.0,728000.0,1033000.0,569000.0,899000.0,1423000.0,71352000.0,92867000.0,0.0,2343000.0,-465460000.0,1642000.0,598597000.0,-28934000.0,83157000.0,38413000.0,-46512000.0,68245000.0,12451000.0,118607000.0,119407000.0
,netCashProvidedByOperatingActivites,450761000.0,115846000.0,164844000.0,162273000.0,66699000.0,239185000.0,211044000.0,183161000.0,181293000.0,112003000.0,308941000.0,218573000.0,268304000.0,194563000.0,196964000.0,187982000.0,163438000.0,178293000.0,28001000.0,66660000.0,85686000.0,86672000.0,41876000.0,-4204000.0,73599000.0,101866000.0,95620000.0,98347000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47553000.0,-25477000.0,-22207000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-101000000.0,-1000000.0,-1000000.0,-232000000.0,-199000000.0,-56000000.0,-128000000.0,-108000000.0,0.0,0.0,0.0,-115000000.0,-25000000.0,-18000000.0,-283000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-804150000.0,-514324000.0,-557232000.0,-449873000.0,-478477000.0,-470093000.0,-340961000.0,-323253000.0,-321541000.0,-259552000.0,-291289000.0,-299357000.0,-404420000.0,-133643000.0,-69807000.0,-797564000.0,-827564000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,645345000.0,555960000.0,498032000.0,423118000.0,494256000.0,404308000.0,276446000.0,339428000.0,281748000.0,330583000.0,226957000.0,298556000.0,228392000.0,134367000.0,254397000.0,906878000.0,506518000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,62789000.0,2302000.0,2588000.0,0.0,3500000.0,110551000.0,17410000.0,97644000.0,80535000.0,35479000.0,-12484000.0,-14777000.0,23660000.0
,netCashUsedForInvestingActivites,678939000.0,-19493000.0,-128433000.0,-316390000.0,-244339000.0,-193187000.0,-255129000.0,-155908000.0,-110567000.0,16261000.0,-110494000.0,-149459000.0,-237767000.0,-64619000.0,-98692000.0,150239000.0,-349447000.0,-30916000.0,-8421000.0,-87827000.0,-11889000.0,-88111000.0,-19932000.0,-1016327000.0,331680000.0,-102203000.0,-96981000.0,-121516000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
