date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,revenue,3209241000.0,3046478000.0,2457928000.0,2142213000.0,1763336000.0,1616438000.0,1482259000.0,1279067000.0,1062710000.0,865401000.0,637142000.0,527445000.0,395247000.0,281903000.0,208809000.0,107121000.0
,costOfRevenue,1192761000.0,1086581000.0,883630000.0,762674000.0,642473000.0,595056000.0,545919000.0,451247000.0,380583000.0,296199000.0,212242000.0,182607000.0,0.0,0.0,0.0,0.0
,grossProfit,2016480000.0,1959897000.0,1574298000.0,1379539000.0,1120863000.0,1021382000.0,936340000.0,827820000.0,682127000.0,569202000.0,424900000.0,344838000.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.628335484932419,0.643332070673085,0.64049801296051,0.643978446587711,0.635649133233825,0.631872054480283,0.63169796911336,0.64720612759144,0.641875017643572,0.657732080272614,0.666884305225523,0.653789494639252,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,211097000.0,175069000.0,172422000.0,162225000.0,114358000.0,101831000.0,74396000.0,66809000.0,67302000.0,62767000.0,48276000.0,43577000.0,31600000.0,20441000.0,12615000.0,21017000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1388989000.0,1364783000.0,1017963000.0,861762000.0,745828000.0,643036000.0,549923000.0,450622000.0,377727000.0,326670000.0,246328000.0,215857000.0,308358000.0,203822000.0,145330000.0,88341000.0
,costAndExpenses,2581750000.0,2451364000.0,1901593000.0,1624436000.0,1388301000.0,1238092000.0,1095842000.0,901869000.0,758310000.0,622869000.0,458570000.0,398464000.0,308358000.0,203822000.0,145330000.0,88341000.0
,interestExpense,353057000.0,321529000.0,258642000.0,241044000.0,203816000.0,191085000.0,189399000.0,157108000.0,149350000.0,137384000.0,88442000.0,61090000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1163774000.0,1186896000.0,842464000.0,699324000.0,570527000.0,538513000.0,475464000.0,382553000.0,310425000.0,263903000.0,198052000.0,172280000.0,134394000.0,89936000.0,62232000.0,31398000.0
,EBITDA,1791265000.0,1782010000.0,1398799000.0,1217101000.0,945562000.0,916859000.0,861881000.0,759751000.0,614825000.0,506435000.0,376624000.0,301261000.0,221283000.0,168017000.0,125711000.0,50178000.0
,EBITDARatio,0.558158455535125,0.584941036830071,0.56909681650561,0.568151252933298,0.536234727811376,0.567209506334298,0.581464507889647,0.593988430629514,0.578544475915349,0.58520269794003,0.591114696566856,0.571170453791391,0.559860036888326,0.596009975062344,0.602038226321662,0.468423558405915
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,627491000.0,595114000.0,556335000.0,517777000.0,375035000.0,378346000.0,386417000.0,377198000.0,304400000.0,242532000.0,178572000.0,128981000.0,86889000.0,78081000.0,63479000.0,18780000.0
,operatingIncomeRatio,0.195526294223463,0.195344919608807,0.226343082466207,0.241701922264499,0.212684933557756,0.234061560047462,0.260694655927203,0.294900892603749,0.286437504116833,0.28025389385961,0.280270332202241,0.244539241058309,0.219834685652263,0.276978251384341,0.304005095565804,0.175315764415941
,totalOtherIncomeExpensesNet,270782000.0,66133000.0,-37180000.0,165504000.0,136823000.0,18729000.0,124584000.0,-3288000.0,3774000.0,1499000.0,1389000.0,550000.0,449000.0,-877000.0,0.0,0.0
,incomeBeforeTax,611216000.0,343199000.0,264168000.0,442237000.0,308042000.0,208653000.0,321741000.0,218694000.0,162084000.0,107263000.0,92272000.0,70547000.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.190455001665503,0.112654350367867,0.107475890262042,0.206439322326958,0.174692741485457,0.129081969119756,0.217061255826411,0.17097931539161,0.152519502027834,0.123946008844455,0.144821719491102,0.133752334366616,0.0,0.0,0.0,0.0
,incomeTaxExpense,11995000.0,2084000.0,7901000.0,10385000.0,6451000.0,5238000.0,1292000.0,2647000.0,-42000.0,1851000.0,1038000.0,0.0,0.0,0.0,0.0,0.0
,netIncome,579761000.0,331246000.0,248259000.0,426187000.0,296689000.0,200183000.0,314488000.0,210334000.0,156265000.0,102294000.0,87662000.0,67661000.0,40592000.0,31392000.0,16101000.0,4557000.0
,netIncomeRatio,0.180653618721685,0.108730803242301,0.101003365436254,0.198947070155956,0.168254376930999,0.123842052710961,0.212168048903734,0.164443301250052,0.14704387838639,0.118204162001199,0.137586283748364,0.128280673814331,0.102700336751449,0.111357452740836,0.077108745312702,0.0425406782983729
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.37,1.60771395176891,1.42628907124836,2.21,1.57,1.5092671671516,2.45806794240232,1.483963,1.33,0.69,0.62,0.42,0.35,0.49,0.671258512363397,0.212732
,EPSDiluted,2.35,1.60275045654021,1.41947374648545,2.2,1.56,1.5068011353243,2.45448989418294,1.48,1.32,0.68,0.61,0.41,0.34,0.47,0.66473363671929,0.212732
,weightedAverageShsOut,208325823.0,206035408.0,174059386.0,149953662.0,138247606.0,132635894.0,127941134.0,115678062.0,98405375.0,84275498.0,75950370.0,68829267.0,60527625.0,36134983.0,23986288.0,20000000.0
,weightedAverageShsOutDil,209481231.0,206673471.0,174895098.0,150679688.0,138865421.0,132852966.0,128127641.0,116062510.0,99169749.0,86013471.0,77020890.0,70435760.0,62572937.0,37442192.0,24221732.0,20000000.0
