date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,2482632812.0,2217551285.0,1976907231.0,1561624693.0,1164323998.0,919747673.0,897738056.0,914798552.0,687508196.0,449971845.0,448984494.0,356631957.0,309725261.0,142367221.0,61942050.0,35632510.0,16746000.0,12807000.0
,costOfRevenue,1922323191.0,1602072983.0,1517279018.0,1203636380.0,891333892.0,677582117.0,598740190.0,634763270.0,487776799.0,334452556.0,359739280.0,356980850.0,208134750.0,108195727.0,42632329.0,0.0,11978000.0,11875000.0
,grossProfit,560309621.0,615478302.0,459628213.0,357988313.0,272990106.0,242165556.0,298997866.0,280035282.0,199731397.0,115519289.0,89245214.0,-348893.0,101590511.0,34171494.0,19309721.0,0.0,4768000.0,932000.0
,grossProfitRatio,0.225691700476889,0.277548621383969,0.232498625020205,0.229240940287821,0.234462320169407,0.263295644130431,0.333056913429991,0.306116883753004,0.290514932275804,0.256725593575749,0.198771260906841,-0.0009782998779327,0.328002019183059,0.240023607681434,0.311738487828543,0.0,0.284724710378598,0.0727727024283595
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,163686999.0,156456170.0,136844741.0,120415631.0,115329011.0,105622486.0,64498306.0,38829308.0,27230865.0,22208545.0,22214511.0,32343349.0,27591503.0,0.0,0.0,0.0,939000.0,0.0
,SellingAndMarketingExpenses,86760620.0,83591651.0,75723717.0,58213716.0,52126074.0,39493575.0,20724181.0,17942114.0,16208559.0,10724040.0,11443008.0,13578240.0,0.0,0.0,0.0,0.0,1319000.0,493000.0
,otherExpenses,5848727.0,1741732.0,2326010.0,4540227.0,5945120.0,3212606.0,1538968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,250447619.0,240047821.0,212568458.0,178629347.0,167455085.0,145116061.0,85222487.0,56771422.0,43439424.0,32932585.0,33657519.0,45921589.0,27591503.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,2172770810.0,1842120804.0,1729847476.0,1382265727.0,1058788977.0,822698178.0,683962677.0,691534692.0,531216223.0,367385141.0,393396799.0,402902439.0,235726253.0,114817753.0,46502872.0,0.0,14236000.0,12906000.0
,interestExpense,105643257.0,90621362.0,61768639.0,20484875.0,13726649.0,24456072.0,16221967.0,0.0,0.0,0.0,0.0,0.0,3204011.0,727041.0,834469.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,17584443.0,15132875.0,13727526.0,8688384.0,8751664.0,6998122.0,3137122.0,2513268.0,2500832.0,2737723.0,2173278.0,2394951.0,1825978.0,734421.0,546832.0,0.0,0.0,0.0
,EBITDA,327446445.0,390563356.0,260787281.0,188047350.0,114286685.0,104047617.0,216912501.0,225777128.0,158792805.0,85324427.0,57760973.0,-43875531.0,75824986.0,28283889.0,15986010.0,35632510.0,2510000.0,-99000.0
,EBITDARatio,0.131894834957978,0.176123708453489,0.13191680262512,0.120417761606181,0.0981571153702185,0.113126262837525,0.241621149454758,0.246805296648524,0.230968599245615,0.189621701775586,0.128648035225911,-0.123027480120072,0.244813696355235,0.198668547446044,0.258080092602683,1.0,0.14988654006927,-0.00773014757554462
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
