Date,2018-04-30,2017-04-30,2016-04-30,2015-04-30,2014-04-30,2013-04-30,2012-04-30,2011-04-30,2010-04-30
Cash and cash equivalents,9508931.0,10631903.0,11583107.0,8541670.0,7738985.0,6723919.0,5200161.0,6600469.0,8422674.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,9508931.0,10631903.0,11583107.0,8541670.0,7738985.0,6723919.0,5200161.0,6600469.0,8422674.0
Receivables,485774.0,808484.0,665549.0,297316.0,252504.0,445481.0,653433.0,571032.0,66822.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,14230602.0,15450412.0,15513525.0,13034385.0,10986014.0,9920498.0,8959514.0,40559031.0,31600291.0
Property Plant & Equipment Net,12812411.0,13958715.0,15147061.0,3990791.0,4289178.0,5028122.0,5399103.0,7283123.0,6910983.0
Goodwill and Intangible Assets,20421367.0,21030916.0,23029040.0,20664960.0,21857750.0,22674465.0,23873252.0,20836278.0,15345162.0
Long-term investments,0.0,0.0,900775.0,1314467.0,1730246.0,2082853.0,0.0,1889692.0,3118789.0
Tax assets,704044.0,1557470.0,2348299.0,2706430.0,4356972.0,4738373.0,5251236.0,1637634.0,3598793.0
Total non-current assets,34892494.0,37367101.0,42245175.0,30108628.0,33820612.0,36603488.0,40213399.0,15070000.0,10030944.0
Total assets,49123096.0,52817513.0,57758700.0,43143013.0,44806626.0,46523986.0,49172913.0,49019877.0,42471219.0
Payables,1695495.0,1303571.0,1702366.0,1222139.0,1427010.0,2024465.0,2176545.0,1442661.0,1060017.0
Short-term debt,0.0,0.0,0.0,0.0,1625000.0,1280000.0,1400324.0,0.0,0.0
Total current liabilities,6337264.0,5577231.0,5669182.0,4797233.0,5267797.0,5465998.0,6293776.0,3584249.0,1817836.0
Long-term debt,7895240.0,12061411.0,16839148.0,7350000.0,10725000.0,12930000.0,15155000.0,15070000.0,10000000.0
Total debt,7895240.0,12061411.0,16839148.0,7350000.0,12350000.0,14210000.0,16555324.0,15070000.0,10000000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,9390847.0,13943275.0,18201655.0,8595113.0,11840584.0,12521346.0,15155000.0,15070000.0,10030944.0
Total liabilities,14869711.0,18305752.0,23389756.0,12717950.0,16479667.0,18817251.0,21786625.0,18654249.0,11848780.0
Other comprehensive income,18363219,19955678,20383482,17913059,17646082,17487823,17223123,-5539.0,-5539.0
Retained earnings (deficit),13644239.0,12320814.0,11756850.0,10455804.0,8648727.0,8200746.0,8163839.0,18977946.0,19464972.0
Total shareholders equity,34253385.0,34511761.0,34368944.0,30425063.0,28326959.0,27706735.0,27386288.0,30365628.0,30622439.0
Investments,0.0,0.0,900775.0,1314467.0,1730246.0,2082853.0,0.0,1889692.0,3118789.0
Net Debt,-1613691.0,1429508.0,5256041.0,-1191670.0,4611015.0,7486081.0,11355163.0,8469531.0,1577326.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289345.0,2381432.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,829907.0,337849.0,2141588.0,757819.0
