date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY
,revenue,49748000.0,45806000.0,44156000.0,39749000.0,36183000.0,26510000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,25666000.0,24571000.0,22115000.0,18006000.0,20320000.0,14835000.0
,SellingAndMarketingExpenses,400000.0,349000.0,456000.0,529000.0,388000.0,332000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,53000000.0,46000000.0,39000000.0,41000000.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,15231000.0,10743000.0,6323000.0,5293000.0,4812000.0,3884000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,94000.0,110000.0,126000.0,143000.0,158000.0,27000.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.24222079279569,0.240230537484172,0.2632937766102,0.113084605902035,0.112179752922643,0.045643153526971
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,12050000.0,11004000.0,11626000.0,4495000.0,4059000.0,1210000.0
,incomeBeforeTaxRatio,0.24222079279569,0.240230537484172,0.2632937766102,0.113084605902035,0.112179752922643,0.045643153526971
,incomeTaxExpense,2691000.0,2686000.0,5022000.0,1266000.0,1133000.0,702000.0
,netIncome,9359000.0,8318000.0,6604000.0,3229000.0,2926000.0,508000.0
,netIncomeRatio,0.18812816595642,0.181591931188054,0.149560648609475,0.0812347480439759,0.0808667053588702,0.0191625801584308
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.598071639128468,0.504342511502017,0.39,0.177758,0.126427,0.02195
,EPSDiluted,0.597097045463782,0.503294071192211,0.39,0.177758,0.126427,0.02195
,weightedAverageShsOut,15648627.0,16492760.0,16802894.0,18165110.0,23143750.0,23143750.0
,weightedAverageShsOutDil,15674169.0,16527117.0,16802894.0,18165110.0,23143750.0,23143750.0
