Date,2017-10,2016-10,2015-10,2014-10,2013-10
Revenue,0000000.0,0000000.0,9000000.0,4000000.0,0000000.0
Revenue Growth,,,,,
Cost of Revenue,0000000.0,000000.0,000000.0,000000.0,000000.0
Gross Profit,0000000.0,0000000.0,9000000.0,4000000.0,0000000.0
R&D Expenses,2000000.0,2000000.0,000000.0,000000.0,000000.0
SG&A Expense,4000000.0,3000000.0,6000000.0,8000000.0,8000000.0
Operating Expenses,6000000.0,5000000.0,10000000.0,9000000.0,8000000.0
Operating Income,-6000000.0,-5000000.0,-1000000.0,-5000000.0,-8000000.0
Interest Expense,1000000.0,1000000.0,0000000.0,1000000.0,1000000.0
Earnings before Tax,-5000000.0,-5000000.0,-1000000.0,-10000000.0,-10000000.0
Income Tax Expense,,,,,
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-5000000.0,-5000000.0,-1000000.0,-10000000.0,-10000000.0
Preferred Dividends,,,,,
Net Income Com,-5000000.0,-5000000.0,-1000000.0,-10000000.0,-10000000.0
EPS,-0.58,-0.52,-0.15,-0.91,-1.14
EPS Diluted,-0.58,-0.52,-0.15,-0.91,-1.14
Weighted Average Shs Out,12000000.0,10000000.0,10000000.0,10000000.0,9000000.0
Weighted Average Shs Out (Dil),12000000.0,10000000.0,10000000.0,10000000.0,9000000.0
Dividend per Share,,,,,
Gross Margin,,,1,1,
EBITDA Margin,,,-0.11111111111111,-2,
EBIT Margin,,,-0.11111111111111,-2.25,
Profit Margin,,,-0.11111111111111,-2.5,
Free Cash Flow margin,,,,,
EBITDA,-4000000.0,-4000000.0,-1000000.0,-8000000.0,-9000000.0
EBIT,-4000000,-4000000,-1000000,-9000000,-9000000
Consolidated Income,-5000000.0,-5000000.0,-1000000.0,-10000000.0,-10000000.0
Earnings Before Tax Margin,,,-0.11111111111111,-2.5,
Net Profit Margin,,,-0.11111111111111,-2.5,
