date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,1612169000.0,1681357000.0,1633721000.0,1560258000.0,1572275000.0,1502958000.0,1537610000.0,1477219000.0
,costOfRevenue,782333000.0,809122000.0,791370000.0,759466000.0,773550000.0,727120000.0,779678000.0,744090000.0
,grossProfit,829836000.0,872235000.0,842351000.0,800792000.0,798725000.0,775838000.0,757932000.0,733129000.0
,grossProfitRatio,0.514732636590829,0.518768470943411,0.515602725312339,0.513243322578702,0.508005914995786,0.51620737239497,0.492928636000026,0.496289988146646
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,48942000.0,51601000.0,51489000.0,48148000.0,48804000.0,45977000.0,44243000.0,42152000.0
,GeneralAndAdministrativeExpenses,610603000.0,627503000.0,611883000.0,579837000.0,600804000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-6905000.0,-1373000.0,-3887000.0,1254000.0,2232000.0,218000.0,847000.0,84000.0
,operatingExpenses,671174000.0,686582000.0,670016000.0,634484000.0,656216000.0,656612000.0,653685000.0,617277000.0
,costAndExpenses,1453507000.0,1495704000.0,1461386000.0,1393950000.0,1429766000.0,1383732000.0,1433363000.0,1361367000.0
,interestExpense,12796000.0,19472000.0,19171000.0,16907000.0,51259000.0,61987000.0,64453000.0,68719000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,11629000.0,7478000.0,6644000.0,6499000.0,6608000.0,6617000.0,6687000.0,6704000.0
,EBITDA,170291000.0,193131000.0,178979000.0,172807000.0,149117000.0,125843000.0,110934000.0,122556000.0
,EBITDARatio,0.105628504207685,0.114866146808798,0.109552977527987,0.11075540070937,0.0948415512553465,0.0837302173447295,0.0721470333829775,0.0829640019523172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,158662000.0,185653000.0,172335000.0,166308000.0,142509000.0,119226000.0,104247000.0,115852000.0
,operatingIncomeRatio,0.0984152405858195,0.11041854882693,0.10548618766607,0.106590063950962,0.0906387241417691,0.0793275660397696,0.0677980762351962,0.0784257445916956
,totalOtherIncomeExpensesNet,-33301000.0,-1864000.0,-4105000.0,1077000.0,-3379000.0,-26782000.0,1348000.0,-6240000.0
,incomeBeforeTax,113049000.0,165165000.0,150304000.0,151676000.0,89222000.0,32150000.0,42066000.0,41463000.0
,incomeBeforeTaxRatio,0.0701223010738949,0.0982331533398321,0.0920010209821628,0.0972121277378485,0.0567470703280279,0.0213911499855618,0.0273580426766215,0.0280682823603
,incomeTaxExpense,13038000.0,40600000.0,47232000.0,55056000.0,39707000.0,27994000.0,16700000.0,17150000.0
,netIncome,96006000.0,121070000.0,99872000.0,92114000.0,45012000.0,-966000.0,21557000.0,19636000.0
,netIncomeRatio,0.0595508287282537,0.0720073131405169,0.0611316130477603,0.0590376719747631,0.028628579605985,-0.000642732531447985,0.0140198099648155,0.0132925449780974
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.29,1.61,1.3359,1.24,0.312969,0.24,0.23,0.276609
,EPSDiluted,1.28,1.6,1.3359,1.23,0.312969,0.24,0.23,0.276594
,weightedAverageShsOut,74448733.0,75418204.0,74760062.0,74399836.0,74093598.0,69106356.0,16716825.0,70988319.0
,weightedAverageShsOutDil,74448733.0,75759605.0,74760062.0,74590999.0,74093598.0,69107445.0,16716825.0,70992198.0
