date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,47907000.0,35171000.0,54375000.0,46459000.0,9644000.0
,depreciationAndAmortization,8378000.0,10398000.0,7684000.0,6179000.0,6594000.0
,deferredIncomeTax,-193000.0,-681000.0,-1916000.0,-31000.0,633000.0
,stockBasedCompensation,6949000.0,5092000.0,4326000.0,2779000.0,2735000.0
,changeInWorkingCapital,-2072000.0,-9459000.0,-30276000.0,6394000.0,-23355000.0
,accountsReceivables,-11711000.0,1928000.0,-12539000.0,1677000.0,-23580000.0
,inventory,-16271000.0,-7518000.0,-8123000.0,-6858000.0,-1670000.0
,accountsPayables,3255000.0,1691000.0,3261000.0,-747000.0,2123000.0
,otherWorkingCapital,4166000.0,-2359000.0,-8493000.0,6325000.0,-1085000.0
,otherNonCashItems,-716000.0,681000.0,1916000.0,31000.0,-411000.0
,netCashProvidedByOperatingActivites,60253000.0,41202000.0,36109000.0,61811000.0,-4160000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-6443000.0,-21269000.0,-3678000.0,-6295000.0,-3133000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-36016000.0,-4395000.0,-31561000.0,-50844000.0,-1248000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-42459000.0,-25664000.0,-35239000.0,-57139000.0,-4381000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-12549000.0,-7159000.0,-4801000.0,0.0,-937000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,193955000.0,492000.0,361000.0,2619000.0,2151000.0
,netCashUsedProvidedByFinancingActivities,181406000.0,-6667000.0,-4440000.0,2619000.0,1214000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1356000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,200556000.0,8871000.0,-3570000.0,7291000.0,-7327000.0
,cashAtEndOfPeriod,232304000.0,31748000.0,24877000.0,27697000.0,20406000.0
,cashAtBeginningOfPeriod,31748000.0,22877000.0,28447000.0,20406000.0,27733000.0
,operatingCashFlow,60253000.0,41202000.0,36109000.0,61811000.0,-4160000.0
,capitalExpenditure,-6443000.0,-21269000.0,-3678000.0,-6295000.0,-3133000.0
,freeCashFlow,53810000.0,19933000.0,32431000.0,55516000.0,-7293000.0
