date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-358067000.0,-212846000.0,-98418000.0,-70484000.0,-83143000.0,-64507000.0,-43684000.0,-52872000.0,-20359257.360554,-9526934.378061,-14688649.816029,-22528889.313342,-7377978.63599,-22237705.745734,-6444553.019904,-13165424.487687,-9147197.497796,-4221949.150582
,depreciationAndAmortization,641000.0,249000.0,175000.0,184000.0,180000.0,212000.0,199000.0,171000.0,122634.017872,190009.794319,702887.537994,951198.548372,1066557.107642,1476320.306978,1281593.170899,1097342.001033,1273909.028898,826800.434927
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3999.360102,0.0,-114215.283484,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,85847000.0,55537000.0,15854000.0,6786000.0,10624000.0,10254000.0,7050000.0,3192000.0,2014414.523084,911851.126347,69988.801792,157578.072772,336894.001643,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,956670000.0,174987000.0,58399000.0,97562000.0,-71051000.0,88343000.0,-31709000.0,24978262.718253,7386448.349328,21975029.773884,-8598658.805365,-16303538.897234,-25914377.431505,2839036.591884,31728890.34756,-11634352.333697,9446407.430902,2062529.978331
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634671.890304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,23243000.0,0.0,0.0,0.0,0.0,0.0,0.0,-68000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1332171000.0,375501000.0,200514000.0,142115000.0,44553000.0,115604000.0,27261000.0,58970000.0,33991737.281747,26605288.932419,4630259.158535,13228917.9639,29532456.861134,55446834.292639,52607797.700755,20878907.353195,32513259.686892,23066852.25599
,otherNonCashItems,-11424000.0,0.0,0.0,0.0,0.0,0.0,13000.0,-70000.0,-188977.011148,-2292850.146915,0.0,129882.532709,-9491372.226787,1590427.14329,625215.339739,0.0,0.0,2829281.214093
,netCashProvidedByOperatingActivites,-271531000.0,-147726000.0,-70096000.0,-64706000.0,-68017000.0,-50714000.0,-32748000.0,-29455000.0,-16984811.475327,-11265426.052889,-15712486.00224,-20456498.901729,-18278553.820871,-22494193.678683,11500075.497598,-11242403.995178,-6065165.454939,1496662.476769
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4367000.0,-1552000.0,-122000.0,-81000.0,-196000.0,-329000.0,-386000.0,-204000.0,-231195.279596,-106758.080313,-7998.720205,-46795.91252,-216105.176664,-1484398.667071,-957409.917639,-1411079.731359,-765761.891294,-629698.404497
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-662824000.0,-530228000.0,-255795000.0,-100558000.0,-70269000.0,-104954000.0,-10468000.0,-68408000.0,-29561834.685323,-42761998.041136,-1098824.18813,-26619234.075064,-71776499.589154,-136140563.465616,-92940160.432395,-46400073.187532,-104500131.432279,-87536223.077338
,salesMaturitiesOfInvestments,527334000.0,355640000.0,110152000.0,91988000.0,108720000.0,54530000.0,35073000.0,39138000.0,29956877.054371,24272282.076396,4347304.431291,53588004.966097,92734593.26212,143697869.332525,59517399.622512,59941143.447563,95316979.7195,85427940.961003
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272408.351176,584720.8619,-637897.93633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-139857000.0,-176140000.0,-145765000.0,-8651000.0,38255000.0,-50753000.0,24219000.0,-29470000.0,436255.440628,-17937316.356513,2689569.668853,26949670.518575,20606409.202958,6072907.199838,-34380170.727522,11923320.991906,-10302284.259737,-3032498.438428
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28387.454984
,commonStockIssued,1203576000.0,327830000.0,130663000.0,153530000.0,0.0,143293000.0,0.0,54196000.0,21001578.159082,27510284.03526,0.0,1511794.479992,0.0,20390790.669494,23530852.779684,13790.253143,19142096.594407,1403834.141752
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2276373.800057,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,41000.0,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1339927.424786,-1946131.243879,6189009.758439,-222519.339127,0.0,-1416742.401293,-522716.197666,0.0,0.0,-28387.454984
,netCashUsedProvidedByFinancingActivities,1250714000.0,338028000.0,140852000.0,158677000.0,2652000.0,144367000.0,887000.0,54757000.0,24850476.965914,31836434.867777,6189009.758439,1289275.140865,0.0,18974048.268202,23008136.582018,-3627.518512,16838705.974346,1375446.686768
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
