date,,2020-11-27_FY,2019-11-29_FY,2018-11-30_FY,2017-12-01_FY,2016-12-02_FY,2015-11-27_FY,2014-11-28_FY,2013-11-29_FY,2012-11-30_FY,2011-12-02_FY,2010-12-03_FY,2009-11-27_FY,2008-11-28_FY,2007-11-30_FY,2006-12-01_FY,2005-12-02_FY,2004-12-03_FY,2003-11-28_FY,2002-11-29_FY,2001-11-30_FY,2000-12-01_FY,1999-12-03_FY,1998-11-27_FY,1997-11-28_FY,1996-11-29_FY,1995-12-01_FY,1994-11-30_FY,1993-11-30_FY,1992-11-30_FY,1991-11-30_FY,1990-11-30_FY,1989-11-30_FY,1988-11-30_FY,1987-11-30_FY,1986-11-30_FY
,revenue,12868000000.0,11171297000.0,9030008000.0,7301505000.0,5854430000.0,4795511000.0,4147000000.0,4055000000.0,4403677000.0,4216000000.0,3800000000.0,2946000000.0,3580000000.0,3157881000.0,2575000000.0,1966000000.0,1667000000.0,1295000000.0,1165000000.0,1229720000.0,1266000000.0,1015000000.0,895000000.0,912000000.0,787000000.0,762000000.0,597800000.0,313500000.0,265900000.0,229700000.0,168700000.0,121400000.0,83500000.0,39300000.0,16100000.0
,costOfRevenue,1722000000.0,1672720000.0,1194999000.0,1010491000.0,819908000.0,744317000.0,622000000.0,587000000.0,483782000.0,438000000.0,404000000.0,297000000.0,363000000.0,354694000.0,292000000.0,113000000.0,104000000.0,93000000.0,104000000.0,81451000.0,87000000.0,95000000.0,111000000.0,126000000.0,141000000.0,130000000.0,71900000.0,29200000.0,29400000.0,61700000.0,39400000.0,13800000.0,11400000.0,8100000.0,900000.0
,grossProfit,11146000000.0,9498577000.0,7835009000.0,6291014000.0,5034522000.0,4051194000.0,3525000000.0,3468000000.0,3919895000.0,3778000000.0,3396000000.0,2649000000.0,3217000000.0,2803187000.0,2283000000.0,1853000000.0,1563000000.0,1202000000.0,1061000000.0,1148269000.0,1179000000.0,921000000.0,783000000.0,786000000.0,645000000.0,632000000.0,525900000.0,284300000.0,236500000.0,168000000.0,129300000.0,107600000.0,72100000.0,31200000.0,15200000.0
,grossProfitRatio,0.866179670500466,0.850266267202456,0.867663572391076,0.861605107440178,0.85995084064546,0.844788803528967,0.850012056908609,0.855240443896424,0.890141352328974,0.896110056925996,0.893684210526316,0.89918533604888,0.898603351955307,0.887679744740223,0.886601941747573,0.942522889114954,0.937612477504499,0.928185328185328,0.910729613733906,0.933764596818788,0.931279620853081,0.907389162561576,0.874860335195531,0.861842105263158,0.819567979669631,0.829396325459318,0.879725660756106,0.906858054226475,0.889432117337345,0.731388767958206,0.766449318316538,0.886326194398682,0.863473053892216,0.793893129770992,0.944099378881988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,2188000000.0,1930228000.0,1537812000.0,1224059000.0,975987000.0,862730000.0,844000000.0,827000000.0,742823000.0,738000000.0,680000000.0,565000000.0,662000000.0,613242000.0,540000000.0,365000000.0,311000000.0,277000000.0,246000000.0,224122000.0,240000000.0,197000000.0,207000000.0,171000000.0,153000000.0,139000000.0,99000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,968000000.0,709737000.0,744898000.0,624706000.0,577710000.0,531919000.0,543692000.0,520546000.0,434982000.0,414178000.0,383803000.0,299097000.0,337659000.0,1259370000.0,234855000.0,166677000.0,137857000.0,122583000.0,108633000.0,519346000.0,116812000.0,432000000.0,412000000.0,379000000.0,317000000.0,301000000.0,255000000.0,177300000.0,142700000.0,74800000.0,56100000.0,50300000.0,34600000.0,13500000.0,7600000.0
,SellingAndMarketingExpenses,3591000000.0,3244347000.0,2620829000.0,2197592000.0,1910197000.0,1683242000.0,1652308000.0,1620454000.0,1516159000.0,1385822000.0,1244197000.0,981903000.0,1089341000.0,0.0,867145000.0,593323000.0,521143000.0,423417000.0,380367000.0,0.0,401188000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,42000000.0,175244000.0,258000.0,76562000.0,77026000.0,70208000.0,72307000.0,78751000.0,594000.0,140606000.0,95396000.0,112815000.0,100299000.0,0.0,89606000.0,0.0,0.0,0.0,38890000.0,0.0,13112000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,6909000000.0,6230456000.0,4994640000.0,4122919000.0,3540920000.0,3148099000.0,3112000000.0,3046000000.0,2742621000.0,2679000000.0,2403000000.0,1958000000.0,2189000000.0,1945047000.0,1732000000.0,1125000000.0,971000000.0,822000000.0,774000000.0,757749000.0,771000000.0,661000000.0,658000000.0,555000000.0,499000000.0,498000000.0,407200000.0,203300000.0,161700000.0,90000000.0,67200000.0,55900000.0,37900000.0,15100000.0,8300000.0
,costAndExpenses,8631000000.0,7903176000.0,6189639000.0,5133410000.0,4360828000.0,3892416000.0,3734000000.0,3633000000.0,3226403000.0,3117000000.0,2807000000.0,2255000000.0,2552000000.0,2299741000.0,2024000000.0,1238000000.0,1075000000.0,915000000.0,878000000.0,839200000.0,858000000.0,756000000.0,769000000.0,681000000.0,640000000.0,628000000.0,479100000.0,232500000.0,191100000.0,151700000.0,106600000.0,69700000.0,49300000.0,23200000.0,9200000.0
,interestExpense,116000000.0,157214000.0,89242000.0,74402000.0,70442000.0,64184000.0,59732000.0,67508000.0,67487000.0,66952000.0,-50000000.0,3407000.0,10019000.0,0.0,128000000.0,37000000.0,17000000.0,1000000.0,-2000000.0,0.0,36000000.0,115000000.0,42000000.0,65000000.0,98000000.0,29000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,162000000.0,736669000.0,91101000.0,325997000.0,331535000.0,339473000.0,313600000.0,321200000.0,48657000.0,270200000.0,292700000.0,282400000.0,270300000.0,72435000.0,307800000.0,64300000.0,60800000.0,49000000.0,63500000.0,14281000.0,43300000.0,50800000.0,56300000.0,59400000.0,55600000.0,60400000.0,53200000.0,26000000.0,19000000.0,15200000.0,11100000.0,5600000.0,3300000.0,1600000.0,700000.0
,EBITDA,4399000000.0,4004790000.0,2931470000.0,2494092000.0,1825137000.0,1242568000.0,726600000.0,744200000.0,1225931000.0,1369200000.0,1285700000.0,973400000.0,1298300000.0,930575000.0,858800000.0,792300000.0,652800000.0,428000000.0,350500000.0,404801000.0,451300000.0,310800000.0,181300000.0,290400000.0,202600000.0,195400000.0,171900000.0,107000000.0,93800000.0,93200000.0,73200000.0,57300000.0,37500000.0,17700000.0,7600000.0
,EBITDARatio,0.34185576624184,0.358489260468144,0.324636478727372,0.341586015485848,0.311753151032637,0.259110655777872,0.175210995900651,0.183526510480888,0.278388037996429,0.324762808349146,0.338342105263158,0.330414120841819,0.362653631284916,0.294683365205972,0.333514563106796,0.403001017293998,0.391601679664067,0.33050193050193,0.300858369098712,0.329181439677325,0.356477093206951,0.306206896551724,0.202569832402235,0.318421052631579,0.257433290978399,0.256430446194226,0.287554366008699,0.341307814992026,0.352764197066566,0.405746626033957,0.433906342620036,0.471993410214168,0.449101796407186,0.450381679389313,0.472049689440994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,4237000000.0,3268121000.0,2840369000.0,2168095000.0,1493602000.0,903095000.0,413000000.0,423000000.0,1177274000.0,1099000000.0,993000000.0,691000000.0,1028000000.0,858140000.0,551000000.0,728000000.0,592000000.0,379000000.0,287000000.0,390520000.0,408000000.0,260000000.0,125000000.0,231000000.0,147000000.0,135000000.0,118700000.0,81000000.0,74800000.0,78000000.0,62100000.0,51700000.0,34200000.0,16100000.0,6900000.0
,operatingIncomeRatio,0.324525955859496,0.29254624597305,0.314547783346371,0.296938097008767,0.255123385197193,0.18832091095193,0.0995900651073065,0.104315659679408,0.267338862500588,0.260673624288425,0.261315789473684,0.234555329260014,0.287150837988827,0.271745515426325,0.213980582524272,0.37029501525941,0.355128974205159,0.292664092664093,0.246351931330472,0.317568226913444,0.322274881516588,0.25615763546798,0.139664804469274,0.253289473684211,0.186785260482846,0.177165354330709,0.198561391769823,0.258373205741627,0.281308762692742,0.339573356552024,0.368109069353883,0.425864909390445,0.409580838323353,0.409669211195929,0.428571428571429
,totalOtherIncomeExpensesNet,12000000.0,20350000.0,-49791000.0,23740000.0,38058000.0,22325000.0,1000000.0,1000000.0,-15542000.0,-2974000.0,13139000.0,31380000.0,43847000000.0,-3491000.0,67185.0,38643000.0,14345000.0,13920000.0,14847000.0,-105477000.0,21311000.0,0.0,0.0,0.0,0.0,0.0,-78700000.0,10100000.0,-5200000.0,5700000.0,4100000.0,3200000.0,1600000.0,800000.0,400000.0
,incomeBeforeTax,4176000000.0,3204741000.0,2793876000.0,2137641000.0,1435138000.0,873781000.0,361000000.0,356000000.0,1118794000.0,1035000000.0,943000000.0,702000000.0,1079000000.0,947190000.0,680000000.0,766000000.0,609000000.0,380000000.0,285000000.0,306931000.0,444000000.0,374000000.0,168000000.0,296000000.0,245000000.0,164000000.0,40000000.0,91000000.0,69500000.0,83600000.0,66300000.0,54800000.0,35800000.0,16900000.0,7200000.0
,incomeBeforeTaxRatio,0.324525955859496,0.286872777619286,0.309399061440477,0.292767176082191,0.24513710130619,0.182208110877026,0.0870508801543284,0.0877928483353884,0.254059051106609,0.245493358633776,0.248157894736842,0.238289205702648,0.301396648044693,0.299944804759901,0.264077669902913,0.389623601220753,0.365326934613077,0.293436293436293,0.244635193133047,0.249594216569626,0.350710900473934,0.368472906403941,0.187709497206704,0.324561403508772,0.31130876747141,0.215223097112861,0.0669120107059217,0.290271132376396,0.26137645731478,0.363952982150631,0.393005334914049,0.451400329489292,0.42874251497006,0.430025445292621,0.447204968944099
,incomeTaxExpense,-1084000000.0,250328000.0,203102000.0,443687000.0,266356000.0,244230000.0,93000000.0,66000000.0,286019000.0,202000000.0,168000000.0,315000000.0,207000000.0,223383000.0,174000000.0,163000000.0,158000000.0,114000000.0,93000000.0,101287000.0,156000000.0,137000000.0,63000000.0,109000000.0,92000000.0,70000000.0,33700000.0,34000000.0,25900000.0,32000000.0,26200000.0,21100000.0,14700000.0,7900000.0,3600000.0
,netIncome,5260000000.0,2951458000.0,2590774000.0,1693954000.0,1168782000.0,629551000.0,268000000.0,290000000.0,832775000.0,833000000.0,775000000.0,387000000.0,872000000.0,723807000.0,506000000.0,603000000.0,450000000.0,266000000.0,191000000.0,205644000.0,288000000.0,238000000.0,105000000.0,187000000.0,153000000.0,93000000.0,6300000.0,57000000.0,43600000.0,51600000.0,40100000.0,33700000.0,21100000.0,9000000.0,3600000.0
,netIncomeRatio,0.408765930991607,0.26420011928785,0.28690716553075,0.232000662877037,0.199640614030743,0.131279231764873,0.0646250301422715,0.0715166461159063,0.189109010492822,0.19758064516129,0.203947368421053,0.131364562118126,0.243575418994413,0.22920654704848,0.196504854368932,0.306714140386572,0.26994601079784,0.205405405405405,0.163948497854077,0.167228312136096,0.227488151658768,0.23448275862069,0.11731843575419,0.205043859649123,0.19440914866582,0.122047244094488,0.0105386416861827,0.181818181818182,0.16397141782625,0.224640835872878,0.237700059276823,0.277594728171334,0.252694610778443,0.229007633587786,0.22360248447205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,10.94,6.00412,5.28,3.38032,2.31764,1.24132,0.52756,0.5653,1.68,1.65278,1.47338,0.72881,1.58834,1.24,0.8268,1.18701,0.90726,0.55072,0.393,0.43,0.5625,0.46035,0.19301,0.31535,0.25458,0.15657,0.012336,0.155,0.12,0.145,0.115,0.1,0.065,0.03,0.015
,EPSDiluted,10.83,6.00412,5.2,3.38032,2.31764,1.24132,0.52756,0.5653,1.66,1.65278,1.47338,0.72881,1.58834,1.21,0.8268,1.18701,0.90726,0.55072,0.393,0.415,0.5625,0.46035,0.19301,0.31535,0.25458,0.15657,0.012336,0.155,0.12,0.145,0.115,0.1,0.065,0.03,0.015
,weightedAverageShsOut,481000000.0,486291000.0,490564000.0,493632000.0,498345000.0,498764000.0,497867000.0,501372000.0,494731000.0,497469000.0,519045000.0,524470000.0,539373000.0,584203000.0,593750000.0,489921000.0,238829000.0,234246000.0,236834000.0,476922000.0,238292000.0,517000000.0,544000000.0,593000000.0,601000000.0,594000000.0,499532635.0,367741935.0,363333333.0,355862069.0,348695652.0,337000000.0,324615385.0,300000000.0,240000000.0
,weightedAverageShsOutDil,485000000.0,486291000.0,497843000.0,493632000.0,498345000.0,498764000.0,497867000.0,501372000.0,502721000.0,497469000.0,519045000.0,524470000.0,539373000.0,598775000.0,593750000.0,489921000.0,238829000.0,234246000.0,236834000.0,498290000.0,238292000.0,517000000.0,544000000.0,593000000.0,601000000.0,594000000.0,499532635.0,367741935.0,363333333.0,355862069.0,348695652.0,337000000.0,324615385.0,300000000.0,240000000.0
