date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2011-01-28_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-02-03_FY,2000-01-29_FY,1999-01-30_FY,1998-01-31_FY,1997-02-01_FY
,revenue,15955000000.0,19974000000.0,20229000000.0,20084000000.0,19681000000.0,19204000000.0,19023000000.0,19031000000.0,19279000000.0,18804000000.0,18391000000.0,18391000000.0,17178000000.0,16389000000.0,16474000000.0,15544000000.0,13402000000.0,11701000000.0,10282094000.0,9120000000.0,7489000000.0,6152000000.0,4557000000.0,3682000000.0,3060100000.0,2388000000.0
,costOfRevenue,10360000000.0,12140000000.0,12199000000.0,12176000000.0,11944000000.0,12265000000.0,12098000000.0,12087000000.0,12289000000.0,11625000000.0,11359000000.0,11359000000.0,10680000000.0,10334000000.0,10460000000.0,9891000000.0,8639000000.0,7587000000.0,6887033000.0,5981000000.0,4924000000.0,4056000000.0,3014000000.0,2447000000.0,2046500000.0,1609000000.0
,grossProfit,5595000000.0,7834000000.0,8030000000.0,7908000000.0,7737000000.0,6939000000.0,6925000000.0,6944000000.0,6990000000.0,7179000000.0,7032000000.0,7032000000.0,6498000000.0,6055000000.0,6014000000.0,5654000000.0,4763000000.0,4114000000.0,3395061000.0,3139000000.0,2565000000.0,2096000000.0,1543000000.0,1234000000.0,1013600000.0,780000000.0
,grossProfitRatio,0.350673769978063,0.392209872834685,0.396954866775421,0.393746265684127,0.393120268279051,0.361330972714018,0.364033012668875,0.364878356365929,0.362570672752736,0.381780472239949,0.38236093741504,0.38236093741504,0.378274537198743,0.369455122338154,0.36506009469467,0.363741636644364,0.355394717206387,0.351593880864883,0.330191593268842,0.344188596491228,0.342502336760582,0.340702210663199,0.338599956111477,0.335143943508963,0.331231005522695,0.326633165829146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,5021000000.0,5705000000.0,5601000000.0,5501000000.0,5430000000.0,4452000000.0,4350000000.0,4313000000.0,4267000000.0,4243000000.0,4190000000.0,4190000000.0,4196000000.0,3978000000.0,3758000000.0,3451000000.0,3008000000.0,2589000000.0,2134893000.0,1857000000.0,1558000000.0,1318000000.0,1006000000.0,827000000.0,697400000.0,547000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437436000.0,383286000.0,337304000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,5021000000.0,6726000000.0,6732000000.0,6492000000.0,6554000000.0,5555000000.0,5236000000.0,5202000000.0,5100000000.0,5021000000.0,4940000000.0,4190000000.0,4786000000.0,4519000000.0,4209000000.0,3838000000.0,3347000000.0,2877000000.0,2371757000.0,2049000000.0,1715000000.0,1445000000.0,1095000000.0,897000000.0,755100000.0,590000000.0
,costAndExpenses,15381000000.0,18866000000.0,18931000000.0,18668000000.0,18498000000.0,17820000000.0,17334000000.0,17289000000.0,17389000000.0,16646000000.0,16299000000.0,15549000000.0,15466000000.0,14853000000.0,14669000000.0,13729000000.0,11986000000.0,10464000000.0,9258790000.0,8030000000.0,6639000000.0,5501000000.0,4109000000.0,3344000000.0,2801600000.0,2199000000.0
,interestExpense,-284000000.0,-207000000.0,-256000000.0,-299000000.0,-308000000.0,-327000000.0,340000000.0,-338000000.0,-329000000.0,-299000000.0,313000000.0,313000000.0,134000000.0,0.0,-82412000.0,-66743000.0,-72086000.0,-64147000.0,0.0,-56000000.0,-50000000.0,-46000000.0,-27000000.0,-21000000.0,0.0,-18000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,874000000.0,917000000.0,964000000.0,991000000.0,938000000.0,934000000.0,886000000.0,889000000.0,833000000.0,778000000.0,750000000.0,750000000.0,591000000.0,541000000.0,453200000.0,388300000.0,339600000.0,288900000.0,236864000.0,192400000.0,157900000.0,127500000.0,88800000.0,70200000.0,57700000.0,44200000.0
,EBITDA,612000000.0,2025000000.0,2262000000.0,2407000000.0,2121000000.0,2318000000.0,2575000000.0,2631000000.0,2723000000.0,2936000000.0,2842000000.0,2842000000.0,2303000000.0,2077000000.0,2257200000.0,2203300000.0,1755600000.0,1525900000.0,1260168000.0,1282400000.0,1007900000.0,778500000.0,536800000.0,408200000.0,316200000.0,233200000.0
,EBITDARatio,0.0383578815418364,0.101381796335236,0.111819664837609,0.119846644094802,0.10776891418119,0.120704019995834,0.135362455974347,0.138248121485997,0.141241765651745,0.156136992129334,0.154532108096351,0.154532108096351,0.134066829665852,0.126731344194277,0.137015903848489,0.141746011322697,0.130995373824802,0.130407657465174,0.122559470862647,0.140614035087719,0.134584056616371,0.126544213263979,0.11779679613781,0.110863661053775,0.103329956537368,0.0976549413735343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-262000000.0,1108000000.0,1298000000.0,1416000000.0,1183000000.0,1384000000.0,1689000000.0,1742000000.0,1890000000.0,2158000000.0,2092000000.0,2092000000.0,1712000000.0,1536000000.0,1804000000.0,1815000000.0,1416000000.0,1237000000.0,1023304000.0,1090000000.0,850000000.0,651000000.0,448000000.0,338000000.0,258500000.0,189000000.0
,operatingIncomeRatio,-0.0164211845816359,0.0554721137478722,0.0641653072321914,0.0705038836885083,0.0601087343122809,0.0720683191001875,0.088787257530358,0.0915348641689874,0.0980341304009544,0.114762816422038,0.113751291392529,0.113751291392529,0.099662358831063,0.0937213984989932,0.109505888066043,0.116765311374164,0.105655872257872,0.10571746004615,0.0995229181915668,0.119517543859649,0.113499799706236,0.105819245773732,0.098310291858679,0.0917979359043998,0.0844743635828894,0.0791457286432161
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,0.0
,incomeBeforeTax,-546000000.0,901000000.0,1042000000.0,1117000000.0,875000000.0,1057000000.0,1349000000.0,1404000000.0,1561000000.0,1859000000.0,1788000000.0,1788000000.0,1588000000.0,1425000000.0,1742000000.0,1774000000.0,1346000000.0,1174000000.0,950373000.0,1034000000.0,800000000.0,605000000.0,421000000.0,317000000.0,235100000.0,171000000.0
