date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-72000000.0,202000000.0,281000000.0,434000000.0,-61000000.0,203000000.0,-1262000000.0,229000000.0,144000000.0,480000000.0,327000000.0,290000000.0,319000000.0,302000000.0,168000000.0,240000000.0,-303000000.0,-92000000.0
,depreciationAndAmortization,115000000.0,104000000.0,63000000.0,48000000.0,45000000.0,39000000.0,72000000.0,68000000.0,65000000.0,71000000.0,62000000.0,55000000.0,49000000.0,41000000.0,47000000.0,56000000.0,52000000.0,29000000.0
,deferredIncomeTax,-40000000.0,-14000000.0,28000000.0,-322000000.0,18000000.0,14000000.0,353000000.0,24000000.0,18000000.0,-173000000.0,14000000.0,65000000.0,88000000.0,-27000000.0,12000000.0,3000000.0,26000000.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,205000000.0,-30000000.0,186000000.0,-134000000.0,56000000.0,-88000000.0,-662000000.0,-209000000.0,233000000.0,243000000.0,-435000000.0,251000000.0,-334000000.0,94000000.0,755000000.0,316000000.0,95000000.0,0.0
,accountsReceivables,127000000.0,-16000000.0,-203000000.0,92000000.0,121000000.0,41000000.0,170000000.0,-7000000.0,-9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-40000000.0,23000000.0,112000000.0,-193000000.0,-6000000.0,-274000000.0,-10000000.0,49000000.0,-14000000.0,-110000000.0,-177000000.0,-355000000.0,214000000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,12000000.0,510000000.0,540000000.0,354000000.0,488000000.0,432000000.0,520000000.0,1182000000.0,1391000000.0,1158000000.0,915000000.0,1350000000.0,1099000000.0,1433000000.0,80000000.0,16000000.0,-28000000.0,0.0
,otherNonCashItems,-49000000.0,-1000000.0,-113000000.0,3000000.0,-39000000.0,-17000000.0,-48000000.0,-127000000.0,29000000.0,14000000.0,30000000.0,14000000.0,76000000.0,0.0,68000000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,367000000.0,256000000.0,165000000.0,193000000.0,61000000.0,47000000.0,170000000.0,290000000.0,142000000.0,650000000.0,549000000.0,-36000000.0,124000000.0,248000000.0,931000000.0,527000000.0,-61000000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-20000000.0,-20000000.0,-17000000.0,-8000000.0,-11000000.0,-10000000.0,-53000000.0,-78000000.0,0.0,0.0,0.0,0.0,0.0,-43000000.0,-57000000.0,-76000000.0,-74000000.0,0.0
,acquisitionsNet,-832000000.0,0.0,-354000000.0,-4000000.0,-911000000.0,0.0,0.0,0.0,-3000000.0,0.0,-299000000.0,0.0,-526000000.0,334000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-19000000.0,0.0,0.0,0.0,-11000000.0,-12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,32000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,1000000.0,8000000.0,224000000.0,0.0,2000000.0,130000000.0,9000000.0,6000000.0,127000000.0,0.0,0.0,0.0,0.0,-1000000.0,0.0,-17000000.0,-1000000.0,0.0
,netCashUsedForInvestingActivites,-877000000.0,-158000000.0,-491000000.0,-12000000.0,-981000000.0,101000000.0,-44000000.0,-62000000.0,52000000.0,-88000000.0,-397000000.0,-9000000.0,-556000000.0,293000000.0,225000000.0,20000000.0,-83000000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-281000000.0,-70000000.0,-820000000.0,-189000000.0,-59000000.0,-11000000.0,-11000000.0,-14000000.0,-14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,4000000.0,5000000.0,2000000.0,0.0,0.0,1000000.0,4000000.0,6000000.0,7000000.0,7000000.0,5000000.0,2000000.0,3000000.0,6000000.0,512000000.0,0.0,0.0,0.0
,commonStockRepurchased,-51000000.0,-4000000.0,-3000000.0,-53000000.0,-4000000.0,-62000000.0,-106000000.0,-7000000.0,-40000000.0,-118000000.0,-233000000.0,-31000000.0,-196000000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-54000000.0,-46000000.0,-44000000.0,-45000000.0,-46000000.0,-47000000.0,-47000000.0,-36000000.0,-37000000.0,-30000000.0,-32000000.0,-32000000.0,-53000000.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-12000000.0,-18000000.0,-178000000.0,-3000000.0,-7000000.0,-73000000.0,-50000000.0,-97000000.0,-32000000.0,-221000000.0,-63000000.0,-105000000.0,2000000.0,-149000000.0,-632000000.0,-354000000.0,-64000000.0,0.0
,netCashUsedProvidedByFinancingActivities,225000000.0,-133000000.0,654000000.0,-290000000.0,584000000.0,-192000000.0,-210000000.0,-148000000.0,-116000000.0,-377000000.0,-336000000.0,-166000000.0,-244000000.0,-150000000.0,-139000000.0,-375000000.0,-83000000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
