date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-89947000.0,-106818000.0,-82627000.0,-64028000.0,-40166000.0,-41230000.0,-5811000.0,-19125000.0,-23433000.0
,depreciationAndAmortization,4094000.0,3524000.0,3321000.0,3034000.0,1177000.0,318000.0,275000.0,280000.0,288000.0
,deferredIncomeTax,0.0,18000.0,-8000.0,-21000.0,61000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,8344000.0,12478000.0,13824000.0,6766000.0,3236000.0,2382000.0,594000.0,342000.0,357000.0
,changeInWorkingCapital,-28175000.0,14805000.0,66764000.0,-67266000.0,-46125000.0,15458000.0,78642000.0,-3209000.0,-11561000.0
,accountsReceivables,-378000.0,-7320000.0,-14094000.0,-1890000.0,927000.0,715000.0,-873000.0,-6804000.0,-7636000.0
,inventory,-12808000.0,-10921000.0,-4250000.0,527000.0,2390000.0,-898000.0,1359000.0,-10852000.0,-7520000.0
,accountsPayables,-6420000.0,-2225000.0,8502000.0,1290000.0,-564000.0,1546000.0,-2266000.0,1904000.0,390000.0
,otherWorkingCapital,58612000.0,86787000.0,71982000.0,5218000.0,72484000.0,118609000.0,103151000.0,24509000.0,27718000.0
,otherNonCashItems,4818000.0,659000.0,3139000.0,2165000.0,40000.0,1386000.0,490000.0,179000.0,357000.0
,netCashProvidedByOperatingActivites,-60127000.0,-87033000.0,-56190000.0,-45916000.0,-34430000.0,-18184000.0,450000.0,-25877000.0,-29846000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4037000.0,-4071000.0,-855000.0,-1864000.0,-1126000.0,-1128000.0,-439000.0,-71000.0,-394000.0
,acquisitionsNet,0.0,-18000000.0,0.0,-18000000.0,-12000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,57000.0,0.0,-455000.0,291000.0,0.0,0.0,-18000000.0,0.0
,netCashUsedForInvestingActivites,-4037000.0,-22014000.0,-855000.0,-20319000.0,-12835000.0,-1128000.0,-439000.0,-18071000.0,-394000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-31508000.0,-15788000.0,-12109000.0,-5000000.0,0.0,-26625000.0,0.0,0.0,0.0
,commonStockIssued,263000.0,107734000.0,107551000.0,647000.0,753000.0,62040000.0,80213000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-260000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,62768000.0,17810000.0,21914000.0,29964000.0,923000.0,-31000.0,6783000.0,14722000.0,64556000.0
,netCashUsedProvidedByFinancingActivities,31523000.0,109756000.0,117356000.0,25611000.0,1676000.0,35384000.0,86996000.0,14462000.0,64556000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-32641000.0,709000.0,60311000.0,-40624000.0,-45589000.0,16072000.0,87007000.0,-29486000.0,34316000.0
,cashAtEndOfPeriod,55310000.0,87951000.0,87242000.0,26588000.0,67212000.0,112801000.0,96729000.0,9722000.0,39208000.0
,cashAtBeginningOfPeriod,87951000.0,87242000.0,26931000.0,67212000.0,112801000.0,96729000.0,9722000.0,39208000.0,4892000.0
,operatingCashFlow,-60127000.0,-87033000.0,-56190000.0,-45916000.0,-34430000.0,-18184000.0,450000.0,-25877000.0,-29846000.0
,capitalExpenditure,-4037000.0,-4071000.0,-855000.0,-1864000.0,-1126000.0,-1128000.0,-439000.0,-71000.0,-394000.0
,freeCashFlow,-64164000.0,-91104000.0,-57045000.0,-47780000.0,-35556000.0,-19312000.0,11000.0,-25948000.0,-30240000.0
