date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,revenue,1727800000.0,1490800000.0,827900000.0,521688000.0,369250000.0,207343000.0,157368000.0,107877000.0,91188000.0,81075000.0,64221000.0,66973964.0,57617651.0,10470502.0,0.0
,costOfRevenue,941900000.0,819400000.0,432100000.0,274012000.0,204458000.0,128086000.0,102815000.0,76000000.0,64198000.0,57022000.0,45868000.0,47567476.0,40179917.0,7784193.0,276475.0
,grossProfit,785900000.0,671400000.0,395800000.0,247676000.0,164792000.0,79257000.0,54553000.0,31877000.0,26990000.0,24053000.0,18353000.0,19406488.0,17437734.0,2686309.0,-276475.0
,grossProfitRatio,0.454855886097928,0.450362221625973,0.478077062447155,0.474758859701584,0.446288422477996,0.382250666769556,0.346658787046922,0.295493942174884,0.295981927446594,0.296675917360469,0.285778795098177,0.289761675148868,0.302645694459151,0.25655971413787,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,400800000.0,383200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18225763.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-31300000.0,-127900000.0,200000.0,-577000.0,-287000.0,-225000.0,-11724000.0,-1054000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,649600000.0,594600000.0,348000000.0,205981000.0,148420000.0,70534000.0,48832000.0,26253000.0,22493000.0,20812000.0,16417000.0,20436489.0,24035003.0,4503277.0,82417.0
,costAndExpenses,1591500000.0,1414000000.0,780100000.0,479993000.0,352878000.0,198620000.0,151647000.0,102253000.0,86691000.0,77834000.0,62285000.0,68003965.0,64214920.0,12287470.0,358892.0
,interestExpense,194700000.0,146900000.0,71200000.0,29428000.0,13942000.0,8454000.0,8408000.0,4686000.0,2491000.0,1407000.0,900000.0,780752.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,248800000.0,211400000.0,132600000.0,62788000.0,46708000.0,24921000.0,17157000.0,7296000.0,3896000.0,2791000.0,1733000.0,2210726.0,2736503.0,521854.0,1222872.0
,EBITDA,385100000.0,288200000.0,180400000.0,104483000.0,63080000.0,33644000.0,22878000.0,12920000.0,8393000.0,6032000.0,3669000.0,1180725.0,-3860766.0,-1295114.0,863980.0
,EBITDARatio,0.222884593124204,0.193319023343171,0.217900712646455,0.200278710646977,0.170832769126608,0.162262531168161,0.145378984291597,0.11976602983027,0.0920406193797429,0.0744002466851681,0.0571308450506844,0.0176296120086307,-0.0670066539158287,-0.123691681640479,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,136300000.0,76800000.0,47800000.0,41695000.0,16372000.0,8723000.0,5721000.0,5624000.0,4497000.0,3241000.0,1936000.0,-1030001.0,-6597269.0,-1816968.0,-358892.0
,operatingIncomeRatio,0.0788864451904156,0.0515159645827743,0.057736441599227,0.0799232491450829,0.0443385240352065,0.0420703857858717,0.0363542778709776,0.0521334482790586,0.0493156994341361,0.0399753314831946,0.0301459024306691,-0.0153791255360068,-0.11450083239249,-0.173532080887812,0.0
,totalOtherIncomeExpensesNet,-44300000.0,-178800000.0,-30800000.0,-3079000.0,-17257000.0,-21165000.0,-20107000.0,-1755000.0,-1176000.0,-368000.0,-617000.0,-41854162.0,613875.0,-1944941.0,0.0
,incomeBeforeTax,-102700000.0,-248900000.0,-54200000.0,9188000.0,-14827000.0,-20896000.0,-22794000.0,-817000.0,830000.0,1466000.0,470000.0,-43664915.0,-6590165.0,-1653193.0,899311.0
,incomeBeforeTaxRatio,-0.0594397499710615,-0.16695733834183,-0.0654668438217176,0.0176120593151462,-0.0401543669600542,-0.100779867176611,-0.144845203599207,-0.00757344012161999,0.00910207483440804,0.018082022818378,0.00731847837934632,-0.651968502267538,-0.114377536841965,-0.157890519480346,0.0
,incomeTaxExpense,3200000.0,-5500000.0,17300000.0,3928000.0,-34131000.0,2083000.0,-2005000.0,746000.0,575000.0,96000.0,16000.0,-1290822.0,-2338373.0,194088.0,307000.0
,netIncome,-105900000.0,-243400000.0,-71500000.0,5260000.0,19304000.0,-22979000.0,-20789000.0,-1563000.0,255000.0,1370000.0,454000.0,-42374093.0,-4251792.0,-1847281.0,592311.0
,netIncomeRatio,-0.0612918161824285,-0.16326804400322,-0.0863630873293876,0.0100826547668338,0.0522789438050102,-0.110826022580941,-0.132104366834426,-0.0144887232681665,0.00279642058165548,0.0168979340117175,0.00706933868983666,-0.632695012647004,-0.0737932200672325,-0.17642716652936,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.88,-4.8,-1.71,0.141948613900121,0.55,-0.85,-0.95,-0.08,0.0137103938980037,0.0818355926527646,0.0297337856885657,-2.85,-0.35,-0.15,0.07
,EPSDiluted,-1.88,-4.8,-1.71,0.140009366786345,0.54,-0.85,-0.95,-0.08,0.013549141940811,0.0807240606488706,0.0293456760988453,-2.85,-0.35,-0.15,0.07
