date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY,2014-07-31_FY,2013-07-31_FY,2012-07-31_FY,2011-07-31_FY,2010-07-31_FY,2009-07-31_FY,2008-07-31_FY,2007-07-31_FY,2006-07-31_FY,2005-07-31_FY,2004-07-31_FY,2003-07-31_FY,2002-07-31_FY,2001-07-31_FY,2000-07-31_FY,1999-07-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY,1995-07-31_FY,1994-07-31_FY,1993-07-31_FY,1992-07-31_FY,1991-07-31_FY,1990-07-31_FY,1989-07-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,112369000.0,131258000.0,91060000.0,95645000.0,80110000.0,2987000.0,-45968000.0,-154535000.0,-17911000.0,108652000.0,81956000.0,70122000.0,132188000.0,109388000.0,104175000.0,81947000.0,50871000.0,21420000.0,28253000.0,27546000.0,47201000.0,39600000.0,28000000.0,31700000.0,28000000.0,27900000.0,18500000.0,16900000.0,5100000.0,15400000.0,15000000.0,9900000.0
,depreciationAndAmortization,23437000.0,23799000.0,25442000.0,27303000.0,32432000.0,39458000.0,44598000.0,48725000.0,43987000.0,48827000.0,53022000.0,54851000.0,60587000.0,53856000.0,35144000.0,26822000.0,20190000.0,18060000.0,16630000.0,22646000.0,17833000.0,15200000.0,13300000.0,14200000.0,10600000.0,9100000.0,9400000.0,10200000.0,8700000.0,7500000.0,6500000.0,6900000.0
,deferredIncomeTax,-764000.0,7825000.0,33656000.0,-8618000.0,2085000.0,-7233000.0,-27516000.0,21630000.0,-9679000.0,-8161000.0,-6834000.0,-8640000.0,-1501000.0,70000.0,-1843000.0,-2653000.0,0.0,-1915000.0,449000.0,-1981000.0,-763000.0,-1100000.0,-4500000.0,-1100000.0,-500000.0,200000.0,-400000.0,-600000.0,-1500000.0,100000.0,1400000.0,-400000.0
,stockBasedCompensation,8843000.0,12092000.0,9980000.0,9495000.0,8154000.0,4471000.0,5214000.0,1736000.0,9735000.0,9830000.0,9721000.0,7731000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-7774000.0,50922000.0,59796000.0,-20081000.0,41362000.0,27438000.0,-17096000.0,-194843000.0,-72570000.0,81222000.0,88229000.0,-103569000.0,87165000.0,62822000.0,98977000.0,9854000.0,7828000.0,-11886000.0,11934000.0,7746000.0,-13816000.0,4500000.0,-5400000.0,21100000.0,-20300000.0,29900000.0,22200000.0,11800000.0,-4800000.0,3100000.0,14700000.0,-4600000.0
,accountsReceivables,13902000.0,3496000.0,-16612000.0,766000.0,8159000.0,1317000.0,-3600000.0,1535000.0,18089000.0,7680000.0,-29479000.0,53389000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-13917000.0,-9922000.0,-7563000.0,-5687000.0,4833000.0,-763000.0,-12608000.0,2440000.0,-7674000.0,-2886000.0,426000.0,34749000.0,16224000.0,-12323000.0,-16961000.0,-11847000.0,-6791000.0,4140000.0,4895000.0,2252000.0,-1362000.0,5500000.0,5700000.0,-4800000.0,-4000000.0,500000.0,-1000000.0,-3600000.0,-1800000.0,-2700000.0,-3500000.0,-2200000.0
,accountsPayables,-26128000.0,-11903000.0,13091000.0,22255000.0,3928000.0,-8516000.0,-20508000.0,-2285000.0,-29370000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,323560000.0,331334000.0,280412000.0,220616000.0,240697000.0,199335000.0,171897000.0,188993000.0,383836000.0,456406000.0,375184000.0,286955000.0,390524000.0,303359000.0,240537000.0,141560000.0,131706000.0,123878000.0,135764000.0,123830000.0,116084000.0,129900000.0,125400000.0,130800000.0,109700000.0,130000000.0,100100000.0,77900000.0,66100000.0,70900000.0,67800000.0,53100000.0
,otherNonCashItems,2611000.0,2347000.0,0.0,0.0,0.0,4164000.0,566000.0,3699000.0,458000.0,2155000.0,2260000.0,2469000.0,10228000.0,10194000.0,6720000.0,0.0,0.0,0.0,694000.0,0.0,0.0,100000.0,0.0,0.0,100000.0,100000.0,200000.0,0.0,-100000.0,0.0,-100000.0,-100000.0
,netCashProvidedByOperatingActivites,140977000.0,162211000.0,143042000.0,144032000.0,138976000.0,93348000.0,93420000.0,143503000.0,144705000.0,167350000.0,165238000.0,126645000.0,225554000.0,136018000.0,114896000.0,119103000.0,84771000.0,55249000.0,54251000.0,53228000.0,48408000.0,61400000.0,47200000.0,39900000.0,34600000.0,21600000.0,33100000.0,21600000.0,18400000.0,17300000.0,19800000.0,19200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-27277000.0,-32825000.0,-21777000.0,-15167000.0,-17140000.0,-26673000.0,-43398000.0,-35687000.0,-24147000.0,-20532000.0,-26296000.0,-24027000.0,-26407000.0,-51940000.0,-39410000.0,-21920000.0,-14892000.0,-14438000.0,-13095000.0,-20770000.0,-22624000.0,-41000000.0,-36500000.0,-8800000.0,-10500000.0,-8100000.0,-6500000.0,-12300000.0,-24100000.0,-15100000.0,-13500000.0,-10800000.0
,acquisitionsNet,0.0,0.0,19000000.0,0.0,0.0,6000000.0,54000000.0,-291000000.0,-37000000.0,5000000.0,-30000000.0,0.0,-29000000.0,-159000000.0,-351000000.0,-80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10350000.0,-68100000.0,-150900000.0,-47025000.0,0.0,0.0,0.0,0.0,-22931000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8100000.0,-9900000.0,-4900000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6248000.0,0.0,29550000.0,60400000.0,146500000.0,45075000.0,0.0,0.0,0.0,825000.0,27345000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6100000.0,8700000.0,7000000.0,4000000.0
