date,,2021-02-28_FY,2020-02-29_FY,2019-02-28_FY,2018-02-28_FY,2017-02-28_FY,2016-02-29_FY,2015-02-28_FY,2014-02-28_FY,2013-02-28_FY,2012-02-29_FY,2011-02-28_FY,2010-02-28_FY,2009-02-28_FY,2008-02-29_FY,2007-02-28_FY,2006-02-28_FY,2005-02-28_FY,2004-02-29_FY,2003-02-28_FY,2002-02-28_FY,2001-02-28_FY,2000-02-29_FY,1999-02-28_FY,1998-02-28_FY,1997-02-28_FY,1996-02-29_FY,1995-02-28_FY,1994-02-28_FY,1993-02-28_FY,1992-02-29_FY,1991-02-28_FY,1990-02-28_FY,1989-02-28_FY,1988-02-29_FY,1987-02-28_FY,1986-02-28_FY
,revenue,2098799000.0,1707432000.0,1564151000.0,1478845000.0,1397535000.0,1392575000.0,1445131000.0,1317200000.0,1288300000.0,1181700000.0,777000000.0,647600000.0,622700000.0,652500000.0,634900000.0,589700000.0,581500000.0,474900000.0,379800000.0,338600000.0,357200000.0,299500000.0,294500000.0,248100000.0,213000000.0,167100000.0,138100000.0,123200000.0,132000000.0,120200000.0,116900000.0,118800000.0,97400000.0,67900000.0,52200000.0,40800000.0
,costOfRevenue,1171497000.0,972966000.0,923045000.0,867646000.0,824119000.0,866841000.0,845572000.0,800500000.0,770100000.0,703200000.0,427800000.0,368500000.0,367300000.0,370900000.0,355600000.0,323200000.0,307000000.0,257700000.0,224000000.0,211000000.0,220500000.0,185700000.0,175300000.0,153100000.0,132900000.0,100100000.0,84400000.0,76300000.0,79100000.0,70700000.0,68400000.0,66800000.0,52700000.0,34300000.0,24600000.0,20600000.0
,grossProfit,927302000.0,734466000.0,641106000.0,611199000.0,573416000.0,525734000.0,599559000.0,516700000.0,518200000.0,478500000.0,349200000.0,279100000.0,255400000.0,281600000.0,279300000.0,266500000.0,274500000.0,217200000.0,155700000.0,127600000.0,136600000.0,113800000.0,119200000.0,95000000.0,80200000.0,67000000.0,53700000.0,46900000.0,52900000.0,49500000.0,48500000.0,52000000.0,44700000.0,33600000.0,27600000.0,20200000.0
,grossProfitRatio,0.441825062809731,0.430158272774553,0.409874749944219,0.413294834820417,0.410305287524105,0.377526524603702,0.414882111033533,0.392271484968114,0.402235504152759,0.404925107895405,0.449420849420849,0.430975911056208,0.410149349606552,0.431570881226054,0.439911797133407,0.451924707478379,0.472055030094583,0.457359444093493,0.409952606635071,0.376845835794448,0.382418812989922,0.379966611018364,0.404753820033956,0.382910116888351,0.376525821596244,0.400957510472771,0.388848660391021,0.380681818181818,0.400757575757576,0.411813643926789,0.414884516680924,0.437710437710438,0.458932238193018,0.494845360824742,0.528735632183908,0.495098039215686
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,17800000.0,13000000.0,13500000.0,11800000.0,11600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,461605000.0,400037000.0,379800000.0,356460000.0,346541000.0,434560000.0,388500000.0,369400000.0,339800000.0,233500000.0,187200000.0,193600000.0,207800000.0,209000000.0,195200000.0,172500000.0,131400000.0,105500000.0,97900000.0,113600000.0,104000000.0,82900000.0,64900000.0,57400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
