date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,1491391000.0,876293000.0,454462000.0,265989000.0,99376000.0,39437000.0,1798000.0,4144000.0,4144000.0,4163000.0,5344000.0,4758000.0,-867000.0,2935000.0,4750000.0,4250000.0,4935000.0,2901000.0,897000.0,50870.0,1.0,0.0,0.0
,costOfRevenue,354300000.0,216700000.0,118000000.0,79200000.0,45200000.0,24500000.0,4325000.0,0.0,0.0,24000.0,24000.0,20000.0,1000.0,1186000.0,809000.0,566000.0,487000.0,22000.0,9000.0,0.0,-404142.0,0.0,0.0
,grossProfit,1137091000.0,659593000.0,336462000.0,186789000.0,54176000.0,14937000.0,-2527000.0,4144000.0,4144000.0,4139000.0,5320000.0,4738000.0,-868000.0,1749000.0,3941000.0,3684000.0,4448000.0,2879000.0,888000.0,0.0,404143.0,0.0,0.0
,grossProfitRatio,0.762436544138995,0.752708283644854,0.740352328687547,0.702243325851821,0.545161809692481,0.378755990567234,-1.40545050055617,1.0,1.0,0.994234926735527,0.995508982035928,0.995796553173602,1.00115340253749,0.595911413969336,0.829684210526316,0.866823529411765,0.901317122593718,0.992416408135126,0.989966555183946,0.0,404143.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,554052000.0,139694000.0,68210000.0,42139000.0,33473000.0,33914000.0,28669000.0,27678000.0,42131000.0,21968000.0,9023000.0,4213000.0,2034000.0,4887000.0,6735000.0,7843000.0,10901000.0,17084000.0,19989000.0,13335265.0,5332055.0,3688796.0,2849000.0
,GeneralAndAdministrativeExpenses,883700000.0,540500000.0,296300000.0,186100000.0,138400000.0,106000000.0,65200000.0,22700000.0,14400000.0,8137000.0,6330000.0,9549000.0,6469000.0,8532000.0,10702000.0,10849000.0,12742000.0,14633000.0,11744000.0,12866062.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,187900000.0,197200000.0,131400000.0,76800000.0,51300000.0,30000000.0,2500000.0,500000.0,300000.0,2857000.0,1793000.0,226000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1695385000.0,893429000.0,495910000.0,305039000.0,223173000.0,174014000.0,97969000.0,50878000.0,56831000.0,32962000.0,17146000.0,13988000.0,8503000.0,13419000.0,17437000.0,18692000.0,23643000.0,31717000.0,31733000.0,26201327.0,0.0,0.0,0.0
