Date,2017-12-31,2017-12,2016-12-25,2016-12,2015-12-27,2015-12,2014-12-28,2014-12,2013-12-29,2013-12,2012-12-30,2011-12-25
Cash and cash equivalents,393000.0,0000000.0,444000.0,0000000.0,447000.0,0000000.0,427000.0,0000000.0,7640000.0,8000000.0,13717000.0,0.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Cash and short-term investments,393000.0,,444000.0,,447000.0,,427000.0,,7640000.0,,13717000.0,0.0
Receivables,10397000.0,10000000.0,9587000.0,10000000.0,9617000.0,10000000.0,7079000.0,7000000.0,8181000.0,8000000.0,7728000.0,0.0
Inventories,3077000.0,3000000.0,3114000.0,3000000.0,3163000.0,3000000.0,3132000.0,3000000.0,2941000.0,3000000.0,3023000.0,0.0
Total current assets,16043000.0,126000000.0,17283000.0,149000000.0,18968000.0,229000000.0,17889000.0,234000000.0,28207000.0,227000000.0,30957000.0,0.0
Property Plant & Equipment Net,121251000.0,121000000.0,145120000.0,145000000.0,170463000.0,170000000.0,178877000.0,179000000.0,169127000.0,169000000.0,175969000.0,0.0
Goodwill and Intangible Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,0.0,000000.0,0.0,000000.0,54458000.0,54000000.0,50872000.0,51000000.0,53381000.0,53000000.0,52068000.0,0.0
Total non-current assets,126124000.0,68000000.0,149479000.0,115000000.0,229092000.0,126000000.0,233874000.0,138000000.0,226645000.0,97000000.0,232381000.0,0.0
Total assets,142167000.0,142000000.0,166762000.0,167000000.0,248060000.0,248000000.0,251763000.0,252000000.0,254852000.0,255000000.0,263338000.0,0.0
Payables,12614000.0,13000000.0,15514000.0,16000000.0,16283000.0,16000000.0,13238000.0,13000000.0,8781000.0,9000000.0,10695000.0,0.0
Short-term debt,38500000.0,38000000.0,4000000.0,4000000.0,0.0,000000.0,0.0,000000.0,2082000.0,2000000.0,2704000.0,0.0
Total current liabilities,104204000.0,104000000.0,72817000.0,73000000.0,67110000.0,67000000.0,59690000.0,60000000.0,54411000.0,54000000.0,56763000.0,0.0
Long-term debt,0.0,000000.0,37500000.0,38000000.0,43300000.0,43000000.0,56000000.0,56000000.0,13611000.0,14000000.0,20382000.0,0.0
Total debt,38500000.0,000000.0,41500000.0,38000000.0,43300000.0,43000000.0,56000000.0,56000000.0,15693000.0,14000000.0,23086000.0,0.0
Deferred revenue,0.0,20000000.0,0.0,19000000.0,0.0,15000000.0,0.0,13000000.0,0.0,13000000.0,0.0,0.0
Tax Liabilities,4386000.0,,4357000.0,,4623000.0,,3781000.0,,3881000.0,,4992000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,41279000.0,68000000.0,100036000.0,115000000.0,91448000.0,126000000.0,103147000.0,138000000.0,59313000.0,97000000.0,63597000.0,0.0
Total liabilities,172496000.0,172000000.0,188292000.0,188000000.0,193236000.0,193000000.0,197979000.0,198000000.0,151076000.0,151000000.0,163055000.0,0.0
Other comprehensive income,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Retained earnings (deficit),-152841000.0,-153000000.0,-143072000.0,-143000000.0,-68357000.0,-68000000.0,-72937000.0,-73000000.0,-84759000.0,-85000000.0,-92302000.0,0.0
Total shareholders equity,-30329000.0,-30000000.0,-21530000.0,-22000000.0,54824000.0,55000000.0,53784000.0,54000000.0,103776000.0,104000000.0,100283000.0,0.0
Investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Debt,38107000.0,38000000,41056000.0,42000000,42853000.0,43000000,55573000.0,56000000,8053000.0,8000000,9369000.0,0.0
Other Assets,0.0,5000000,0.0,5000000,0.0,4000000,0.0,6000000,0.0,5000000,0.0,0.0
Other Liabilities,27013000.0,81000000,15439000.0,95000000,34678000.0,100000000,35142000.0,99000000,37352000.0,100000000,42695000.0,0.0
