date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,231000.0,2183000.0,1228000.0,787000.0,5546000.0,11456000.0,800000.0,4753000.0,46190000.0,1487000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,231000.0,0.0,0.0,0.0,0.0,0.0,800000.0,4753000.0,46190000.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,16898000.0,15537000.0,16924000.0,19119000.0,20071000.0,25895000.0,49425000.0,50182000.0,52762000.0,22624000.0
,GeneralAndAdministrativeExpenses,8326000.0,8345000.0,7586000.0,7405000.0,9178000.0,9533000.0,15119000.0,16793000.0,0.0,6436000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,25224000.0,23882000.0,24510000.0,26524000.0,29249000.0,35428000.0,64544000.0,66975000.0,68469000.0,0.0
,costAndExpenses,25224000.0,23882000.0,24510000.0,26524000.0,29249000.0,35428000.0,64544000.0,66975000.0,68469000.0,29060000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,4000.0,8608000.0,19000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,13000.0,14000.0,55000.0,88000.0,96000.0,150000.0,434000.0,446000.0,319000.0,316000.0
,EBITDA,-25140000.0,-21479000.0,-20642000.0,-23991000.0,-19557000.0,-23813000.0,-63227000.0,-61658000.0,-21960000.0,-27257000.0
,EBITDARatio,-108.831168831169,-9.83921209344938,-16.8094462540717,-30.4841168996188,-3.52632527948071,-2.07864874301676,-79.03375,-12.9724384599201,-0.475427581727647,-18.3301950235373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-24993000.0,-21699000.0,-23282000.0,-25737000.0,-23703000.0,-23972000.0,-63744000.0,-62222000.0,-22279000.0,-27573000.0
,operatingIncomeRatio,-108.194805194805,-9.93999083829592,-18.9592833876222,-32.702668360864,-4.27389109267941,-2.09252793296089,-79.68,-13.0911003576688,-0.48233383849318,-18.5427034297243
,totalOtherIncomeExpensesNet,160000.0,-206000.0,-2748000.0,-1658000.0,-4050000.0,35000.0,32000.0,-101000.0,7633000.0,-1279000.0
,incomeBeforeTax,-25153000.0,-21493000.0,-20534000.0,-24079000.0,-19653000.0,-24007000.0,-63776000.0,-62121000.0,-29912000.0,-26294000.0
,incomeBeforeTaxRatio,-108.887445887446,-9.84562528630325,-16.7214983713355,-30.5959339263024,-3.54363505228994,-2.09558310055866,-79.72,-13.0698506206606,-0.647586057588223,-17.6825823806321
,incomeTaxExpense,4000.0,10000.0,-124000.0,13000.0,14000.0,16000.0,19000.0,435000.0,0.0,0.0
,netIncome,-25157000.0,-21503000.0,-20573000.0,-24092000.0,-19667000.0,-23979000.0,-63682000.0,-62543000.0,-29912000.0,-26294000.0
,netIncomeRatio,-108.904761904762,-9.85020613834173,-16.7532573289902,-30.6124523506989,-3.54615939415795,-2.09313896648045,-79.6025,-13.1586366505365,-0.647586057588223,-17.6825823806321
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.09999,-22.349888,-74.849626,-602.99397,-998.99001,-2362.476375,-6614.93385,-13769.862301,-5309.9469,-4416.375291
,EPSDiluted,-2.09999,-22.349888,-74.849626,-602.99397,-998.99001,-2362.476375,-6614.93385,-13769.862301,-5309.9469,-4416.375291
,weightedAverageShsOut,11602449.0,958969.0,274939.0,40001.0,19674.0,10106.0,9623.0,4708.0,5630.0,6864.0
,weightedAverageShsOutDil,11602449.0,958969.0,274939.0,40001.0,19674.0,10106.0,9623.0,4708.0,5630.0,6864.0
