date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,27593000000.0,17060591000.0,26220721000.0,22819119000.0,21361606000.0,20013505000.0,22228602000.0,15404505000.0,13091359000.0,13725958000.0,18337500000.0,6744546000.0,7207483000.0,12165887852.79,17413473137.94,-4703344240.0,4203803343.6,2740034166.84,129356526.59,-2142238070.72,5837151827.56,7934373517.26
,depreciationAndAmortization,51259000000.0,50466841000.0,42688903000.0,29205184000.0,29422304000.0,29518664000.0,26350776000.0,25470911000.0,23414291000.0,22945396000.0,19854473000.0,17638082000.0,17244852000.0,16627034472.94,14485974263.2,15602025170.0,15641996298.6,13572191197.86,13133113535.97,11820176527.28,9153608502.62,6170824079.76
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571176000.0,460403000.0,55764000.0,229744000.0,701722000.0,2029674958.59,481833951.39,-482554490.0,-1658383461.84,-1189303996.5,-1133043520.75,-401748309.6,-226887398.16,-349323872.58
,stockBasedCompensation,0.0,871699000.0,215648000.0,438765000.0,470788000.0,133496000.0,110157000.0,260801000.0,445120000.0,537973000.0,319147000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,0.0,6367173000.0,-12755315000.0,-6509550000.0,-4873508000.0,5963817000.0,-7846838000.0,-3411179000.0,-9034998000.0,-7399266000.0,-2660199000.0,-9615685000.0,4481314000.0,-5839138396.12,5357751107.28,1126936065.0,-3707068019.76,-2839355057.34,-1209739175.8,337727321.36,-93543038.5,-1612746365.6
,accountsReceivables,0.0,995839000.0,-9313539000.0,-4066374000.0,-6184873000.0,7982736000.0,-9703070000.0,-5767254000.0,-6686670000.0,765343000.0,-1248494000.0,-6470810000.0,7474046000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,1407099000.0,-9249714000.0,-2907848000.0,3156759000.0,-5128726000.0,-8208824000.0,-3241115000.0,-2481191000.0,-5100085000.0,-2171624000.0,-1509143000.0,146620000.0,-317636363.62,1363680994.5,87506985.0,-4684880981.76,-1558540018.14,-364069578.87,477902166.72,-796622449.64,-452848143.56
,accountsPayables,0.0,-1024250000.0,6989198000.0,4753270000.0,1665420000.0,-1272717000.0,6422305000.0,4722462000.0,2992599000.0,-3197294000.0,1656567000.0,3786668000.0,-4345030000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,267965000.0,-281736000.0,27538000.0,-3050299000.0,-247024000.0,-187727000.0,-191631000.0,119350000.0,140266000.0,-1130439000.0,1011895000.0,0.0,-371635194.07,2365017122.6,-8254135.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-11919000000.0,3536210000.0,4244765000.0,2664628000.0,3062430000.0,3438301000.0,3798324000.0,3389733000.0,-493140000.0,1144618000.0,-762946000.0,406416000.0,585465000.0,1629240388.28,-2858092888.64,1021145020.0,0.0,211443140.22,66017393.78,-473531536.72,-682218485.74,0.0
,netCashProvidedByOperatingActivites,75074000000.0,72303250000.0,51074691000.0,47430800000.0,52107867000.0,57548305000.0,45863477000.0,41295955000.0,29017945000.0,31936706000.0,36965094000.0,15517228000.0,30728799000.0,28308294984.34,37288838514.29,20503994810.0,19459809164.04,13292870293.5,11340730860.06,11707204483.04,17643210438.5,7725851431.77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-57628000000.0,-57098205000.0,-41386443000.0,-24699240000.0,-26714163000.0,-30280124000.0,-39598964000.0,-29142719000.0,-39301272000.0,-29417906000.0,-34109113000.0,-11445621000.0,-18583343000.0,-17868650824.26,-17943630599.84,-15740142170.0,-1281362872.44,-17516435983.74,-12688035258.41,-11565700966.16,-30063639858.76,-10046024099.73
,acquisitionsNet,0.0,-3000000.0,-3111000000.0,231000000.0,-497000000.0,-1088000000.0,0.0,0.0,-9000000.0,-70000000.0,-212000000.0,0.0,-809000000.0,-26000000.0,0.0,17000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-2712191000.0,-105000000.0,-62210743000.0,-66444264000.0,-102116323000.0,-112524086000.0,-56698215000.0,-891233000.0,-2082839000.0,-16713886000.0,-43031285000.0,-8217126000.0,-11769280226.62,-16971425434.92,-1183235185.0,-187702053.84,-509066253.12,-49843480.13,-3130070380.8,-3497317587.02,0.0
,salesMaturitiesOfInvestments,0.0,8574593000.0,6419022000.0,62975784000.0,66137947000.0,105303083000.0,113861131000.0,56231541000.0,858941000.0,2370511000.0,20915653000.0,39424388000.0,16770572000.0,11825776300.28,7517580673.79,63237855.0,41774958.96,261052651.68,2670817491.46,0.0,0.0,0.0
,otherInvestingActivites,-3319000000.0,-196037000.0,536461000.0,-171320000.0,-206031000.0,-336864000.0,-480711000.0,-104499000.0,11509000.0,-927437000.0,-25723000.0,-1020293000.0,74179000.0,202276700.01,4882922924.44,1720641855.0,-2003866809.84,-1018811623.44,-1121739172.5,-1170000168.48,-686589346.3,4509576185.63
,netCashUsedForInvestingActivites,-60947000000.0,-54579057000.0,-129542322000.0,-16086242000.0,-43159458000.0,-63351429000.0,-38817889000.0,-29925843000.0,-40093964000.0,-32030697000.0,-36085455000.0,-15980715000.0,-36359167000.0,-18109326692.59,-22101081752.2,-14017461445.0,-30782344436.76,-18553923330.18,-13198574407.99,-15180002185.92,-33550394532.76,-12573151253.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
