date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-44372000.0,-104133000.0,-168843000.0,-96012000.0,-78883000.0,-144817000.0,-60739000.0,-71364000.0,-72811000.0,-73319000.0,-58274000.0,-50912000.0,-31937000.0,-32020000.0,-18987000.0,-17834000.0,-10951000.0,-5916741.0,-19982308.0,-14629839.0,-15290682.0,-237560.0,-4100000.0,-7600000.0,-9000000.0,-16500000.0,-19900000.0,-23700000.0,-18600000.0,-15300000.0,-8800000.0,-8300000.0,-5300000.0
,depreciationAndAmortization,2101000.0,4028000.0,7411000.0,5963000.0,3074000.0,5327000.0,5513000.0,4598000.0,4641000.0,4633000.0,4937000.0,4838000.0,4995000.0,3933000.0,3153000.0,2688000.0,2222000.0,1292202.0,1130311.0,984759.0,612824.0,463447.0,500000.0,1100000.0,1500000.0,6000000.0,3400000.0,2000000.0,1700000.0,1300000.0,1100000.0,700000.0,300000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,14321000.0,14167000.0,16807000.0,11325000.0,8337000.0,22248000.0,15715000.0,16080000.0,12751000.0,10252000.0,5778000.0,4640000.0,4235000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-4557000.0,-76633000.0,-12450000.0,100001000.0,-72771000.0,-63029000.0,126868000.0,-52009000.0,31495000.0,-36943000.0,83663000.0,37558000.0,20083000.0,-12111000.0,-16055000.0,-16889000.0,-10591753.0,-1539926.0,-36063602.0,44690449.0,78890834.0,11623998.0,1500000.0,1800000.0,-700000.0,2300000.0,-300000.0,200000.0,1600000.0,400000.0,-500000.0,900000.0,200000.0
,accountsReceivables,7465000.0,-5799000.0,948000.0,-623000.0,-1143000.0,4205000.0,-3192000.0,-1896000.0,129000.0,4539000.0,-2873000.0,-49000.0,-1350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,1038000.0,1154000.0,-1285000.0,2028000.0,15000.0,-2247000.0,585000.0,-808000.0,762000.0,594000.0,280000.0,1151000.0,-2032000.0,132000.0,5118000.0,-1017353.0,-2732265.0,-727452.0,-2942267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-819000.0,-1045000.0,2667000.0,771000.0,-3247000.0,2649000.0,3319000.0,321000.0,1103000.0,182000.0,149000.0,1820000.0,-167000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-27110000.0,131488000.0,208121000.0,220571000.0,120570000.0,193341000.0,256370000.0,129502000.0,181511000.0,150016000.0,186959000.0,103296000.0,65738000.0,45655000.0,57766000.0,73821000.0,90710000.0,101301753.0,102841679.0,138905281.0,94214832.0,15323998.0,3700000.0,2200000.0,400000.0,1100000.0,-1200000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-45422000.0,-30536000.0,-21618000.0,-14369000.0,5326000.0,-4864000.0,1498000.0,13599000.0,-109000.0,-73428000.0,-58278000.0,-50857000.0,-30487000.0,4567000.0,2540000.0,2577000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-200000.0,-3500000.0,0.0,100000.0,0.0,-100000.0,0.0,-100000.0,-100000.0,100000.0
,netCashProvidedByOperatingActivites,-78620000.0,-88367000.0,-166422000.0,7645000.0,-83656000.0,-124476000.0,-55291000.0,-53650000.0,-60299000.0,-34288000.0,-7989000.0,-40584000.0,-13334000.0,-20149000.0,-15781000.0,-14281000.0,-2065000.0,-5015855.0,-21883714.0,-16002681.0,-6414283.0,2369173.0,-3500000.0,-6000000.0,-8000000.0,-8600000.0,-16700000.0,-21500000.0,-15400000.0,-13600000.0,-8300000.0,-6800000.0,-4700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-917000.0,-2845000.0,-5246000.0,-1116000.0,-1406000.0,-10376000.0,-7425000.0,-8184000.0,-3770000.0,-2908000.0,-2029000.0,-1534000.0,-1896000.0,-18000000.0,-1982000.0,-2126000.0,-2435000.0,-1955982.0,-3658779.0,-4264056.0,-2351910.0,-423921.0,-100000.0,0.0,-100000.0,0.0,-500000.0,-7600000.0,-8200000.0,-2200000.0,-800000.0,-2300000.0,-700000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0,0.0,0.0,0.0,0.0,-25000.0,0.0,-276318000.0,-536752000.0,-1067135000.0,-430384213.0,-302806247.0,-486712926.0,-1269265213.0,-20521137.0,0.0,0.0,0.0,0.0,-10900000.0,-35700000.0,-62600000.0,-95600000.0,-34700000.0,-17100000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74000.0,0.0,1201000.0,834000.0,14227000.0,45908000.0,297690000.0,553396000.0,1067761000.0,433393005.0,333314955.0,502319207.0,1149234970.0,4950347.0,0.0,0.0,0.0,0.0,30500000.0,41000000.0,57000000.0,101100000.0,12500000.0,14300000.0,0.0
