date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,97061000.0,89566000.0,119832000.0,85718000.0,55577000.0,42219000.0,30674000.0,24040000.0,28095000.0,8470000.0,1226000.0,-4521000.0,-71507000.0,-5843000.0,2629000.0,1424000.0,600815.0,-55450.0,94520.0,-5771410.0,-4533870.0,7404290.0,9300000.0,8300000.0,10800000.0,10100000.0,8900000.0,5800000.0,1300000.0,-200000.0,200000.0,500000.0
,depreciationAndAmortization,73270000.0,62795000.0,55052000.0,33541000.0,24362000.0,16775000.0,10433000.0,7297000.0,5586000.0,4916000.0,4970000.0,5271000.0,8073000.0,6748000.0,4086000.0,4412000.0,4941831.0,5897051.0,6295388.0,7512286.0,8237025.0,8904059.0,7600000.0,5800000.0,4500000.0,3600000.0,2900000.0,2600000.0,2500000.0,2500000.0,2500000.0,2400000.0
,deferredIncomeTax,8091000.0,5593000.0,759000.0,-6477000.0,-560000.0,-1799000.0,1652000.0,3983000.0,-8401000.0,18000.0,17000.0,0.0,-13690000.0,-144000.0,156000.0,1012000.0,249000.0,-68000.0,473000.0,-1163000.0,-2670000.0,226000.0,600000.0,-200000.0,-100000.0,0.0,0.0,0.0,0.0,100000.0,0.0,200000.0
,stockBasedCompensation,15960000.0,15436000.0,13981000.0,10411000.0,6470000.0,4666000.0,3282000.0,1312000.0,802000.0,333000.0,210000.0,98000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-45407000.0,13660000.0,6782000.0,-24906000.0,10030000.0,2978000.0,-498000.0,-14183000.0,-8007000.0,-4654000.0,2506000.0,1046000.0,15448000.0,19533000.0,-8435000.0,-1776000.0,-7725854.0,6428822.0,-1877541.0,-2333316.0,-6137513.0,853651.0,6500000.0,-5500000.0,2400000.0,-5800000.0,-7500000.0,-11600000.0,-500000.0,-700000.0,-800000.0,1200000.0
,accountsReceivables,0.0,5768000.0,26117000.0,-12344000.0,11324000.0,9017000.0,-1942000.0,-1477000.0,1034000.0,-3334000.0,3456000.0,-5414000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,19682000.0,92000.0,-35270000.0,-12461000.0,3042000.0,-1660000.0,-7482000.0,-14182000.0,-3874000.0,-1956000.0,4703000.0,16523000.0,17252000.0,-9363000.0,408000.0,-11301114.0,9049501.0,-3466198.0,2312207.0,11101394.0,1459284.0,-8300000.0,6300000.0,-3900000.0,1000000.0,-6600000.0,-12500000.0,-1900000.0,-1800000.0,400000.0,900000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,329899000.0,227412000.0,137528000.0,86676000.0,81812000.0,69654000.0,55288000.0,44518000.0,24535000.0,-12937000.0,1850000.0,5703000.0,36898000.0,37105000.0,39447000.0,28769897.0,35634647.0,38565312.0,39082822.0,41416138.0,47553651.0,46700000.0,40200000.0,45700000.0,43300000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,11178000.0,5360000.0,3044000.0,422000.0,853000.0,269000.0,32000.0,45000.0,983000.0,767000.0,1739000.0,1663000.0,67730000.0,2909000.0,477000.0,0.0,0.0,0.0,371051.0,0.0,0.0,0.0,100000.0,-100000.0,0.0,200000.0,-300000.0,0.0,100000.0,100000.0,100000.0,0.0
,netCashProvidedByOperatingActivites,160153000.0,192410000.0,200013000.0,99901000.0,97147000.0,65630000.0,45741000.0,22431000.0,20997000.0,11815000.0,7759000.0,3709000.0,1709000.0,22972000.0,-1089000.0,5461000.0,-1747504.0,11567991.0,5368193.0,5449543.0,15578342.0,18084253.0,9500000.0,19200000.0,18000000.0,8100000.0,4000000.0,-3200000.0,3400000.0,1800000.0,1400000.0,4300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4218000.0,-2453000.0,-7480000.0,-8503000.0,-10605333.0,-5293264.0,-4186726.0,-1817120.0,-3806938.0,-7505350.0,-10800000.0,-18900000.0,-9800000.0,-11900000.0,-5800000.0,-4100000.0,-2200000.0,-2000000.0,-2400000.0,-3600000.0
,acquisitionsNet,-306000000.0,-56000000.0,-343000000.0,-252000000.0,-139000000.0,-140000000.0,-72000000.0,-17000000.0,-29000000.0,-7000000.0,-6000000.0,12000000.0,0.0,-86000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
