date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,revenue,1271004000.0,1266208000.0,1400040000.0,1292613000.0,379372000.0,341668000.0,309260000.0,313716000.0,316869000.0,302195000.0,284582000.0,231513000.0,204726000.0,188138000.0,201613000.0,157532000.0,75550000.0,107354000.0,87807000.0,69055000.0,56191000.0,47000000.0,39800000.0,30400000.0,24600000.0,21300000.0,16500000.0,11400000.0,10200000.0,7500000.0
,costOfRevenue,809507000.0,794344000.0,830012000.0,866518000.0,177974000.0,160871000.0,157859000.0,158984000.0,160359000.0,159841000.0,153989000.0,122695000.0,114910000.0,109895000.0,120929000.0,88128000.0,39853000.0,48444000.0,36464000.0,28932000.0,19175000.0,16000000.0,14300000.0,10700000.0,8400000.0,8500000.0,7700000.0,3900000.0,3000000.0,2200000.0
,grossProfit,461497000.0,471864000.0,570028000.0,426095000.0,201398000.0,180797000.0,151401000.0,154732000.0,156510000.0,142354000.0,130593000.0,108818000.0,89816000.0,78243000.0,80684000.0,69404000.0,35697000.0,58910000.0,51343000.0,40123000.0,37016000.0,31000000.0,25500000.0,19700000.0,16200000.0,12800000.0,8800000.0,7500000.0,7200000.0,5300000.0
,grossProfitRatio,0.363096418264616,0.372659152366752,0.407151224250736,0.329638491953895,0.530872072793986,0.529159886205322,0.489558947164198,0.493223170000893,0.493926512217983,0.47106669534572,0.45889409730763,0.470029760747777,0.438713206920469,0.415880895938088,0.400192447907625,0.44057080466191,0.472495036399735,0.548745272649366,0.584725591353764,0.581029614075737,0.658753181114413,0.659574468085106,0.64070351758794,0.648026315789474,0.658536585365854,0.60093896713615,0.533333333333333,0.657894736842105,0.705882352941177,0.706666666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,42948000.0,48611000.0,52867000.0,51253000.0,12955000.0,15714000.0,18332000.0,12407000.0,10630000.0,8588000.0,4678000.0,2645000.0,4822000.0,8111000.0,7659000.0,4817000.0,3376000.0,1757000.0,1472000.0,1188000.0,1480000.0,1200000.0,1000000.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,283953000.0,276982000.0,328146000.0,303953000.0,89426000.0,83216000.0,88939000.0,90376000.0,84604000.0,85287000.0,76636000.0,68205000.0,53611000.0,45484000.0,44245000.0,36992000.0,26409000.0,23029000.0,19871000.0,16816000.0,14302000.0,12500000.0,12100000.0,8500000.0,8200000.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1085000.0,7896000.0,1471000.0,-2482000.0,767000.0,1134000.0,755000.0,765000.0,563000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,326901000.0,325593000.0,381013000.0,355206000.0,102381000.0,98930000.0,107271000.0,102783000.0,95234000.0,93875000.0,81314000.0,70850000.0,58433000.0,53595000.0,49811000.0,41809000.0,29785000.0,24786000.0,21343000.0,18004000.0,20394000.0,17600000.0,15500000.0,11900000.0,10200000.0,7400000.0,5000000.0,3300000.0,2500000.0,1300000.0
,costAndExpenses,1136408000.0,1119937000.0,1211025000.0,1221724000.0,280355000.0,259801000.0,265130000.0,261767000.0,255593000.0,253716000.0,235303000.0,193545000.0,173343000.0,163490000.0,170740000.0,129937000.0,69638000.0,73230000.0,57807000.0,46936000.0,39569000.0,33600000.0,29800000.0,22600000.0,18600000.0,15900000.0,12700000.0,7200000.0,5500000.0,3500000.0
,interestExpense,1753000.0,549000.0,709000.0,2047000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,94847000.0,85210000.0,74735000.0,66569000.0,19050000.0,18073000.0,19447000.0,19506000.0,19001000.0,18294000.0,17345000.0,15671000.0,14220000.0,11796000.0,11231000.0,9698000.0,8598000.0,7361000.0,5288000.0,5034000.0,4612000.0,3900000.0,2400000.0,2100000.0,2000000.0,1800000.0,1100000.0,500000.0,200000.0,100000.0
,EBITDA,229443000.0,231481000.0,263750000.0,137458000.0,118067000.0,99940000.0,63577000.0,71455000.0,80277000.0,66773000.0,66624000.0,53639000.0,45603000.0,36444000.0,42104000.0,37293000.0,14510000.0,41485000.0,35288000.0,27153000.0,21234000.0,17300000.0,12400000.0,9900000.0,8000000.0,7200000.0,4900000.0,4700000.0,4900000.0,4100000.0
,EBITDARatio,0.180521068383734,0.182814355935202,0.188387474643582,0.106341186418518,0.311216958552555,0.292506175585656,0.205577830951303,0.227769702533502,0.253344442024938,0.220959976174325,0.234111785003971,0.231688933234851,0.222751384777703,0.193708873273873,0.208835739758845,0.236732854277226,0.192058239576439,0.386431805056169,0.401881398977303,0.393208312214901,0.377889697638412,0.368085106382979,0.311557788944724,0.325657894736842,0.32520325203252,0.338028169014085,0.296969696969697,0.412280701754386,0.480392156862745,0.546666666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
