date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,50069000000.0,46378000000.0,44378000000.0,34560000000.0,33794000000.0,37641000000.0,32918000000.0,25306000000.0,19402000000.0,15127000000.0,12466000000.0,16131300000.0,11919400139.0,10644500233.0,8453100361.0,6540500360.0,4855299498.0,4547500787.0,4050100287.0,2945000000.0,2687644676.0,2341640867.0
,costOfRevenue,34395000000.0,32647000000.0,31800000000.0,26245000000.0,27265000000.0,31060000000.0,28177000000.0,20992000000.0,14854000000.0,11291000000.0,9011000000.0,12792000000.0,9009500447.0,7824600419.0,5728399814.0,3917000240.0,2720100477.0,2577999685.0,2202800064.0,966499700.0,903067130.0,865015480.0
,grossProfit,15674000000.0,13731000000.0,12578000000.0,8315000000.0,6529000000.0,6581000000.0,4741000000.0,4314000000.0,4548000000.0,3836000000.0,3455000000.0,3339300000.0,2909899692.0,2819899814.0,2724700547.0,2623500120.0,2135199021.0,1969501102.0,1847300223.0,1978500300.0,1784577546.0,1476625387.0
,grossProfitRatio,0.313047993768599,0.296067100780542,0.283428725945288,0.240596064814815,0.193199976327159,0.174835950160729,0.144024545841181,0.170473405516478,0.234408823832595,0.253586302637668,0.277153858495107,0.207007494746239,0.244131387323669,0.264916130609661,0.322331503311013,0.401116118889717,0.439766696550755,0.433095274580323,0.456112217499764,0.671816740237691,0.663993109630836,0.630594301547095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,6991000000.0,6792000000.0,6442000000.0,4360000000.0,4248000000.0,3281000000.0,3014000000.0,2890000000.0,1720000000.0,1466000000.0,1430000000.0,1312200000.0,1163700467.0,1084199674.0,1057599721.0,1015000000.0,800799948.0,834099780.0,739100605.0,870299940.0,821614583.0,675077399.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,258000000.0,516000000.0,199000000.0,29000000.0,22000000.0,28000000.0,51000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
