date,,2021-01-02_FY,2019-12-28_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2008-12-27_FY,2007-12-29_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1998-01-31_FY,1997-01-31_FY,1996-01-31_FY,1995-01-31_FY,1994-01-31_FY,1993-01-31_FY,1992-01-31_FY
,revenue,1953000000.0,2394000000.0,2372900000.0,2269700000.0,3235900000.0,2944000000.0,2102800000.0,2094000000.0,2250600000.0,2334600000.0,1803000000.0,1596000000.0,1648000000.0,1776000000.0,1771800000.0,1755300000.0,1646300000.0,1417800000.0,1198600000.0,1090100000.0,990600000.0,990800000.0,958500000.0,1017000000.0,1002700000.0,929400000.0,776500000.0,500000000.0,261600000.0,117000000.0
,costOfRevenue,839000000.0,1166000000.0,1197300000.0,1142000000.0,2161700000.0,2048500000.0,1826300000.0,1842000000.0,1961100000.0,2058000000.0,1537000000.0,1346000000.0,1467000000.0,1578000000.0,1554900000.0,1505800000.0,1362600000.0,1141000000.0,965700000.0,902700000.0,786500000.0,807600000.0,812800000.0,855000000.0,834700000.0,812100000.0,666000000.0,409500000.0,219100000.0,93700000.0
,grossProfit,1113000000.0,1228000000.0,1175600000.0,1127700000.0,1074200000.0,895500000.0,276500000.0,252000000.0,289500000.0,276600000.0,266000000.0,250000000.0,181000000.0,198000000.0,216900000.0,249500000.0,283700000.0,276800000.0,232900000.0,187400000.0,204100000.0,183200000.0,145700000.0,162000000.0,168000000.0,117300000.0,110500000.0,90500000.0,42500000.0,23300000.0
,grossProfitRatio,0.56989247311828,0.512949039264829,0.495427535926503,0.496849803938847,0.331963286875367,0.304177989130435,0.131491344873502,0.120343839541547,0.128632364702746,0.118478540221023,0.147531891292291,0.156641604010025,0.109830097087379,0.111486486486486,0.12241788012191,0.14214094456788,0.172325821539209,0.195232049654394,0.194310028366427,0.171910833868452,0.206036745406824,0.18490109002826,0.152008346374544,0.15929203539823,0.16754762142216,0.126210458360232,0.142305215711526,0.181,0.162461773700306,0.199145299145299
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1006000000.0,1113000000.0,1092100000.0,1042700000.0,958100000.0,768600000.0,255000000.0,160400000.0,178000000.0,172700000.0,166000000.0,146000000.0,179000000.0,161000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,18000000.0,2000000.0,5200000.0,-200000.0,200000.0,300000.0,100000.0,100000.0,1900000.0,0.0,4000000.0,4000000.0,-4000000.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
