date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,1066000000.0,548000000.0,524000000.0,1170000000.0,1200000000.0,1082000000.0,828000000.0,1098000000.0,-477000000.0,553800000.0,-155100000.0,-337800000.0,38000000.0,-658500000.0,5500000.0,-3500000.0,52500000.0,512286000.0,302000000.0,294534000.0,249900000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,548000000.0,524000000.0,1170000000.0,1200000000.0,1082000000.0,828000000.0,1098000000.0,477000000.0,553800000.0,155100000.0,337800000.0,38000000.0,0.0,5500000.0,3500000.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,228000000.0,178000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,100000000.0,248000000.0,244000000.0,245000000.0,231000000.0,220000000.0,218000000.0,212000000.0,193000000.0,211500000.0,209900000.0,89200000.0,82500000.0,70600000.0,62700000.0,67800000.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,434000000.0,367000000.0,694000000.0,609000000.0,722000000.0,446000000.0,426000000.0,766000000.0,730400000.0,691900000.0,779800000.0,417600000.0,140200000.0,118300000.0,51400000.0,103900000.0,0.0,0.0,0.0,0.0
,costAndExpenses,671000000.0,434000000.0,367000000.0,694000000.0,609000000.0,722000000.0,446000000.0,426000000.0,766000000.0,730400000.0,691900000.0,779800000.0,417600000.0,140200000.0,118300000.0,51400000.0,103900000.0,266109000.0,218800000.0,184434000.0,131800000.0
,interestExpense,85000000.0,89000000.0,94000000.0,97000000.0,102000000.0,101000000.0,92000000.0,82000000.0,92000000.0,99112000.0,99621000.0,-62000000.0,-23000000.0,-23500000.0,-13000000.0,-13000000.0,-10700000.0,5738000.0,10600000.0,11500000.0,11500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9119000.0,0.0,0.0,0.0
,EBITDA,0.0,553000000.0,678000000.0,1027000000.0,1119000000.0,1532000000.0,1623000000.0,1224000000.0,224000000.0,1133512000.0,648921000.0,72100000.0,89300000.0,-486600000.0,176900000.0,216600000.0,222600000.0,261034000.0,0.0,0.0,0.0
,EBITDARatio,0.0,1.009124,1.293893,0.877778,0.9325,1.415896,1.960145,1.114754,-0.469602,2.046789,-4.183888,-0.21344,2.35,0.738952,32.163636,-61.885714,4.24,0.509547401256329,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,549000000.0,674000000.0,1088000000.0,1119000000.0,1532000000.0,1623000000.0,1224000000.0,224000000.0,1133600000.0,648900000.0,195700000.0,135600000.0,-439500000.0,203700000.0,243100000.0,244100000.0,251915000.0,0.0,0.0,118100000.0
,operatingIncomeRatio,0.387429643527204,1.00182481751825,1.28625954198473,0.92991452991453,0.9325,1.41589648798521,1.96014492753623,1.11475409836066,-0.469601677148847,2.04694835680751,-4.18375241779497,-0.579336885731202,3.56842105263158,0.667425968109339,37.0363636363636,-69.4571428571429,4.64952380952381,0.491746797687229,0.275496688741722,0.373810833384261,0.472589035614246
,totalOtherIncomeExpensesNet,75000000.0,4000000.0,-22000000.0,394000000.0,39000000.0,37000000.0,14000000.0,-10000000.0,108000000.0,63000000.0,40000000.0,61000000.0,43000000.0,0.0,0.0,0.0,0.0,1219000.0,3700000.0,-98466000.0,2500000.0
,incomeBeforeTax,413000000.0,464000000.0,580000000.0,991000000.0,1017000000.0,1431000000.0,1531000000.0,1142000000.0,132000000.0,1034500000.0,549300000.0,132900000.0,112300000.0,-463000000.0,190000000.0,229600000.0,233300000.0,246177000.0,83200000.0,110100000.0,118100000.0
,incomeBeforeTaxRatio,0.387429643527204,0.846715328467153,1.10687022900763,0.847008547008547,0.8475,1.32255083179298,1.84903381642512,1.04007285974499,-0.276729559748428,1.86800288912965,-3.54158607350097,-0.393428063943162,2.95526315789474,0.703113135914958,34.5454545454545,-65.6,4.44380952380952,0.480546023119898,0.275496688741722,0.373810833384261,0.472589035614246
,incomeTaxExpense,45000000.0,63000000.0,63000000.0,200000000.0,136000000.0,375000000.0,443000000.0,334000000.0,22000000.0,258800000.0,55600000.0,36900000.0,43400000.0,-159800000.0,30200000.0,41200000.0,50500000.0,31655000.0,-10600000.0,0.0,0.0
,netIncome,362000000.0,401000000.0,521000000.0,730000000.0,881000000.0,1056000000.0,1088000000.0,808000000.0,110000000.0,775600000.0,493700000.0,97200000.0,68900000.0,-303300000.0,159700000.0,188400000.0,182800000.0,214522000.0,72600000.0,63800000.0,93200000.0
,netIncomeRatio,0.339587242026266,0.731751824817518,0.994274809160305,0.623931623931624,0.734166666666667,0.975970425138632,1.31400966183575,0.735883424408015,-0.230607966457023,1.4005055976887,-3.18310767246937,-0.287744227353464,1.81315789473684,0.460592255125285,29.0363636363636,-53.8285714285714,3.48190476190476,0.41875436767743,0.240397350993377,0.216613362124576,0.372949179671869
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,3.61097256857855,4.002,4.73000002333225,6.05000000124315,6.61000003421294,7.1200000356,6.30000002547794,4.32000000085545,0.580000001265455,4.23327483925591,2.68471898466701,0.779625004222969,0.790323531038901,-4.46029,2.18959750878921,2.55542553871124,2.43733,2.86,0.97,0.85,1.24
,EPSDiluted,3.61097256857855,4.002,4.68000001365374,5.96000002318685,6.56000002382747,7.0800000177,6.26000003360147,4.3000000170297,0.570000000414545,4.18323614177089,2.61264598873878,0.759375,0.780191179224204,-4.46029,2.15946541967027,2.53538299220948,2.43733,2.86,0.97,0.85,1.24
,weightedAverageShsOut,100250000.0,100250000.0,110147991.0,120661157.0,133282904.0,148314606.0,172698412.0,187037037.0,189655172.0,183215130.0,183892617.0,124675324.0,87179487.0,68000000.0,72935779.0,73725490.0,75000000.0,75007692.0,74845361.0,75058824.0,75161290.0
