date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-31_FY,2004-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,23978000.0,16503000.0,21374000.0,14574000.0,13331000.0,15527000.0,8966000.0,464000.0,-2225000.0,-10014000.0,20852000.0,19717000.0,17383000.0,14214000.0,21350775.0,14199515.0,7257245.0,5917946.0
,depreciationAndAmortization,19259000.0,18535000.0,18886000.0,18883000.0,17090000.0,18577000.0,20177000.0,21974000.0,23950000.0,24958000.0,20535000.0,18431000.0,16261000.0,12583000.0,8326404.0,6087259.0,4871682.0,4032602.0
,deferredIncomeTax,474000.0,-130000.0,-762000.0,2729000.0,1482000.0,699000.0,956000.0,-1692000.0,-2899000.0,-144000.0,98000.0,-1079000.0,-333000.0,-1401000.0,-2247966.0,-1301900.0,-123841.0,161883.0
,stockBasedCompensation,2912000.0,2121000.0,2238000.0,1632000.0,2923000.0,4148000.0,4007000.0,3355000.0,2743000.0,2573000.0,3095000.0,2495000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,14626000.0,-41390000.0,-13546000.0,2500000.0,3635000.0,-10182000.0,6456000.0,10945000.0,-20874000.0,-2372000.0,-20099000.0,3523000.0,5363000.0,-6794000.0,-10337808.0,4305232.0,155038.0,741030.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,33564000.0,1216000.0,-2330000.0,-3948000.0,1665000.0,-5963000.0,-4556000.0,14972000.0,-9947000.0,-10094000.0,-20558000.0,-14615000.0,-3839000.0,-9060000.0,-19339088.0,-17848047.0,-13460463.0,-5669857.0
,accountsPayables,5083000.0,5560000.0,-2844000.0,230000.0,8009000.0,-5000000.0,12082000.0,-2653000.0,-16251000.0,11007000.0,5228000.0,10411000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,22111000.0,-1314000.0,-5788000.0,11643000.0,-4176000.0,-1899000.0,5448000.0,1419000.0,7417000.0,-10939000.0,-3165000.0,0.0,-76000.0,-51000.0,-84831.0,0.0,-29334.0,-16020.0
,otherNonCashItems,49609000.0,46970000.0,2220000.0,1986000.0,1282000.0,-1281000.0,-236000.0,322000.0,1647000.0,7102000.0,-222000.0,-310000.0,916000.0,-1961000.0,931507.0,4542591.0,498825.0,335932.0
,netCashProvidedByOperatingActivites,110858000.0,42609000.0,30410000.0,42304000.0,39743000.0,27488000.0,40326000.0,35368000.0,2342000.0,22103000.0,24259000.0,42777000.0,39590000.0,16641000.0,18022912.0,27832697.0,12658949.0,11189393.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-16956000.0,-24175000.0,-13256000.0,-20986000.0,-23932000.0,-19601000.0,-11002000.0,-8469000.0,-7332000.0,-38437000.0,-40769000.0,-23621000.0,-23025000.0,-30095000.0,-15652305.0,-11553817.0,-8631233.0,-6117954.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2941000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-522000.0,-43840000.0,-43882000.0,-37654000.0,-44882000.0,-44310000.0,-22183000.0,-24548000.0,0.0,-11380000.0,-17497000.0,0.0,-4000000.0,-33989000.0,-49476013.0,-67056690.0,0.0,0.0
,salesMaturitiesOfInvestments,43759000.0,59836000.0,41600000.0,45420000.0,43726000.0,19046000.0,9667000.0,17292000.0,1217000.0,1429000.0,40731000.0,10800000.0,15675000.0,43780000.0,37978410.0,12598544.0,0.0,0.0
,otherInvestingActivites,416000.0,573000.0,195000.0,443000.0,421000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268744.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,26697000.0,-7606000.0,-15343000.0,-12777000.0,-24667000.0,-44865000.0,-23518000.0,-12784000.0,-6115000.0,-48388000.0,-17535000.0,-12821000.0,-11350000.0,-20304000.0,-26881164.0,-66011963.0,-8631233.0,-6117954.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-43700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1403000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475000.0,411000.0,914693.0,41480349.0,6000.0,0.0
,commonStockRepurchased,-32861000.0,-28445000.0,-40400000.0,-25035000.0,0.0,-15020000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3605000.0,0.0,0.0
,dividendsPaid,-832000.0,-3765000.0,-4207000.0,-4232000.0,-3513000.0,-1797000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1366050.0,0.0
,otherFinancingActivites,43092000.0,-733000.0,-1048000.0,-1062000.0,-1426000.0,-1204000.0,-1222000.0,-919000.0,-950000.0,-960000.0,-486000.0,924000.0,-1402000.0,1748000.0,10566651.0,-2418137.0,-820456.0,-942054.0
,netCashUsedProvidedByFinancingActivities,-34301000.0,-32943000.0,-45655000.0,-30329000.0,-4939000.0,-18021000.0,-1222000.0,-919000.0,-950000.0,-960000.0,-486000.0,-479000.0,-927000.0,2159000.0,11481344.0,35457212.0,-2180506.0,-942054.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
