Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,5503000.0,6278000.0,5659000.0,5227000.0,4520000.0,2372000.0,1683000.0,1170000.0,1072000.0
Stock-based compensation,968000.0,2456000.0,1463000.0,1725000.0,1206000.0,711000.0,7735000.0,0.0,0.0
Operating Cash Flow,-11843000.0,-9673000.0,-2652000.0,-10722000.0,-28932000.0,-20192000.0,-9677000.0,-2436000.0,-5912000.0
Capital Expenditure,-1229000.0,2719000.0,-1272000.0,-4748000.0,-23081000.0,-19311000.0,-1858000.0,-1080000.0,-1795000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,-9155000.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,-2327000.0,0.0,0.0,0.0
Investing Cash flow,-1229000.0,2719000.0,-1272000.0,-4748000.0,-32236000.0,-21638000.0,-1858000.0,-1080000.0,-1795000.0
Issuance (repayment) of debt,-424000.0,-215000.0,-220000.0,-455000.0,-1010000.0,-18063000.0,11801000.0,5529000.0,7811000.0
Issuance (buybacks) of shares,529000.0,147000.0,13042000.0,0.0,333000.0,156031000.0,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,105000.0,-68000.0,12822000.0,-670000.0,-677000.0,137512000.0,11011000.0,5931000.0,7811000.0
Effect of forex changes on cash,-71000.0,1045000.0,-415000.0,-390000.0,-398000.0,-39000.0,-170000.0,60000.0,273000.0
Net cash flow / Change in cash,-13038000.0,-5977000.0,8483000.0,-16530000.0,-62243000.0,95643000.0,-694000.0,2475000.0,377000.0
Free Cash Flow,-13072000.0,-6954000.0,-3924000.0,-15470000.0,-52013000.0,-39503000.0,-11535000.0,-3516000.0,-7707000.0
Net Cash/Marketcap,0.0735,0.1433,0.164,0.1184,0.1385,0.1095,-0.0481,-0.0481,-0.0481
