Date,2017-12-30,2017-12,2016-12-31,2016-12,2016-01-02,2015-12,2015-01-03,2014-12,2013-12-28,2013-12
Revenue,2231606000.0,2232000000.0,1899778000.0,1900000000.0,1801078000.0,1801000000.0,1444963000.0,1445000000.0,1138088000.0,1138000000.0
Revenue Growth,-0.000176523297491039,0.174874116870498,-0.000116842105263158,0.0549237734290242,0.0000433092726263187,0.246398696714033,-0.0000256055363321799,0.269673346876516,0.0000773286467486819,
Cost of Revenue,170493000.0,,143267000.0,,154625000.0,,110917000.0,,86357000.0,
Gross Profit,2061113000.0,,1756511000.0,,1646453000.0,,1334046000.0,,1051731000.0,
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,
SG&A Expense,443604000.0,,374227000.0,,355814000.0,,256264000.0,,222399000.0,
Operating Expenses,2236214000.0,506000000.0,1876529000.0,431000000.0,1713332000.0,383000000.0,1366217000.0,276000000.0,1054781000.0,222000000.0
Operating Income,-4608000.0,1725000000.0,23249000.0,1468000000.0,87746000.0,1418000000.0,78746000.0,1169000000.0,83307000.0,916000000.0
Interest Expense,32092000.0,32000000.0,21864000.0,22000000.0,13171000.0,13000000.0,5647000.0,6000000.0,0.0,000000.0
Earnings before Tax,-37090000.0,1622000000.0,936000.0,1433000000.0,72605000.0,1403000000.0,72915000.0,1165000000.0,83548000.0,925000000.0
Income Tax Expense,117800000.0,118000000.0,-4102000.0,-4000000.0,26796000.0,27000000.0,27490000.0,27000000.0,29862000.0,30000000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income,-155768000.0,-156000000.0,4658000.0,5000000.0,45609000.0,46000000.0,45547000.0,46000000.0,54104000.0,54000000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income Com,-155768000.0,-156000000.0,4658000.0,5000000.0,45609000.0,46000000.0,45547000.0,46000000.0,54104000.0,54000000.0
EPS,-2.77,-2.77,0.08,0.08,0.84,0.84,0.86,0.86,1.04,1.04
EPS Diluted,-2.77,-2.77,0.08,0.08,0.81,0.81,0.83,0.83,1.02,1.02
Weighted Average Shs Out,56287000.0,56000000.0,55734000.0,56000000.0,54294000.0,54000000.0,52531000.0,53000000.0,51164000.0,51000000.0
Weighted Average Shs Out (Dil),56287000.0,56000000.0,57260000.0,57000000.0,56313000.0,56000000.0,54309000.0,54000000.0,52402000.0,52000000.0
Dividend per Share,0.0,,0.0,,0.0,,0.00152829181167,,0.00276706995916,
Gross Margin,0.923600761066,0,0.924587504435,0,0.914148637649,0,0.92323886494,0,0.924120981857,0
EBITDA Margin,0.0731060948931,0.052867383512545,0.089059879628,0.07,0.105540126524,0.088284286507496,0.108041520786,0.090657439446367,0.116708901245,0.098418277680141
EBIT Margin,-0.00206488062857,-0.0026881720430108,0.0122377456734,0.012105263157895,0.0487186007491,0.047751249305941,0.0544968971524,0.054671280276817,0.0731990847808,0.073813708260105
Profit Margin,-0.0698008519425,-0.06989247311828,0.00245186542849,0.0026315789473684,0.0253231675696,0.025541365907829,0.0315212223427,0.031833910034602,0.0475393818404,0.047451669595782
Free Cash Flow margin,0.125874370297,,0.0699550157966,,0.0805734121454,,0.170658349037,,-0.00154645334983,
EBITDA,163144000.0,118000000.0,169194000.0,133000000.0,190086000.0,159000000.0,156116000.0,131000000.0,132825000.0,112000000.0
EBIT,-4608000.0,-6000000,23249000.0,23000000,87746000.0,86000000,78746000.0,79000000,83307000.0,84000000
Consolidated Income,-155768000.0,-156000000.0,4658000.0,5000000.0,45609000.0,46000000.0,45547000.0,46000000.0,54104000.0,54000000.0
Earnings Before Tax Margin,-0.0166203173858,0.72670250896057,0.000492689145784,0.75421052631579,0.040311968721,0.77901166018878,0.0504614997062,0.80622837370242,0.0734108434497,0.8128295254833
Net Profit Margin,-0.0698008519425,-0.06989247311828,0.00245186542849,0.0026315789473684,0.0253231675696,0.025541365907829,0.0315212223427,0.031833910034602,0.0475393818404,0.047451669595782
