date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,revenue,844096000.0,778643000.0,845501000.0,974134000.0,873344000.0,778200000.0,691055000.0,598335000.0,511257000.0,426741000.0,385825000.0,261902000.0,161309000.0,99326000.0,72111000.0,51793000.0
,costOfRevenue,350546000.0,314110000.0,421594000.0,410840000.0,373101000.0,329651000.0,288791000.0,254419000.0,220403000.0,194801000.0,140295000.0,88810000.0,54450000.0,39050000.0,31287000.0,0.0
,grossProfit,493550000.0,464533000.0,423907000.0,563294000.0,500243000.0,448549000.0,402264000.0,343916000.0,290854000.0,231940000.0,245530000.0,173092000.0,106859000.0,60276000.0,40824000.0,0.0
,grossProfitRatio,0.584708374402912,0.596593047134566,0.501367828068802,0.578251041437831,0.572790332331819,0.576392958108455,0.582101279927068,0.574788371063033,0.568899790125123,0.543514684551051,0.636376595606817,0.660903696802621,0.662449088395564,0.606850170146789,0.566127220535009,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,43360000.0,44317000.0,29968000.0,172303000.0,162505000.0,154672000.0,148202000.0,134011000.0,35502000.0,149780000.0,59213000.0,40819000.0,26825000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,164334000.0,142896000.0,117420000.0,108237000.0,97012000.0,83516000.0,73247000.0,66629000.0,141300000.0,0.0,112493000.0,85405000.0,65551000.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,216113000.0,195436000.0,147388000.0,280540000.0,259517000.0,238188000.0,221449000.0,200640000.0,176802000.0,149780000.0,172002000.0,126520000.0,0.0,0.0,0.0,0.0
,costAndExpenses,566659000.0,509546000.0,568982000.0,691380000.0,632618000.0,567839000.0,510240000.0,455059000.0,397205000.0,344581000.0,312297000.0,215330000.0,146826000.0,94981000.0,69069000.0,0.0
,interestExpense,4402000.0,11311000.0,1536000.0,2169000.0,1328000.0,1354000.0,1801000.0,2244000.0,699000.0,720000.0,889000.0,1613000.0,2897000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
