date,,2021-01-03_FY,2019-12-29_FY,2018-12-30_FY,2017-12-31_FY,2017-01-01_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,2704000000.0,2357500000.0,2112300000.0,1861700000.0,1648200000.0,1451600000.0,1176600000.0,1072700000.0,1062000000.0
,costOfRevenue,1803000000.0,1584300000.0,1434200000.0,1266200000.0,1132500000.0,1022500000.0,865500000.0,783000000.0,744600000.0
,grossProfit,901000000.0,773200000.0,678100000.0,595500000.0,515700000.0,429100000.0,311100000.0,289700000.0,317400000.0
,grossProfitRatio,0.333210059171598,0.327974549310711,0.321024475690006,0.319868936993071,0.312886785584274,0.295604849820887,0.264405915349312,0.270066188123427,0.298870056497175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,728000000.0,647600000.0,578800000.0,502200000.0,446500000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,31000000.0,-6000000.0,-8000000.0,0.0,-4800000.0,0.0,0.0,0.0,0.0
,operatingExpenses,31000000.0,648300000.0,570800000.0,497700000.0,441700000.0,0.0,0.0,0.0,0.0
,costAndExpenses,1834000000.0,2232600000.0,2005000000.0,1763900000.0,1574200000.0,1391800000.0,1131400000.0,1015000000.0,1021000000.0
,interestExpense,-31000000.0,33400000.0,32100000.0,25200000.0,22100000.0,11400000.0,9100000.0,100000.0,9100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,29000000.0,59500000.0,52300000.0,43100000.0,37000000.0,31200000.0,20300000.0,10200000.0,11000000.0
,EBITDA,208000000.0,184400000.0,159600000.0,140900000.0,111000000.0,91000000.0,65500000.0,67900000.0,52000000.0
,EBITDARatio,0.0769230769230769,0.0782184517497349,0.0755574492259622,0.0756835150668744,0.0673461958500182,0.06268944612841,0.0556688764235934,0.0632982194462571,0.0489642184557439
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,179000000.0,124900000.0,107300000.0,97800000.0,74000000.0,59800000.0,45200000.0,57700000.0,41000000.0
,operatingIncomeRatio,0.066198224852071,0.0529798515376458,0.0507977086588079,0.0525326314658645,0.0448974639000121,0.0411959217415266,0.0384157742648309,0.0537895031229608,0.0386064030131827
,totalOtherIncomeExpensesNet,6000000.0,6000000.0,8000000.0,0.0,4000000.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,148000000.0,91500000.0,75200000.0,72600000.0,51900000.0,48400000.0,36100000.0,57600000.0,50100000.0
,incomeBeforeTaxRatio,0.0547337278106509,0.0388123011664899,0.0356010036453155,0.0389966159961326,0.031488896978522,0.0333425186001653,0.0306816250212477,0.0536962804139088,0.0471751412429379
,incomeTaxExpense,27000000.0,13800000.0,1300000.0,18000000.0,21300000.0,19500000.0,14400000.0,23900000.0,-21000000.0
,netIncome,121000000.0,77700000.0,73900000.0,54600000.0,30600000.0,28900000.0,21700000.0,33700000.0,64900000.0
,netIncomeRatio,0.0447485207100592,0.0329586426299046,0.0349855607631492,0.0293280335177526,0.0185657080451402,0.0199090658583632,0.01844297127316,0.0314160529504987,0.0611111111111111
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.80651036182181,1.88506018958368,1.82522333175822,1.37,1.00936,-0.374,-0.280712,2.364996,4.554548
,EPSDiluted,2.80651036182181,1.81752906432481,1.73338644673347,1.29,1.00936,-0.374,-0.280712,2.364996,4.554548
,weightedAverageShsOut,43114040.0,41218843.0,40488196.0,39754595.0,30316087.0,39542239.0,14249494.0,14249494.0,14249494.0
,weightedAverageShsOutDil,43114040.0,42750348.0,42633309.0,42193432.0,30316087.0,39542239.0,14249494.0,14249494.0,14249494.0
