date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2005-08-27_FY,2004-08-28_FY,2003-08-30_FY,2002-08-31_FY,2001-08-25_FY,2000-08-31_FY,1999-08-31_FY,1998-08-31_FY
,revenue,1859313000.0,1591066000.0,1550497000.0,1342532000.0,1175270000.0,1081121000.0,962069000.0,693459000.0,715903000.0,749259000.0,688416000.0,398644000.0,554699000.0,626238000.0,678706000.0,202300000.0,367100000.0,346800000.0,248800000.0,219831000.0,342400000.0,343465000.0,241952000.0,0.0
,costOfRevenue,1009591000.0,879413000.0,830666000.0,733547000.0,666579000.0,610890000.0,585386000.0,399245000.0,408520000.0,423329000.0,377773000.0,260832000.0,343184000.0,360001000.0,372557000.0,132300000.0,227600000.0,195900000.0,148900000.0,131125000.0,176300000.0,151514000.0,121292000.0,0.0
,grossProfit,849722000.0,711653000.0,719831000.0,608985000.0,508691000.0,470231000.0,376683000.0,294214000.0,307383000.0,325930000.0,310643000.0,137812000.0,211515000.0,266237000.0,306149000.0,70000000.0,139500000.0,150900000.0,99900000.0,88706000.0,166200000.0,191951000.0,120660000.0,0.0
,grossProfitRatio,0.457008583277802,0.447280628207755,0.464258234617674,0.453609299443142,0.432829052047615,0.434947614559332,0.391534287041782,0.424270216407891,0.429364033954321,0.435003116412349,0.451243143680565,0.345701929541144,0.381314911330289,0.425137088455188,0.451077491579565,0.346020761245675,0.380005448106783,0.435121107266436,0.401527331189711,0.403519066919588,0.485397196261682,0.558866260026495,0.498693955825949,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,136057000.0,121140000.0,118456000.0,106951000.0,106991000.0,105900000.0,87711000.0,55320000.0,50940000.0,47980000.0,43934000.0,35039000.0,40086000.0,39727000.0,38830000.0,13900000.0,20400000.0,20100000.0,17800000.0,17408000.0,16500000.0,15041000.0,14565000.0,0.0
,GeneralAndAdministrativeExpenses,265128000.0,284807000.0,246534000.0,216194000.0,201901000.0,198914000.0,231833000.0,137123000.0,147405000.0,140847000.0,147051000.0,117001000.0,147531000.0,182792000.0,189772000.0,77800000.0,115100000.0,96200000.0,80300000.0,73569000.0,78500000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-717000.0,-1156000.0,-8002000.0,-25458000.0,991000.0,12355000.0,-2727000.0,1958000.0,249000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2119000.0,-1111000.0,4423000.0,0.0,0.0,0.0,0.0,0.0
