date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,revenue,327310000.0,329623000.0,366421000.0,379916000.0,356363000.0,346939000.0,320499000.0,299165000.0,294194000.0,303914000.0,292497000.0,285934000.0,431509000.0,403648000.0,344854000.0,263326000.0,196792000.0,133849000.0,115896000.0,105429000.0,56980000.0,42500000.0,32300000.0,25200000.0,13100000.0,9700000.0,6400000.0,3700000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,58026000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,180818000.0,167424000.0,200080000.0,214800000.0,186566000.0,183062000.0,166869000.0,161220000.0,165454000.0,158743000.0,157249000.0,142724000.0,202517000.0,195224000.0,176784000.0,118897000.0,93218000.0,62668000.0,52494000.0,45952000.0,27456000.0,20800000.0,16400000.0,11900000.0,5500000.0,4100000.0,2800000.0,1800000.0
,SellingAndMarketingExpenses,6292000.0,6439000.0,7648000.0,7766000.0,7626000.0,9063000.0,7989000.0,7199000.0,7422000.0,6922000.0,7312000.0,6462000.0,10832000.0,11083000.0,8705000.0,6792000.0,5148000.0,3647000.0,3618000.0,3282000.0,2137000.0,1500000.0,400000.0,300000.0,400000.0,300000.0,0.0,0.0
,otherExpenses,6524000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
