date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-13801000.0,-69700000.0,-32181000.0,32843000.0,3039000.0,250000.0,8708000.0,-33400000.0,-12200000.0,15719000.0,24600000.0,-28200000.0,-5400000.0,8000000.0,17700000.0,33974000.0,16703000.0,-47000.0,-878000.0,-6467000.0,33739000.0,25900000.0,11600000.0,29200000.0,24200000.0,23600000.0,10100000.0,6800000.0,3100000.0,2600000.0
,depreciationAndAmortization,52746000.0,58871000.0,26047000.0,9195000.0,10412000.0,11273000.0,13528000.0,13470000.0,9400000.0,10067000.0,10990000.0,11030000.0,6940000.0,7440000.0,6480000.0,5775000.0,4349000.0,3996000.0,4634000.0,4623000.0,3585000.0,3300000.0,2800000.0,2100000.0,1700000.0,1900000.0,1200000.0,1000000.0,900000.0,800000.0
,deferredIncomeTax,-5305000.0,-5385000.0,-8207000.0,-3791000.0,-1065000.0,222000.0,-487000.0,-1660000.0,580000.0,-1676000.0,-1970000.0,17360000.0,1570000.0,1150000.0,-2800000.0,-6962000.0,-6821000.0,3008000.0,4647000.0,2525000.0,-2760000.0,-600000.0,-600000.0,200000.0,-300000.0,1600000.0,-1900000.0,-300000.0,-200000.0,0.0
,stockBasedCompensation,14234000.0,14148000.0,18279000.0,7007000.0,7143000.0,6755000.0,6585000.0,5468000.0,4621000.0,4287000.0,3543000.0,3378000.0,3949000.0,4078000.0,3559000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-290500407.0,-33839000.0,112479000.0,35711000.0,5188000.0,24933000.0,20539000.0,-58900000.0,-7245000.0,23245000.0,29100000.0,-16000000.0,-78800000.0,8900000.0,19205000.0,31802000.0,29772000.0,4182000.0,-10265000.0,-9779000.0,14483000.0,26000000.0,13900000.0,28200000.0,20700000.0,19200000.0,12800000.0,6200000.0,600000.0,-3900000.0
,accountsReceivables,-20210000.0,21150000.0,5785000.0,-3259000.0,-4617000.0,8970000.0,-15484000.0,-2502000.0,4979000.0,24877000.0,-23434000.0,-11226000.0,20878000.0,4764000.0,-1822000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,3731000.0,26000.0,2043000.0,-12196000.0,4608000.0,-5743000.0,-1850000.0,13052000.0,19897000.0,-20865000.0,-13866000.0,708000.0,-7854000.0,6829000.0,-2577000.0,-4250000.0,-11415000.0,-7319000.0,6087000.0,18135000.0,9607000.0,-29800000.0,19000000.0,-29300000.0,5700000.0,7200000.0,-3100000.0,-6200000.0,0.0,-3000000.0
,accountsPayables,15058000.0,-3122000.0,-7103000.0,4157000.0,5678000.0,3376000.0,320000.0,6658000.0,-5458000.0,427000.0,-4402000.0,10757000.0,-7021000.0,8638000.0,-4245000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,310593.0,290811000.0,324650000.0,212171000.0,176460000.0,171272000.0,146339000.0,125800000.0,184700000.0,191945000.0,168700000.0,139600000.0,155600000.0,234400000.0,225500000.0,206295000.0,174493000.0,144721000.0,140539000.0,150804000.0,160583000.0,146100000.0,120100000.0,106200000.0,78000000.0,57300000.0,38100000.0,25300000.0,19100000.0,18500000.0
,otherNonCashItems,0.0,24607000.0,43165000.0,10070000.0,415000.0,6402000.0,6457000.0,5470000.0,3940000.0,15719000.0,3310000.0,3460000.0,6790000.0,3640000.0,330000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,200000.0,100000.0,0.0,-100000.0,-100000.0,0.0,-500000.0,100000.0
,netCashProvidedByOperatingActivites,49734000.0,17269000.0,34437000.0,39750000.0,24548000.0,21480000.0,19678000.0,3420000.0,13170000.0,12238000.0,19520000.0,2760000.0,7840000.0,33810000.0,12460000.0,28510000.0,4762000.0,-8510000.0,23339000.0,15914000.0,35679000.0,-1200000.0,35600000.0,5300000.0,30100000.0,33000000.0,3200000.0,4000000.0,6400000.0,-400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-18660000.0,-18000000.0,-4967000.0,-6093000.0,-3452000.0,-6586000.0,-1660000.0,-3908000.0,-3267000.0,-1413000.0,-4579000.0,-2507000.0,-3870000.0,-2400000.0,-4680000.0,-6678000.0,-2701000.0,-1323000.0,-1682000.0,-20126000.0,-24397000.0,-2400000.0,-1700000.0,-4100000.0,-5100000.0,-5300000.0,-1000000.0,-700000.0,-1200000.0,-3200000.0
,acquisitionsNet,3000000.0,0.0,-339115000.0,-11716000.0,0.0,5000000.0,10000000.0,-53463000.0,-1000000.0,0.0,0.0,0.0,-81000000.0,-8000000.0,-8000000.0,-3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-19703000.0,-315000.0,-38700000.0,-37010000.0,-50568000.0,-656000.0,-1000000.0,0.0,-40461000.0,-75128000.0,-52491000.0,-44562000.0,-122517000.0,-152603000.0,-110330000.0,-130092000.0,-140361000.0,-161899000.0,-71110000.0,-19889000.0,-10207000.0,-22400000.0,-21300000.0,-23800000.0,-28300000.0,0.0,0.0,0.0,-800000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,59469000.0,47671000.0,20230000.0,155000.0,1045000.0,6221000.0,84780000.0,75657000.0,46979000.0,56458000.0,156196000.0,182978000.0,87711000.0,86654000.0,183750000.0,135408000.0,21259000.0,9230000.0,22385000.0,9000000.0,22800000.0,38300000.0,0.0,0.0,0.0,0.0,0.0,600000.0
