date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,317000000.0,208000000.0,166000000.0,304000000.0
,depreciationAndAmortization,66000000.0,61000000.0,54000000.0,42000000.0
,deferredIncomeTax,92000000.0,23000000.0,145000000.0,117000000.0
,stockBasedCompensation,12000000.0,9000000.0,12000000.0,9000000.0
,changeInWorkingCapital,-96000000.0,60000000.0,2000000.0,-121000000.0
,accountsReceivables,0.0,-30000000.0,-38000000.0,-22000000.0
,inventory,-1000000.0,-10000000.0,-4000000.0,-35000000.0
,accountsPayables,0.0,0.0,0.0,0.0
,otherWorkingCapital,-81000000.0,374000000.0,314000000.0,312000000.0
,otherNonCashItems,2000000.0,-2000000.0,4000000.0,3000000.0
,netCashProvidedByOperatingActivites,372000000.0,325000000.0,320000000.0,-130000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-151000000.0,-108000000.0,-93000000.0,-68000000.0
,acquisitionsNet,-40000000.0,-78000000.0,-125000000.0,-68000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0
,otherInvestingActivites,-31000000.0,-2000000.0,5000000.0,0.0
,netCashUsedForInvestingActivites,-222000000.0,-188000000.0,-213000000.0,-135000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-929000000.0,-734000000.0,-108000000.0,-90000000.0
,commonStockIssued,0.0,0.0,0.0,0.0
,commonStockRepurchased,-60000000.0,0.0,-325000000.0,-50000000.0
,dividendsPaid,-84000000.0,-80000000.0,-58000000.0,-40000000.0
,otherFinancingActivites,-35000000.0,-7000000.0,-22000000.0,5000000.0
,netCashUsedProvidedByFinancingActivities,450000000.0,-71000000.0,-209000000.0,295000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,2000000.0,-3000000.0,-3000000.0,-1000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,602000000.0,63000000.0,-105000000.0,29000000.0
,cashAtEndOfPeriod,761000000.0,159000000.0,96000000.0,201000000.0
,cashAtBeginningOfPeriod,159000000.0,96000000.0,201000000.0,172000000.0
,operatingCashFlow,372000000.0,325000000.0,320000000.0,-130000000.0
,capitalExpenditure,-151000000.0,-108000000.0,-93000000.0,-68000000.0
,freeCashFlow,221000000.0,217000000.0,227000000.0,-198000000.0
