date,,2021-01-31_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY,2017-01-31_FY,2016-01-31_FY,2015-01-31_FY
,revenue,541643000.0,389719000.0,260366000.0,186780000.0,133775000.0,83678000.0,50845000.0
,costOfRevenue,221701000.0,139216000.0,83454000.0,59906000.0,46269000.0,31911000.0,18724000.0
,grossProfit,319942000.0,250503000.0,176912000.0,126874000.0,87506000.0,51767000.0,32121000.0
,grossProfitRatio,0.590687962366356,0.642778514776031,0.679474278515628,0.679269729093051,0.654128200336386,0.618645283109061,0.631743534270823
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,133842000.0,93089000.0,61608000.0,44536000.0,30262000.0,22767000.0,11887000.0
,GeneralAndAdministrativeExpenses,116341000.0,75623000.0,57005000.0,38578000.0,24106000.0,19540000.0,13146000.0
,SellingAndMarketingExpenses,236312000.0,155216000.0,105659000.0,88722000.0,68562000.0,54713000.0,33724000.0
,otherExpenses,0.0,0.0,0.0,2805000.0,-1335000.0,-568000.0,-563000.0
,operatingExpenses,486495000.0,323928000.0,224272000.0,171836000.0,122930000.0,97020000.0,58757000.0
,costAndExpenses,708196000.0,463144000.0,307726000.0,231742000.0,169199000.0,128931000.0,77481000.0
,interestExpense,91271000.0,37658000.0,12518000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,72105000.0,28553000.0,10442000.0,7562000.0,4575000.0,2758000.0,1377000.0
,EBITDA,-94448000.0,-44872000.0,-36918000.0,-37400000.0,-30849000.0,-42495000.0,-25259000.0
,EBITDARatio,-0.174373157227177,-0.115139369648388,-0.141792707189111,-0.200235571260306,-0.230603625490563,-0.507839575515667,-0.496784344576655
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-166553000.0,-73425000.0,-47360000.0,-44962000.0,-35424000.0,-45253000.0,-26636000.0
,operatingIncomeRatio,-0.307495896743796,-0.188404978972029,-0.181897790034029,-0.240721704679302,-0.264802840590544,-0.54079925428428,-0.523866653554922
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,2805000.0,-1335000.0,-568000.0,-563000.0
,incomeBeforeTax,-244503000.0,-101767000.0,-56061000.0,-42157000.0,-36759000.0,-45821000.0,-27199000.0
,incomeBeforeTaxRatio,-0.451409876985394,-0.261129172557663,-0.215316131906624,-0.225704036834779,-0.274782283685292,-0.547587179425895,-0.5349395220769
,incomeTaxExpense,-64386000.0,-10935000.0,-537000.0,1648000.0,848000.0,335000.0,101000.0
,netIncome,-180117000.0,-90832000.0,-55524000.0,-43805000.0,-37607000.0,-46156000.0,-27300000.0
,netIncomeRatio,-0.332538221669993,-0.233070494381849,-0.213253650630267,-0.234527251311704,-0.281121285740983,-0.551590621190755,-0.536925951420985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.63,-1.45,-0.96,-0.83,-1.88,-0.959366,-0.567438
,EPSDiluted,-2.63,-1.45,-0.96,-0.83,-1.88,-0.959366,-0.567438
,weightedAverageShsOut,68559000.0,62484000.0,57716000.0,52999000.0,19988000.0,48110957.0,48110957.0
,weightedAverageShsOutDil,68559000.0,62484000.0,57716000.0,52999000.0,19988000.0,48110957.0,48110957.0
