date,,2020-06-24_FY,2019-06-26_FY,2018-06-27_FY,2017-06-28_FY,2016-06-29_FY,2015-06-24_FY,2014-06-25_FY,2013-06-26_FY,2012-06-27_FY,2011-06-29_FY,2010-06-30_FY,2009-06-24_FY,2008-06-25_FY,2007-06-27_FY,2006-06-28_FY,2005-06-29_FY,2004-06-30_FY,2003-06-25_FY,2002-06-26_FY,2001-06-27_FY,2000-06-28_FY,1999-06-30_FY,1998-06-24_FY,1997-06-25_FY,1996-06-26_FY,1995-06-28_FY,1994-06-29_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,24400000.0,154900000.0,125882000.0,150823000.0,200620000.0,194659000.0,154000000.0,163400000.0,151200000.0,141100000.0,137704000.0,79200000.0,51700000.0,230000000.0,212400000.0,160200000.0,153961000.0,168600000.0,152700000.0,145100000.0,117800000.0,78800000.0,69100000.0,60500000.0,34400000.0,72700000.0,61600000.0,48900000.0,35700000.0,26100000.0,18100000.0,14000000.0
,depreciationAndAmortization,162300000.0,147600000.0,151392000.0,156409000.0,156368000.0,145242000.0,136100000.0,131500000.0,125100000.0,128400000.0,135832000.0,161800000.0,165200000.0,189200000.0,190200000.0,190900000.0,184767000.0,158200000.0,130100000.0,100100000.0,90600000.0,82400000.0,70300000.0,63900000.0,54100000.0,48900000.0,41600000.0,36700000.0,27300000.0,21300000.0,17400000.0,15100000.0
,deferredIncomeTax,8600000.0,-75800000.0,3421000.0,-22704000.0,23902000.0,14199000.0,-23000000.0,-4800000.0,11800000.0,15300000.0,-25516000.0,47700000.0,-68100000.0,-18800000.0,-34200000.0,-14900000.0,3329000.0,39200000.0,24200000.0,3200000.0,2000000.0,2000000.0,-1200000.0,4700000.0,-8300000.0,1600000.0,-2300000.0,-6000000.0,3600000.0,1700000.0,2400000.0,1500000.0
,stockBasedCompensation,14800000.0,16400000.0,14245000.0,14568000.0,15159000.0,14802000.0,16074000.0,15909000.0,13461000.0,12789000.0,15595000.0,18054000.0,16577000.0,29870000.0,32200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-28900000.0,33456000.0,13980000.0,-34827000.0,-25958000.0,23949000.0,-63600000.0,15300000.0,-22700000.0,-235390000.0,90890000.0,31800000.0,89400000.0,94200000.0,-75400000.0,-201458000.0,165458000.0,16500000.0,-55900000.0,23100000.0,-40500000.0,5700000.0,-49300000.0,6700000.0,-47600000.0,53800000.0,-12200000.0,27500000.0,11300000.0,-1000000.0,1800000.0,700000.0
,accountsReceivables,4000000.0,-3000000.0,-3281000.0,3487000.0,-3682000.0,1932000.0,-5372000.0,5398000.0,608000.0,1255000.0,6083000.0,322000.0,-972000.0,3394000.0,-8948000.0,-5984000.0,0.0,-8956000.0,8800000.0,-11000000.0,1000000.0,0.0,-3500000.0,-1200000.0,3900000.0,-5400000.0,-6800000.0,0.0,0.0,0.0,0.0,0.0
,inventory,-2800000.0,1000000.0,12000.0,-62000.0,11000.0,475000.0,912000.0,908000.0,-15000.0,1341000.0,6544000.0,-2578000.0,-6640000.0,3229000.0,8474000.0,-12630000.0,-14047000.0,-2635000.0,2200000.0,-11000000.0,-1300000.0,-1300000.0,-800000.0,-2200000.0,-500000.0,-2100000.0,-1700000.0,-1300000.0,-1100000.0,-700000.0,900000.0,-1200000.0
,accountsPayables,9800000.0,-4100000.0,1569000.0,2984000.0,-5783000.0,1117000.0,3756000.0,-9339000.0,12188000.0,-21515000.0,-9963000.0,-43512000.0,13320000.0,-1978000.0,18120000.0,27301000.0,0.0,-10350000.0,-29000000.0,15100000.0,-30400000.0,0.0,-21000000.0,-17700000.0,-24600000.0,10700000.0,-14800000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-273500000.0,-244600000.0,-278056000.0,-292036000.0,-257209000.0,-231251000.0,-255200000.0,-191600000.0,-206900000.0,-184200000.0,51190000.0,-39700000.0,-71500000.0,-160900000.0,-255100000.0,-179700000.0,21758000.0,-143700000.0,-160200000.0,-104300000.0,-127400000.0,-86900000.0,-92600000.0,-43300000.0,-50000000.0,-2400000.0,-56200000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,47700000.0,12800000.0,40949000.0,31613000.0,34038000.0,24843000.0,69600000.0,21600000.0,26500000.0,19400000.0,2523000.0,146200000.0,213100000.0,22300000.0,21400000.0,56800000.0,0.0,40900000.0,4300000.0,1700000.0,2100000.0,0.0,16100000.0,14900000.0,51200000.0,10100000.0,9900000.0,100000.0,0.0,0.0,100000.0,100000.0
,netCashProvidedByOperatingActivites,245000000.0,212700000.0,284451000.0,312886000.0,394700000.0,368611000.0,359800000.0,290700000.0,303400000.0,260000000.0,336435000.0,274500000.0,361500000.0,485000000.0,475500000.0,443500000.0,481223000.0,448900000.0,390000000.0,246800000.0,269000000.0,193200000.0,200900000.0,138300000.0,114900000.0,101600000.0,125500000.0,107200000.0,77900000.0,48100000.0,39700000.0,31400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-104500000.0,-167600000.0,-101281000.0,-102573000.0,-112788000.0,-140262000.0,-161066000.0,-131531000.0,-125226000.0,-70361000.0,-60879000.0,-93613000.0,-270413000.0,-430532000.0,-354607000.0,-334911000.0,-305863000.0,18524000.0,-371100000.0,-205200000.0,-165400000.0,-181100000.0,-167100000.0,-191200000.0,-187100000.0,-183900000.0,-115000000.0,-120700000.0,-91100000.0,-58200000.0,-56100000.0,-34800000.0
,acquisitionsNet,-94600000.0,-3100000.0,0.0,0.0,-105577000.0,0.0,0.0,-24622000.0,-3120000.0,0.0,0.0,0.0,-2000000.0,0.0,-23000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-32400000.0,-167700000.0,-303239000.0,-370877000.0,-284905000.0,-306255000.0,-239597000.0,-333384000.0,-287291000.0,-422099000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62800000.0,-45000000.0,-24400000.0,0.0,0.0
