date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,36951000.0,34716000.0,35296000.0,59497000.0,23655000.0,30973000.0,22812000.0,84000000.0,74665000.0,54000000.0
,depreciationAndAmortization,8126000.0,6490000.0,3797000.0,1686000.0,1920000.0,3138000.0,2149000.0,3000000.0,3035000.0,3000000.0
,deferredIncomeTax,-10665000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,9445000.0,8262000.0,4096000.0,4467000.0,4649000.0,6658000.0,2324000.0,0.0,0.0,0.0
,changeInWorkingCapital,41523000.0,-9887000.0,-1427000.0,33467000.0,7312000.0,16174000.0,-14185000.0,-11000000.0,-13000000.0,-22000000.0
,accountsReceivables,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-2680000.0,-11733000.0,29960000.0,-4346000.0,-3766000.0,8874000.0,6169000.0,-51000000.0,9918000.0,78000000.0
,otherWorkingCapital,119977000.0,78454000.0,88341000.0,89768000.0,56301000.0,48989000.0,32815000.0,47000000.0,58000000.0,71000000.0
,otherNonCashItems,386000.0,404000.0,426000.0,1464000.0,1198000.0,1130000.0,185000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,64081000.0,27557000.0,40056000.0,35410000.0,36618000.0,18880000.0,42979000.0,92000000.0,115869000.0,35000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-133609000.0,-45074000.0,-36855000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-4416000.0,-10751000.0,-9992000.0,-2344000.0,-52000.0,118000.0,-3350000.0,-2000000.0,-2564000.0,-3000000.0
,netCashUsedForInvestingActivites,-138025000.0,-55825000.0,-46847000.0,-2344000.0,-52000.0,118000.0,-3350000.0,-2000000.0,-2564000.0,-3000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-205500000.0,-338000000.0,-211000000.0,-128500000.0,-103000000.0,-347375000.0,-2625000.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,311274000.0,336104000.0,207715000.0,121370000.0,74938000.0,325665000.0,-3982000.0,-95000000.0,-113753000.0,-17000000.0
,netCashUsedProvidedByFinancingActivities,105774000.0,-1896000.0,-3285000.0,-7130000.0,-28062000.0,-21710000.0,-6607000.0,-95000000.0,-113753000.0,-17000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1579000.0,-663000.0,-1232000.0,3866000.0,-848000.0,-116000.0,-645000.0,1000000.0,1052000.0,-2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,33409000.0,-30827000.0,-11308000.0,29802000.0,7656000.0,-2828000.0,32377000.0,-4000000.0,604000.0,13000000.0
,cashAtEndOfPeriod,68727000.0,35318000.0,66145000.0,77453000.0,47651000.0,39995000.0,42823000.0,10000000.0,14400000.0,14000000.0
,cashAtBeginningOfPeriod,35318000.0,66145000.0,77453000.0,47651000.0,39995000.0,42823000.0,10446000.0,14000000.0,13796000.0,1000000.0
,operatingCashFlow,64081000.0,27557000.0,40056000.0,35410000.0,36618000.0,18880000.0,42979000.0,92000000.0,115869000.0,35000000.0
,capitalExpenditure,-4500000.0,-16151000.0,-10025000.0,-2344000.0,-741000.0,-793000.0,-3847000.0,-2000000.0,-3230000.0,-3000000.0
,freeCashFlow,59581000.0,11406000.0,30031000.0,33066000.0,35877000.0,18087000.0,39132000.0,90000000.0,112639000.0,32000000.0
