date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY
,revenue,121256000000.0,82665000000.0,38986000000.0,77918000000.0,35384000000.0,5651805000.0,4604011000.0,3528551000.0,3457815000.0,2540308000.0,1882355000.0,1427175000.0,322022650.88276,208262021.3729,112465454.29124,78139185.0423,62482875.35496,72340665.82596,72669491.61505,34795305.1215,35129670.6604,43606393.896,51830063.9136
,costOfRevenue,80487000000.0,51607000000.0,23435000000.0,54713000000.0,24222000000.0,3480034000.0,2779386000.0,2222022000.0,2225878000.0,1486294000.0,994134000.0,851192000.0,256443659.84122,171072762.8797,92423066.75858,59632796.41476,39109162.72494,51319404.18295,40227808.95806,27161696.5587,27794828.9222,41810973.0555,35462729.0354
,grossProfit,40769000000.0,31058000000.0,15551000000.0,23205000000.0,11162000000.0,2171771000.0,1824625000.0,1306529000.0,1231937000.0,1054014000.0,888221000.0,575983000.0,65578991.04154,37189258.4932,20042387.53266,18506388.62754,23373712.63002,21021261.64301,32441682.65699,7633608.5628,7334841.7382,1795420.8405,16367334.8782
,grossProfitRatio,0.336222537441446,0.375709187685236,0.398886779869697,0.297813085551477,0.315453312231517,0.384261488144053,0.396312041826138,0.37027352020702,0.356276145484938,0.414915829104187,0.471866890145589,0.403582601993449,0.20364713743511,0.178569564666865,0.178209279097903,0.23683877196213,0.374081898395935,0.290587063348073,0.446427819102442,0.219386165350313,0.208793353319655,0.0411733390470679,0.31578843710253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,8656000000.0,6871000000.0,4097000000.0,3717000000.0,1785000000.0,539254000.0,480265000.0,299179000.0,360504000.0,256016000.0,239678000.0,134664000.0,42721361.26919,31353715.1928,25522696.18374,13860917.89188,10235808.72108,10410673.89837,16582716.35196,8745771.3354,8635016.6512,9121480.978,9470994.4222
,SellingAndMarketingExpenses,16348000000.0,9840000000.0,5312000000.0,13946000000.0,6279000000.0,474158000.0,352726000.0,277638000.0,242983000.0,176207000.0,219454000.0,212482000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,177000000.0,-431000000.0,-61000000.0,-146000000.0,-26000000.0,-5210000.0,-3124000.0,-7866000.0,244165000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1151000000.0,2563000000.0,494000000.0,4388000000.0,2725000000.0,452000000.0,565000000.0,563000000.0,685000000.0,464000000.0,373000000.0,359000000.0,96000000.0,67000000.0,40000000.0,25000000.0,6323461.63776,-6776480.30709,19350799.57755,6815100.4218,10324909.605,10663062.8015,10643907.7926
,costAndExpenses,108102000000.0,70691000000.0,33758000000.0,73253000000.0,32769000000.0,4574015000.0,3664780000.0,2838634000.0,2829365000.0,1813180000.0,1295385000.0,1189509000.0,278461524.56658,171118922.3689,101345977.39669,41897283.97662,45432624.3627,44542923.87586,59578608.53561,33976796.9805,38119738.5272,52474035.857,46106636.828
