date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,145523000.0,-11016000.0,-471000.0,-42611000.0,-37949000.0,1856000.0,-13716000.0,-63909000.0,-52281000.0,-43328000.0,-27149000.0,-31707000.0,-41862000.0
,depreciationAndAmortization,19908.0,19576000.0,13165000.0,13833000.0,12919000.0,11475000.0,10035000.0,5747000.0,5648000.0,0.0,4252000.0,4432000.0,3831000.0
,deferredIncomeTax,-126613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,39920.0,33650000.0,31725000.0,31601000.0,31248000.0,33368000.0,24822000.0,11513000.0,4776000.0,2493000.0,23000.0,524000.0,242000.0
,changeInWorkingCapital,97411000.0,-116424000.0,82415000.0,136642000.0,97345000.0,26659000.0,89439000.0,-61958000.0,-3972000.0,2485000.0,-1342000.0,4021000.0,13357000.0
,accountsReceivables,-5516.0,-8524000.0,-5999000.0,-1721000.0,-4082000.0,-3489000.0,-7776000.0,-10238000.0,-2239000.0,-922000.0,264000.0,1130000.0,-1562000.0
,inventory,-6353.0,-8026000.0,-7157000.0,-10133000.0,30367000.0,-32382000.0,-13706000.0,-3480000.0,-10832000.0,360000.0,124000.0,299000.0,277000.0
,accountsPayables,-3312.0,-1822000.0,-573000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-612000.0,-4438000.0,4807000.0
,otherWorkingCapital,398295000.0,300884000.0,417308000.0,334893000.0,198251000.0,100906000.0,74247000.0,-15192000.0,46766000.0,50738000.0,1009000.0,2724000.0,-2122000.0
,otherNonCashItems,0.0,32125000.0,14389000.0,11671000.0,4567000.0,4583000.0,4626000.0,4418000.0,592000.0,-45143000.0,-675000.0,185000.0,-5183000.0
,netCashProvidedByOperatingActivites,77032.0,70520000.0,48870000.0,17785000.0,33453000.0,28996000.0,25469000.0,-43216000.0,-70130000.0,-31000000.0,-24880000.0,-20838000.0,-29189000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-37801.0,-10159000.0,-14514000.0,-19266000.0,-24709000.0,-41270000.0,-21889000.0,-12794000.0,-18257000.0,-6167000.0,-6770000.0,-5509000.0,-5840000.0
,acquisitionsNet,0.0,-118000000.0,-7000000.0,-8000000.0,-16000000.0,-7000000.0,-13000000.0,-2000000.0,-10000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-546516.0,-318484000.0,-363255000.0,-502752000.0,-192815000.0,-189082000.0,-164303000.0,-114299000.0,-54047000.0,-29970000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,319468000.0,405188000.0,321713000.0,171627000.0,217240000.0,80286000.0,85564000.0,53120000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,-6843000.0,-8460000.0,-15857000.0,-7119000.0,-13433000.0,-2031000.0,-10339000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-277607000.0,-128488000.0,20576000.0,-223765000.0,-61754000.0,-20231000.0,-119339000.0,-43560000.0,-29522000.0,-36123000.0,-6769000.0,-5509000.0,-5838000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-12487.0,-338000.0,0.0,-118193000.0,0.0,0.0,0.0,-27500000.0,-26250000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,110452000.0,0.0,62855000.0,87022000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000.0,0.0,0.0
,dividendsPaid,-1618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-6863000.0,0.0,-11285000.0,-4000.0,-1467000.0,0.0,-7191000.0,-1365000.0,0.0,43205000.0,-215000.0,0.0
,netCashUsedProvidedByFinancingActivities,222304000.0,3670000.0,8954000.0,224162000.0,7261000.0,10699000.0,118875000.0,89165000.0,63610000.0,87158000.0,50705000.0,21038000.0,40173000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,21729.0,-54298000.0,78400000.0,18182000.0,-21040000.0,19464000.0,25005000.0,2389000.0,-36042000.0,20035000.0,19056000.0,-5309000.0,5146000.0
,cashAtEndOfPeriod,99957.0,78228000.0,132526000.0,54126000.0,35944000.0,56984000.0,37520000.0,12515000.0,10126000.0,46168000.0,26133000.0,7077000.0,12386000.0
,cashAtBeginningOfPeriod,78228.0,132526000.0,54126000.0,35944000.0,56984000.0,37520000.0,12515000.0,10126000.0,46168000.0,26133000.0,7077000.0,12386000.0,7240000.0
,operatingCashFlow,77032.0,70520000.0,48870000.0,17785000.0,33453000.0,28996000.0,25469000.0,-43216000.0,-70130000.0,-31000000.0,-24880000.0,-20838000.0,-29189000.0
