Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Revenue,400388.0,344632.0,280671.0,166720.0,136437.0,77697.0
Revenue Growth,0.161784163977808,0.227886030263191,0.683487284069098,0.22195592104781,0.756013745704467,
Cost of Revenue,0.0,4222612.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,-3877980.0,0.0,0.0,0.0,77697.0
R&D Expenses,3558663.0,0.0,0.0,0.0,0.0,1532263.0
SG&A Expense,651538.0,523890.0,507038.0,309579.0,211277.0,348452.0
Operating Expenses,6388132.0,6429352.0,7992647.0,5456304.0,3151287.0,2663377.0
Operating Income,-5987744.0,-6084720.0,-7711976.0,-5289584.0,-3014850.0,-2585680.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,2452468.0
Earnings before Tax,-5970048.0,-6068154.0,-7555020.0,0.0,0.0,-5034744.0
Income Tax Expense,0.0,0.0,-3215418.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-5970048.0,-6068154.0,-4339602.0,-5342172.0,-5231207.0,-5034744.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-5970048.0,-6068154.0,-4339602.0,-5342172.0,-5231207.0,-5034744.0
EPS,-0.23,-0.28,-0.27,0.63,0.64,0.62
EPS Diluted,-0.23,-0.28,-0.27,0.63,0.64,0.62
Weighted Average Shs Out,25855541.0,21566242.0,16331165.0,8518791.0,8185999.0,
Weighted Average Shs Out (Dil),25855541.0,21566242.0,16331165.0,8518791.0,8185999.0,8101371.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,-11.2525244319,0.0,0.0,0.0,1.0
EBITDA Margin,-14.9483001489,-17.6448733722,-27.372599948,-31.4097528791,-21.7277791215,-33.235
EBIT Margin,-14.9548537918,-17.6557023144,-27.4769249406,-31.7273512476,-22.0970118076,-33.2352
Profit Margin,-14.910656663,-17.6076336498,-15.4615261285,-32.0427783109,-38.341556909,-64.8
Free Cash Flow margin,-14.0701394647,-16.9475817684,-23.2174218213,-15.579834453,-14.9635289548,-26.3338
EBITDA,-5985120.0,-6080988.0,-7682695.0,-5236634.0,-2964473.0,-2582276.0
EBIT,-5987744.0,-6084720.0,-7711976.0,-5289584.0,-3014850.0,-2582276.0
Consolidated Income,-5970048.0,-6068154.0,-4339602.0,-5342172.0,-5231207.0,-5034744.0
Earnings Before Tax Margin,-14.910656663,-17.6076336498,-26.9177079214,0.0,0.0,-64.7997
Net Profit Margin,-14.910656663,-17.6076336498,-15.4615261285,-32.0427783109,-38.341556909,-64.7997
