date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,210576000.0,315005000.0,299453000.0,255202000.0,181322000.0,125903000.0,101007000.0,70060000.0,54863000.0,36262000.0,19894000.0,556000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,66599000.0,64831000.0,56894000.0,52377000.0,48371000.0,26111000.0,18111000.0,17575000.0,14682000.0,10380000.0,8895000.0,2728000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,67000000.0,65000000.0,57000000.0,52000000.0,48000000.0,26000000.0,18000000.0,18000000.0,15000000.0,10000000.0,9000000.0,3000000.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,148891000.0,152926000.0,114597000.0,78057000.0,63759000.0,48861000.0,26541000.0,4356000.0,8402000.0,14454000.0,10714000.0,104000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.0872701542435985,0.730699512706148,0.734626134986125,0.756385138047508,0.870694124265119,0.820123428353574,0.819141247636302,0.749143591207536,0.732387948161785,0.713749931057305,0.0,0.0
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,18377000.0,230174000.0,219986000.0,193031000.0,157876000.0,103256000.0,82739000.0,52485000.0,40181000.0,25882000.0,0.0,0.0
,incomeBeforeTaxRatio,0.0872701542435985,0.730699512706148,0.734626134986125,0.756385138047508,0.870694124265119,0.820123428353574,0.819141247636302,0.749143591207536,0.732387948161785,0.713749931057305,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,18377000.0,230174000.0,219986000.0,193031000.0,157876000.0,103256000.0,82739000.0,52485000.0,40181000.0,25882000.0,10999000.0,-2172000.0
,netIncomeRatio,0.0872701542435985,0.730699512706148,0.734626134986125,0.756385138047508,0.870694124265119,0.820123428353574,0.819141247636302,0.749143591207536,0.732387948161785,0.713749931057305,0.552880265406655,-3.90647482014389
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.01,1.41,1.52,1.93303261845211,2.18147025922155,1.75982409667129,1.90361021947805,1.49053406501512,1.64,1.35,0.873603844206388,-0.21
,EPSDiluted,0.01,1.4,1.48,1.90680651224936,2.15368368430459,1.74203283503123,1.89399952683776,1.47100225323857,1.64,1.35,0.867478484774802,-0.21
,weightedAverageShsOut,148004385.0,146881231.0,124147073.0,99859153.0,72371374.0,58674046.0,43464255.0,35212211.0,22648819.0,13840954.0,12590375.0,10500000.0
