date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,26581000000.0,25868000000.0,25938000000.0,25896000000.0,25923000000.0,29636000000.0,34244000000.0,35299000000.0,35015000000.0,54365000000.0,49207000000.0,40386000000.0,42201000000.0,37241000000.0,34356000000.0,34113000000.0,32168000000.0,31010000000.0,29723000000.0,33875000000.0
,costOfRevenue,16135000000.0,15531000000.0,15586000000.0,15831000000.0,15795000000.0,18124000000.0,21647000000.0,22189000000.0,21939000000.0,35350000000.0,31305000000.0,25786000000.0,28186000000.0,24651000000.0,21940000000.0,21845000000.0,20281000000.0,18828000000.0,17720000000.0,17531000000.0
,grossProfit,10446000000.0,10337000000.0,10352000000.0,10065000000.0,10128000000.0,11512000000.0,12597000000.0,13110000000.0,13076000000.0,19015000000.0,17902000000.0,14600000000.0,14015000000.0,12590000000.0,12416000000.0,12268000000.0,11887000000.0,12182000000.0,12003000000.0,16344000000.0
,grossProfitRatio,0.392987472254618,0.399605690428328,0.399105559410903,0.388670064874884,0.390695521351695,0.388446484005939,0.367860063076743,0.371398623190459,0.373439954305298,0.349765474110181,0.363810027028675,0.361511414846729,0.332101135044193,0.338068258102629,0.361392478751892,0.359628294198693,0.369528724197961,0.392841019026121,0.403828684856845,0.482479704797048
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,6098000000.0,6136000000.0,6475000000.0,5911000000.0,6540000000.0,7577000000.0,8457000000.0,8679000000.0,9176000000.0,12140000000.0,12001000000.0,9108000000.0,9059000000.0,7809000000.0,7249000000.0,7135000000.0,6658000000.0,6200000000.0,5709000000.0,10498000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,138000000.0,199000000.0,122000000.0,25000000.0,-76000000.0,-53000000.0,-43000000.0,50000000.0,-77000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
