date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,1130800000.0,1221300000.0,1089500000.0,898500000.0,707900000.0,768000000.0,918500000.0,851300000.0,803200000.0,795600000.0,726500000.0,752500000.0,958800000.0,1268100000.0,1211600000.0,1156900000.0,1139000000.0,1206798000.0,1057201000.0,1072175000.0,1106127000.0,1061900000.0,1002800000.0,924900000.0,896400000.0,816100000.0,677200000.0,565200000.0,518200000.0,466900000.0,439400000.0,414200000.0,375400000.0,318200000.0,283500000.0,278300000.0
,costOfRevenue,837200000.0,898500000.0,807400000.0,677300000.0,524800000.0,542400000.0,685200000.0,646200000.0,613400000.0,600600000.0,542300000.0,558900000.0,706900000.0,971200000.0,927200000.0,865400000.0,895700000.0,891723000.0,758205000.0,759914000.0,739726000.0,713300000.0,671100000.0,613500000.0,601600000.0,551900000.0,457200000.0,373900000.0,344500000.0,308900000.0,285600000.0,362500000.0,332800000.0,203500000.0,178500000.0,175100000.0
,grossProfit,293600000.0,322800000.0,282100000.0,221200000.0,183100000.0,225600000.0,233300000.0,205100000.0,189800000.0,195000000.0,184200000.0,193600000.0,251900000.0,296900000.0,284400000.0,291500000.0,243300000.0,315075000.0,298996000.0,312261000.0,366401000.0,348600000.0,331700000.0,311400000.0,294800000.0,264200000.0,220000000.0,191300000.0,173700000.0,158000000.0,153800000.0,51700000.0,42600000.0,114700000.0,105000000.0,103200000.0
,grossProfitRatio,0.259639193491334,0.26430852370425,0.258926112895824,0.246188091263216,0.258652352027123,0.29375,0.254001088731628,0.24092564313403,0.236304780876494,0.245098039215686,0.253544390915348,0.257275747508306,0.262724238631623,0.23412980048892,0.23473093430175,0.251966462096983,0.213608428446005,0.261083462186712,0.282818499036607,0.291240702310724,0.331246773652573,0.328279499011206,0.330773833266853,0.336685047032112,0.328871039714413,0.323734836417106,0.3248670998228,0.338464260438783,0.335198764955616,0.3384022274577,0.350022758306782,0.12481892805408,0.113478955780501,0.36046511627907,0.37037037037037,0.370822853036292
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,158000000.0,173200000.0,159100000.0,150800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220257000.0,220690000.0,214900000.0,206400000.0,191200000.0,173500000.0,152500000.0,131500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,158800000.0,173200000.0,159100000.0,150800000.0,122300000.0,122000000.0,140700000.0,133800000.0,136900000.0,191700000.0,173300000.0,159100000.0,193700000.0,232800000.0,214500000.0,221600000.0,228400000.0,249097000.0,217053000.0,220257000.0,249747000.0,242100000.0,230000000.0,211800000.0,191900000.0,168400000.0,141800000.0,127400000.0,118500000.0,107500000.0,106300000.0,8100000.0,7300000.0,88600000.0,82500000.0,83100000.0
,costAndExpenses,996000000.0,1071700000.0,966500000.0,828100000.0,647100000.0,664400000.0,825900000.0,780000000.0,750300000.0,792300000.0,715600000.0,718000000.0,900600000.0,1204000000.0,1141700000.0,1087000000.0,1124100000.0,1140820000.0,975258000.0,980171000.0,989473000.0,955400000.0,901100000.0,825300000.0,793500000.0,720300000.0,599000000.0,501300000.0,463000000.0,416400000.0,391900000.0,370600000.0,340100000.0,292100000.0,261000000.0,258200000.0
,interestExpense,5700000.0,7900000.0,9300000.0,7300000.0,1900000.0,2300000.0,3800000.0,8800000.0,21400000.0,16400000.0,10300000.0,11400000.0,15300000.0,25900000.0,25000000.0,23100000.0,20800000.0,19750000.0,20075000.0,26368000.0,31401000.0,0.0,19300000.0,0.0,15400000.0,13400000.0,8500000.0,6100000.0,6500000.0,5600000.0,5500000.0,7300000.0,6500000.0,0.0,3200000.0,3500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
