Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2015-11-30,2014-12-31,2014-11-30,2013-11-30,2012-11-30,2011-11-30,2010-11-30,2009-11-30
Depreciation & Amortization,47813000.0,7188000.0,8967000.0,,7477000.0,,6919000.0,2908000.0,1456000.0,1168000.0,843000.0,536000.0
Stock-based compensation,5096000.0,2340000.0,2052000.0,,1261000.0,,1284000.0,1687000.0,1847000.0,1808000.0,1843000.0,1126000.0
Operating Cash Flow,-397617000.0,-1726000.0,-16570000.0,-4149000.0,8599000.0,10599000.0,-10333000.0,7982000.0,5782000.0,10606000.0,5782000.0,10606000.0
Capital Expenditure,1456000.0,1130000.0,2046000.0,-3402000.0,123000.0,-873000.0,765000.0,2135000.0,2779000.0,2055000.0,-2779000.0,-2055000.0
Acquisitions and disposals,-1179669000.0,-0.0,-11828000.0,,-0.0,,-418000.0,-65218000.0,-0.0,-0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,,-117000.0,,-227000.0,0.0,0.0,-34000.0,0.0,0.0
Investing Cash flow,-868159000.0,-1127000.0,-20416000.0,-3402000.0,-485000.0,-873000.0,-1183000.0,-67353000.0,-2779000.0,-2055000.0,-2779000.0,-2055000.0
Issuance (repayment) of debt,-47935000.0,-938000.0,-500000.0,1843000.0,80000000.0,229000.0,-75000.0,-3051000.0,-0.0,-0.0,-1863000.0,-1707000.0
Issuance (buybacks) of shares,114132000.0,-8250000.0,-6476000.0,-207000.0,-117000.0,0.0,-227000.0,-785000.0,-13426000.0,-34000.0,20000.0,-34000.0
Dividend payments,-0.0,-0.0,-1366000.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Financing Cash Flow,1287122000.0,4669000.0,41463000.0,766000.0,-7231000.0,4000.0,11785000.0,46730000.0,-2267000.0,-2271000.0,-2267000.0,-2271000.0
Effect of forex changes on cash,-77000.0,-42000.0,33000.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,21269000.0,1774000.0,4510000.0,,1937000.0,,1054000.0,785000.0,13426000.0,12690000.0,-6785000.0,9730000.0
Free Cash Flow,-399073000.0,-2856000.0,-18616000.0,,8476000.0,,-11098000.0,5847000.0,3003000.0,8551000.0,-7551000.0,9726000.0
Net Cash/Marketcap,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0632,0.1692
