date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-02-11_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,155215000.0,202120000.0,196960000.0,162703000.0,164172000.0,151209000.0,120686000.0,93983000.0,98406000.0,92556000.0,77376000.0,73420000.0,73420000.0,67601000.0,53191000.0,37900000.0,59467000.0,-6944000.0,-128670000.0,-863942000.0,44532000.0,49553000.0,44700000.0,27300000.0,23700000.0,23400000.0,18200000.0,15400000.0
,depreciationAndAmortization,0.0,0.0,0.0,166137000.0,159336000.0,144702000.0,123776000.0,112831000.0,106044000.0,100926000.0,91769000.0,89039000.0,89039000.0,85071000.0,82415000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,-7574000.0,-13864000.0,-13189000.0,12363000.0,-8184000.0,33886000.0,-9612000.0,54617000.0,51890000.0,64065000.0,48783000.0,47014000.0,47014000.0,42587000.0,34994000.0,26711000.0,40746000.0,-3938000.0,10334000.0,35643000.0,-48529000.0,-9493000.0,-9500000.0,1500000.0,4400000.0,5800000.0,2500000.0,1500000.0
,stockBasedCompensation,4149000.0,8007000.0,7683000.0,5563000.0,6731000.0,5082000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-125203000.0,36784000.0,266555000.0,-2242000.0,-49097000.0,-20843000.0,-121065000.0,3505000.0,39618000.0,-184840000.0,29250000.0,0.0,244995000.0,-231675000.0,-33023000.0,100704000.0,-130776000.0,725918000.0,-725171000.0,319417000.0,-410568000.0,-4586000.0,56800000.0,46000000.0,-33100000.0,13100000.0,34800000.0,-1200000.0
,accountsReceivables,-824000.0,-5032000.0,19909000.0,-22726000.0,-5146000.0,9069000.0,12622000.0,-30792000.0,3456000.0,-3847000.0,455000.0,11913000.0,11913000.0,-12150000.0,6311000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-7085000.0,-3110000.0,1617000.0,-3226000.0,4252000.0,1636000.0,747000.0,181000.0,5371000.0,-8831000.0,-3396000.0,23436000.0,23436000.0,-7155000.0,-3096000.0,-19618000.0,-3776000.0,3830000.0,-614000.0,5931000.0,37907000.0,-41451000.0,-34700000.0,24700000.0,8300000.0,-4400000.0,-300000.0,-1400000.0
,accountsPayables,16043000.0,-1821000.0,-3805000.0,3615000.0,3639000.0,-11169000.0,-9565000.0,6235000.0,10976000.0,-1928000.0,-12766000.0,-9224000.0,-9224000.0,3218000.0,12123000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-157743000.0,-32540000.0,-69324000.0,-335879000.0,-333637000.0,-284540000.0,-263697000.0,-142632000.0,-146137000.0,-185755000.0,-915000.0,-30165000.0,-30165000.0,-275160000.0,-43485000.0,-10462000.0,-111166000.0,19610000.0,-706308000.0,18863000.0,-300554000.0,110014000.0,114600000.0,57800000.0,11800000.0,44900000.0,31800000.0,-3000000.0
,otherNonCashItems,-1984000.0,-1120000.0,480000.0,-907000.0,-2472000.0,-6426000.0,-1521000.0,-3011000.0,-52371000.0,90679000.0,-6564000.0,0.0,-2113000.0,-641000.0,-508000.0,13923000.0,-40028000.0,-3976000.0,-71935000.0,30600000.0,0.0,0.0,66900000.0,45300000.0,27400000.0,18400000.0,16700000.0,11200000.0
,netCashProvidedByOperatingActivites,352149000.0,296720000.0,381985000.0,323608000.0,289012000.0,339818000.0,250039000.0,193716000.0,251193000.0,233757000.0,218920000.0,116804000.0,116804000.0,198326000.0,201964000.0,169901000.0,150510000.0,-9765000.0,-93860000.0,34043000.0,127001000.0,76725000.0,71700000.0,69900000.0,62700000.0,60900000.0,35400000.0,26300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-405762000.0,-316016000.0,-283966000.0,-276438000.0,-287901000.0,-283705000.0,-270384000.0,-230454000.0,-219234000.0,-188730000.0,-228373000.0,-189360000.0,-189360000.0,-124563000.0,-117084000.0,-101046000.0,-80877000.0,-17723000.0,-70737000.0,-115939000.0,-40868000.0,-32097000.0,-32600000.0,-22600000.0,-39100000.0,-59700000.0,-40200000.0,-22700000.0
,acquisitionsNet,0.0,0.0,-19000000.0,0.0,0.0,-147000000.0,-904000000.0,-69000000.0,-103000000.0,0.0,-12000000.0,-12000000.0,0.0,0.0,-141000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-42000.0,-135000.0,-2500000.0,0.0,0.0,0.0,-18169000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123478000.0,75000.0,72926000.0,0.0,7053000.0,5753000.0,34200000.0,0.0,36600000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,567000.0,379000.0,1354000.0,46649000.0,-14396000.0,4100000.0,21000.0,209000.0,-303000.0,12326000.0,326000.0,200000.0,1585000.0,32396000.0,3650000.0,25261000.0,2743000.0,-538363000.0,-157042000.0,-152765000.0,-209100000.0,-387100000.0,-42200000.0,-109400000.0,-120600000.0,-1400000.0
,netCashUsedForInvestingActivites,-405804000.0,-316151000.0,-304899000.0,-276059000.0,-286547000.0,-384056000.0,-1206949000.0,-295354000.0,-322213000.0,-188521000.0,-240676000.0,-189034000.0,-189034000.0,-124363000.0,-256499000.0,-68650000.0,-72549000.0,7613000.0,4932000.0,-654302000.0,-190857000.0,-179109000.0,-207500000.0,-409700000.0,-44700000.0,-169100000.0,-160800000.0,-24100000.0
