date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-53169000.0,-39278000.0,-37822000.0,-24111000.0,-13167000.0,10812000.0,10379000.0,382000.0,-11000.0
,depreciationAndAmortization,12658000.0,6826000.0,10049000.0,8388000.0,17795000.0,45241000.0,43426000.0,54572000.0,32056000.0
,deferredIncomeTax,4361000.0,1748000.0,-2214000.0,-954000.0,873000.0,-1897000.0,-822000.0,-123000.0,-1783000.0
,stockBasedCompensation,5428000.0,5294000.0,8330000.0,9348000.0,9728000.0,7644000.0,2096000.0,2233000.0,2099000.0
,changeInWorkingCapital,-21252000.0,-22560000.0,-4258000.0,28520000.0,3652000.0,65000.0,29980000.0,7227000.0,-9909000.0
,accountsReceivables,-8739000.0,13256000.0,-20040000.0,-5168000.0,1395000.0,4699000.0,13655000.0,-17831000.0,-19857000.0
,inventory,3435000.0,-10178000.0,-2925000.0,59000.0,-526000.0,0.0,0.0,0.0,0.0
,accountsPayables,2086000.0,-27728000.0,9037000.0,15855000.0,301000.0,2569000.0,5924000.0,3428000.0,1480000.0
,otherWorkingCapital,-1348000.0,19137000.0,-5389000.0,1451000.0,-364000.0,-2811000.0,12534000.0,8853000.0,4864000.0
,otherNonCashItems,-1660000.0,-811000.0,-3254000.0,-3234000.0,-1730000.0,-1896000.0,-1284000.0,-1363000.0,-101000.0
,netCashProvidedByOperatingActivites,-45649000.0,-35608000.0,-14216000.0,16970000.0,13764000.0,48202000.0,85533000.0,59914000.0,18277000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-14677000.0,-4064000.0,-8942000.0,-13756000.0,-4931000.0,-7770000.0,-7372000.0,-7447000.0,-4223000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,17000000.0,-33000000.0,0.0,0.0,0.0
,purchasesOfInvestments,-358132000.0,-287553000.0,-247574000.0,-242267000.0,-230487000.0,-332830000.0,-247543000.0,-7475000.0,-429000.0
,salesMaturitiesOfInvestments,451215000.0,223738000.0,291759000.0,97809000.0,175513000.0,341792000.0,213506000.0,2000.0,0.0
,otherInvestingActivites,711000.0,201000.0,423000.0,-22000.0,105000.0,-682000.0,-938000.0,-2021000.0,-175000.0
,netCashUsedForInvestingActivites,79260000.0,-69357000.0,35208000.0,-158335000.0,-54982000.0,-70546000.0,-78352000.0,-49490000.0,-36875000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41151000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,95039000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-358000.0,-14319000.0,-1287000.0,-69303000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,853000.0,929000.0,2908000.0,2508000.0,1055000.0,-2991000.0,2487000.0,2836000.0,0.0
,netCashUsedProvidedByFinancingActivities,12177000.0,929000.0,2561000.0,-11041000.0,5030000.0,333268000.0,2487000.0,17692000.0,50032000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-3270000.0,-6513000.0,10422000.0,-9867000.0,-6310000.0,-555000.0,2332000.0,441000.0,562000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,42518000.0,-110549000.0,33975000.0,-162273000.0,-42498000.0,310369000.0,12000000.0,28557000.0,31996000.0
,cashAtEndOfPeriod,165448000.0,122930000.0,233479000.0,199504000.0,361777000.0,404275000.0,93906000.0,81906000.0,53349000.0
,cashAtBeginningOfPeriod,122930000.0,233479000.0,199504000.0,361777000.0,404275000.0,93906000.0,81906000.0,53349000.0,21353000.0
,operatingCashFlow,-45649000.0,-35608000.0,-14216000.0,16970000.0,13764000.0,48202000.0,85533000.0,59914000.0,18277000.0
,capitalExpenditure,-15110000.0,-6185000.0,-9423000.0,-13877000.0,-16825000.0,-45826000.0,-43377000.0,-40001000.0,-36271000.0
,freeCashFlow,-60759000.0,-41793000.0,-23639000.0,3093000.0,-3061000.0,2376000.0,42156000.0,19913000.0,-17994000.0
