Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,20029000.0,5297000.0,5869000.0
Short-term investments,0.0,0.0,
Cash and short-term investments,20029000.0,5297000.0,5869000.0
Receivables,1403000.0,1333000.0,
Inventories,30552000.0,20578000.0,4932000.0
Total current assets,57402000.0,30225000.0,
Property Plant & Equipment Net,268000.0,494000.0,
Goodwill and Intangible Assets,0.0,0.0,
Long-term investments,0.0,0.0,
Tax assets,0.0,0.0,
Total non-current assets,605000.0,946000.0,
Total assets,58007000.0,31171000.0,13370000.0
Payables,15404000.0,7984000.0,
Short-term debt,14451000.0,5520000.0,
Total current liabilities,39563000.0,18198000.0,2255000.0
Long-term debt,13049000.0,4732000.0,752000.0
Total debt,27500000.0,10252000.0,
Deferred revenue,0.0,0.0,
Tax Liabilities,0.0,0.0,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,13075000.0,4819000.0,
Total liabilities,52638000.0,23017000.0,2290000.0
Other comprehensive income,40000.0,-43000.0,
Retained earnings (deficit),-71020000.0,-39197000.0,
Total shareholders equity,5369000.0,8154000.0,11080000.0
Investments,0.0,0.0,
Net Debt,7471000.0,4955000.0,
Other Assets,5418000.0,3017000.0,
Other Liabilities,9708000.0,4694000.0,
