date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,revenue,198158000.0,197761000.0,193191000.0,148032000.0,109772000.0,127317000.0,154094000.0,186721000.0,184296000.0,168908000.0,157020000.0,164606000.0,200772000.0,165848000.0,95309000.0
,costOfRevenue,95851000.0,106602000.0,94391000.0,90033000.0,89497000.0,100505000.0,93026000.0,72856000.0,59231000.0,28053000.0,23738000.0,20205000.0,17888000.0,0.0,0.0
,grossProfit,102307000.0,91159000.0,98800000.0,57999000.0,20275000.0,26812000.0,61068000.0,113865000.0,125065000.0,140855000.0,133282000.0,144401000.0,182884000.0,0.0,0.0
,grossProfitRatio,0.516290031187234,0.46095539565435,0.511410987054262,0.39180042153048,0.184701016652698,0.210592458194899,0.396303554972939,0.609813572120972,0.678609410947606,0.833915504298198,0.848821806139345,0.877252348031056,0.910903910903911,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,24789000.0,23951000.0,22290000.0,19170000.0,18726000.0,18459000.0,17377000.0,14762000.0,12721000.0,0.0,7018000.0,7046000.0,8045000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,91588000.0,46948000.0,42693000.0,34529000.0,31666000.0,34480000.0,33365000.0,27994000.0,24738000.0,32126000.0,26691000.0,41638000.0,18659000.0,0.0,0.0
,costAndExpenses,187439000.0,153550000.0,137084000.0,124562000.0,121163000.0,134985000.0,126391000.0,100850000.0,83969000.0,60179000.0,50429000.0,61843000.0,36547000.0,67554000.0,12818000.0
,interestExpense,21233000.0,26815000.0,25713000.0,23224000.0,19576000.0,11650000.0,8335000.0,9086000.0,9072000.0,5250000.0,6753000.0,10784000.0,16392000.0,8225000.0,6140000.0
