date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,256000000.0,151000000.0,-16000000.0,-601000000.0,-1727000000.0,164000000.0,-1185000000.0,-223000000.0,-292000000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,89000000.0,84000000.0,-134000000.0,-281000000.0,-1005000000.0,46000000.0,-645000000.0,-160000000.0,-176000000.0
,stockBasedCompensation,37000000.0,34000000.0,32000000.0,36000000.0,35000000.0,36000000.0,32000000.0,28000000.0,0.0
,changeInWorkingCapital,61000000.0,-95000000.0,-1000000.0,-35000000.0,445000000.0,-478000000.0,58000000.0,-82000000.0,25000000.0
,accountsReceivables,-62000000.0,-59000000.0,-153000000.0,126000000.0,233000000.0,51000000.0,-43000000.0,68000000.0,-90000000.0
,inventory,6000000.0,-15000000.0,-8000000.0,10000000.0,-2000000.0,19000000.0,-5000000.0,7000000.0,3000000.0
,accountsPayables,97000000.0,17000000.0,158000000.0,-72000000.0,-247000000.0,4000000.0,41000000.0,-128000000.0,131000000.0
,otherWorkingCapital,22000000.0,-18000000.0,41000000.0,-34000000.0,382000000.0,-559000000.0,93000000.0,-48000000.0,0.0
,otherNonCashItems,-32000000.0,-47000000.0,-53000000.0,-53000000.0,35000000.0,36000000.0,1515000000.0,316000000.0,694000000.0
,netCashProvidedByOperatingActivites,1257000000.0,883000000.0,507000000.0,262000000.0,811000000.0,1070000000.0,636000000.0,794000000.0,1206000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1362000000.0,-1476000000.0,-1161000000.0,-578000000.0,-1124000000.0,-1807000000.0,-1154000000.0,-1521000000.0,-1572000000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-102000000.0,-8000000.0,0.0,0.0,0.0,-3000000.0,-2000000.0,-12000000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,593000000.0,0.0,-1000000.0,-239000000.0,1000000.0,-4000000.0,-3000000.0,9000000.0,28000000.0
,netCashUsedForInvestingActivites,-773000000.0,-896000000.0,-1438000000.0,310000000.0,-1316000000.0,-1437000000.0,-1111000000.0,-1204000000.0,-1556000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2465000000.0,-2109000000.0,-826000000.0,-1001000000.0,-1956000000.0,-2077000000.0,-560000000.0,-50000000.0,0.0
,commonStockIssued,2000000.0,10000000.0,672000000.0,540000000.0,295000000.0,16000000.0,6000000.0,3000000.0,0.0
,commonStockRepurchased,-58000000.0,0.0,0.0,-10000000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-11000000.0,-15000000.0,-18000000.0,-6000000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-35000000.0,-7000000.0,-16000000.0,-5000000.0,-40000000.0,-42000000.0,10000000.0,28000000.0,-822000000.0
,netCashUsedProvidedByFinancingActivities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,62000000.0,-183000000.0,-307000000.0,458000000.0,-32000000.0,-29000000.0,-54000000.0,-373000000.0,489000000.0
,cashAtEndOfPeriod,80000000.0,18000000.0,189000000.0,496000000.0,38000000.0,70000000.0,99000000.0,153000000.0,526000000.0
,cashAtBeginningOfPeriod,18000000.0,201000000.0,496000000.0,38000000.0,70000000.0,99000000.0,153000000.0,526000000.0,37000000.0
,operatingCashFlow,1257000000.0,883000000.0,507000000.0,262000000.0,811000000.0,1070000000.0,636000000.0,794000000.0,1206000000.0
,capitalExpenditure,-1362000000.0,-1476000000.0,-1161000000.0,-578000000.0,-1124000000.0,-1807000000.0,-1154000000.0,-1521000000.0,-1572000000.0
,freeCashFlow,-105000000.0,-593000000.0,-654000000.0,-316000000.0,-313000000.0,-737000000.0,-518000000.0,-727000000.0,-366000000.0
