date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,133892000.0,50201000.0,60801000.0,64743000.0,74564000.0,-3519000.0,34004000.0,-16977000.0,41204000.0,27989000.0,65669000.0,50955000.0,34933000.0,33471000.0,29407000.0,37194000.0,17197000.0,26861000.0,35277000.0,26163000.0,-11425000.0,-6000000.0,-12300000.0,-17000000.0,-7500000.0,-25400000.0
,depreciationAndAmortization,116031000.0,109462000.0,110730000.0,88945000.0,72665000.0,58863000.0,61128000.0,47010000.0,52611000.0,50172000.0,39172000.0,39688000.0,33148000.0,27039000.0,21478000.0,13221000.0,11592000.0,9043000.0,7162000.0,6257000.0,5176000.0,2200000.0,1300000.0,1800000.0,2000000.0,1400000.0
,deferredIncomeTax,-64138000.0,-19046000.0,-8184000.0,-67304000.0,-6474000.0,-351000.0,-964000.0,-10829000.0,1537000.0,1156000.0,4128000.0,548000.0,-28277000.0,-12720000.0,3235000.0,9895000.0,6101000.0,12357000.0,-13401000.0,-12085000.0,0.0,-1800000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,19590000.0,21255000.0,20779000.0,21550000.0,17310000.0,15450000.0,15105000.0,10393000.0,9051000.0,26805000.0,17209000.0,15580000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,309330000.0,14329000.0,39295000.0,101666000.0,72201000.0,-103928000.0,-2564000.0,59738000.0,-4267000.0,105572000.0,36184000.0,-114008000.0,174381000.0,200516000.0,-286921000.0,42661000.0,24729000.0,36923000.0,41266000.0,63909000.0,-2823000.0,4100000.0,-5500000.0,-8600000.0,30500000.0,-900000.0
,accountsReceivables,52105000.0,-9428000.0,-17021000.0,-89698000.0,-17518000.0,-16231000.0,-16145000.0,-2892000.0,3783000.0,-1878000.0,-3783000.0,9808000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-48348000.0,-43308000.0,8300000.0,99000.0,-9576000.0,-3759000.0,-27006000.0,-42017000.0,-711000.0,1702000.0,-7374000.0,9405000.0,10823000.0,-18591000.0,3461000.0,-9984000.0,-9738000.0,-1829000.0,1153000.0,-6987000.0,-3061000.0,2800000.0,500000.0,300000.0,-1300000.0,-400000.0
,accountsPayables,-57512000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,836189000.0,526859000.0,512530000.0,473235000.0,371569000.0,299368000.0,403296000.0,405860000.0,346122000.0,350389000.0,244817000.0,208633000.0,322641000.0,148260000.0,-52256000.0,234665000.0,192004000.0,167275000.0,130352000.0,89086000.0,25177000.0,28000000.0,23900000.0,29400000.0,38000000.0,7500000.0
,otherNonCashItems,31916000.0,76485000.0,7484000.0,-1988000.0,-32196000.0,9614000.0,8911000.0,8761000.0,-19372000.0,10755000.0,523000.0,9899000.0,56285000.0,14170000.0,12780000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,300000.0,100000.0
,netCashProvidedByOperatingActivites,203832000.0,231433000.0,199683000.0,114544000.0,116405000.0,94483000.0,79463000.0,53268000.0,58715000.0,104328000.0,105571000.0,143235000.0,72590000.0,47026000.0,71702000.0,56848000.0,38975000.0,34826000.0,31985000.0,15701000.0,-4960000.0,2500000.0,-9800000.0,-7900000.0,-8000000.0,-5600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-38890000.0,-69537000.0,-77741000.0,-43503000.0,-47328000.0,-33413000.0,-41921000.0,-47851000.0,-69031000.0,-38425000.0,-37138000.0,-25238000.0,-13401000.0,-22572000.0,-11520000.0,-8053000.0,-8508000.0,-3843000.0,-2254000.0,-2860000.0,-3268000.0,-17300000.0,-1200000.0,-800000.0,-1200000.0,-2900000.0
,acquisitionsNet,0.0,-31000000.0,27000000.0,-1196000000.0,0.0,-329000000.0,-321000000.0,-3000000.0,-7000000.0,-152000000.0,-5000000.0,-61000000.0,-87000000.0,-101000000.0,-229000000.0,-51000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-7840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67907000.0,0.0,0.0,0.0,0.0,0.0,-13074000.0,-65499000.0,-190888000.0,-217070000.0,-39113000.0,-88533000.0,-13391000.0,-14700000.0,-23800000.0,-37100000.0,-41500000.0,-1200000.0
,salesMaturitiesOfInvestments,0.0,1584000.0,0.0,16951000.0,0.0,0.0,0.0,0.0,64940000.0,0.0,0.0,0.0,0.0,0.0,109872000.0,93315000.0,241440000.0,178483000.0,35402000.0,3000000.0,16981000.0,26000000.0,33000000.0,35500000.0,21100000.0,0.0
,otherInvestingActivites,0.0,752000.0,910000.0,483000.0,4165000.0,-4087000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1500000.0,0.0,0.0,-238000.0,0.0,1200000.0,0.0,0.0,10200000.0
,netCashUsedForInvestingActivites,-68073000.0,-162668000.0,-49705000.0,-1221335000.0,-42622000.0,-364950000.0,-363317000.0,-50296000.0,-79276000.0,-190376000.0,-42316000.0,-88352000.0,-100275000.0,-122971000.0,-142695000.0,-30839000.0,12742000.0,-94335000.0,-30980000.0,-94741000.0,-14503000.0,400000.0,9200000.0,-2200000.0,-21300000.0,6100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
