date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,1209200000.0,1393800000.0,1360900000.0,1376900000.0,1418300000.0,1449900000.0,1451000000.0,1321000000.0,1243200000.0,1267900000.0,1166800000.0,1124900000.0,1352500000.0,1346000000.0,1229100000.0,1134600000.0,1231400000.0,1314500000.0,1340700000.0,1521400000.0,1390800000.0,1858900000.0,1763100000.0,1701900000.0,1414400000.0,1233400000.0,1155000000.0,1086900000.0,1019100000.0,989100000.0,870400000.0,701700000.0,571900000.0,527600000.0,512400000.0,694100000.0
,costOfRevenue,384500000.0,526500000.0,502300000.0,521800000.0,535300000.0,569200000.0,643500000.0,613200000.0,582300000.0,283700000.0,269300000.0,492800000.0,604200000.0,475100000.0,459100000.0,554400000.0,530600000.0,688800000.0,755700000.0,860600000.0,756100000.0,755900000.0,838000000.0,840300000.0,695100000.0,612800000.0,579500000.0,527600000.0,493000000.0,433300000.0,348800000.0,241500000.0,197900000.0,188000000.0,177300000.0,319100000.0
,grossProfit,824700000.0,867300000.0,858600000.0,855100000.0,883000000.0,880700000.0,807500000.0,707800000.0,660900000.0,984200000.0,897500000.0,632100000.0,748300000.0,870900000.0,770000000.0,580200000.0,700800000.0,625700000.0,585000000.0,660800000.0,634700000.0,1103000000.0,925100000.0,861600000.0,719300000.0,620600000.0,575500000.0,559300000.0,526100000.0,555800000.0,521600000.0,460200000.0,374000000.0,339600000.0,335100000.0,375000000.0
,grossProfitRatio,0.682021171022163,0.622255703831253,0.630906018076273,0.621032754738906,0.622576323767891,0.60742120146217,0.556512749827705,0.535806207418622,0.531611969111969,0.776244183295213,0.769197805965033,0.561916614810205,0.553271719038817,0.64702823179792,0.626474656252543,0.511369645690111,0.56910833197986,0.475998478508939,0.436339225777579,0.434336795057184,0.4563560540696,0.593361665501103,0.524700811071408,0.506257711968976,0.508554864253394,0.503161991243717,0.498268398268398,0.514582758303432,0.516239819448533,0.561924982307148,0.599264705882353,0.655835827276614,0.653960482601853,0.643669446550417,0.653981264637002,0.540267972914566
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,172000000.0,188600000.0,191100000.0,181500000.0,174700000.0,192400000.0,189200000.0,178300000.0,160200000.0,155300000.0,134800000.0,127800000.0,168000000.0,158700000.0,146700000.0,167500000.0,163300000.0,198700000.0,204500000.0,229700000.0,209200000.0,246300000.0,245400000.0,238300000.0,172900000.0,143500000.0,125200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-13000000.0,-7900000.0,-21600000.0,-11100000.0,-11800000.0,-13200000.0,-13500000.0,-8400000.0,-8200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,49000000.0,551800000.0,546100000.0,523200000.0,515700000.0,521300000.0,491600000.0,459400000.0,421800000.0,658500000.0,618800000.0,345500000.0,376700000.0,610000000.0,538400000.0,608000000.0,474100000.0,522800000.0,546000000.0,569200000.0,581200000.0,849100000.0,1365600000.0,1342000000.0,1082900000.0,946300000.0,889000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,922300000.0,1078300000.0,1048400000.0,1045000000.0,1051000000.0,1090500000.0,1135100000.0,1072600000.0,1004100000.0,942200000.0,888100000.0,838300000.0,980900000.0,1085100000.0,997500000.0,1162400000.0,1004700000.0,1211600000.0,1301700000.0,1429800000.0,1337300000.0,1605000000.0,2203600000.0,2182300000.0,1778000000.0,1559100000.0,1468500000.0,830700000.0,828100000.0,715100000.0,596400000.0,450500000.0,372700000.0,356500000.0,369000000.0,518300000.0
,interestExpense,190300000.0,180500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169600000.0,167300000.0,168000000.0,150100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,330500000.0,331900000.0,321900000.0,307300000.0,297200000.0,290500000.0,273500000.0,255000000.0,237400000.0,226500000.0,217000000.0,217700000.0,208700000.0,203100000.0,179200000.0,296100000.0,211200000.0,358200000.0,408600000.0,501100000.0,334800000.0,308200000.0,267500000.0,252300000.0,202400000.0,171600000.0,165100000.0,150700000.0,138300000.0,127700000.0,115400000.0,97000000.0,89500000.0,85700000.0,80900000.0,84300000.0
,EBITDA,617400000.0,647400000.0,634400000.0,639200000.0,664500000.0,649900000.0,589400000.0,503400000.0,476500000.0,552200000.0,495700000.0,504300000.0,580300000.0,464000000.0,410800000.0,268300000.0,437900000.0,461100000.0,447600000.0,592700000.0,388300000.0,562100000.0,-173000000.0,-228100000.0,-161200000.0,-154100000.0,-148400000.0,406900000.0,329300000.0,401700000.0,389400000.0,348200000.0,288700000.0,256800000.0,224300000.0,260100000.0
,EBITDARatio,0.510585511081707,0.464485578992682,0.466162098611213,0.464231244099063,0.468518649086935,0.448237809504104,0.406202618883529,0.38107494322483,0.383285070785071,0.435523306254436,0.424837161467261,0.448306516134768,0.4290573012939,0.344725111441308,0.33422829712798,0.236471002996651,0.355611499106708,0.350779764168886,0.33385544864623,0.389575391087157,0.279191832039114,0.302383129807951,-0.0981226249220124,-0.134026676067924,-0.113970588235294,-0.124939192476082,-0.128484848484848,0.37436746710829,0.323128250417035,0.40612678192296,0.447380514705882,0.496223457317942,0.504808532960308,0.486732373009856,0.437743950039032,0.374729866013543
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,286900000.0,315500000.0,312500000.0,331900000.0,367300000.0,359400000.0,315900000.0,248400000.0,239100000.0,325700000.0,278700000.0,286600000.0,371600000.0,260900000.0,231600000.0,-27800000.0,226700000.0,102900000.0,39000000.0,91600000.0,53500000.0,253900000.0,-440500000.0,-480400000.0,-363600000.0,-325700000.0,-313500000.0,256200000.0,191000000.0,274000000.0,274000000.0,251200000.0,199200000.0,171100000.0,143400000.0,175800000.0
,operatingIncomeRatio,0.237264306979821,0.226359592480987,0.229627452421192,0.241048732660324,0.258972008742861,0.247879164080281,0.217711922811854,0.188039364118092,0.192326254826255,0.256881457528196,0.238858416181008,0.254778202506889,0.274750462107209,0.193833580980684,0.18843055894557,-0.0245020271461308,0.184099399057983,0.0782807151007988,0.0290892817185053,0.0602077034310503,0.0384670693126258,0.136586153101296,-0.24984402472917,-0.282272753980845,-0.257070135746606,-0.264066807199611,-0.271428571428571,0.235716257245377,0.187420272789716,0.277019512688302,0.314797794117647,0.357987744050164,0.348312642070292,0.324298711144807,0.279859484777518,0.253277625702348
,totalOtherIncomeExpensesNet,28700000.0,54200000.0,51200000.0,43000000.0,86200000.0,66000000.0,73700000.0,77200000.0,71300000.0,-8600000.0,-14200000.0,-11200000.0,45000000.0,-2300000.0,-5500000.0,0.0,0.0,0.0,0.0,-86000000.0,0.0,0.0,43600000.0,-193900000.0,28400000.0,31400000.0,22500000.0,19700000.0,24000000.0,24200000.0,14400000.0,9200000.0,15200000.0,19500000.0,20700000.0,-88600000.0
,incomeBeforeTax,125300000.0,183100000.0,195100000.0,214400000.0,305400000.0,270300000.0,231200000.0,159000000.0,143800000.0,148200000.0,97400000.0,107900000.0,269600000.0,258600000.0,226100000.0,-27800000.0,226700000.0,102900000.0,39000000.0,5600000.0,53500000.0,253900000.0,162600000.0,-87300000.0,128700000.0,117000000.0,117800000.0,124100000.0,38900000.0,116300000.0,118200000.0,101200000.0,73700000.0,56400000.0,24000000.0,-47800000.0
,incomeBeforeTaxRatio,0.103622229573272,0.131367484574544,0.143361011095599,0.15571210690682,0.215328209828668,0.186426650113801,0.15933838731909,0.120363361090083,0.115669240669241,0.1168861897626,0.0834761741515255,0.0959196373010934,0.199334565619224,0.192124814264487,0.183955739972337,-0.0245020271461308,0.184099399057983,0.0782807151007988,0.0290892817185053,0.00368082029709478,0.0384670693126258,0.136586153101296,0.0922239237706313,-0.0512956107879429,0.0909926470588235,0.0948597373114967,0.101991341991342,0.114177937252737,0.038170935138848,0.117581639874634,0.135799632352941,0.144221177141228,0.128868683336248,0.106899166034875,0.0468384074941452,-0.0688661576141766
,incomeTaxExpense,37300000.0,48400000.0,34100000.0,-243700000.0,95700000.0,110900000.0,75700000.0,65500000.0,26100000.0,37400000.0,16600000.0,26500000.0,73600000.0,72800000.0,75600000.0,-12700000.0,68200000.0,26000000.0,10000000.0,-1900000.0,22700000.0,102600000.0,74300000.0,-5500000.0,54400000.0,47600000.0,48800000.0,51400000.0,9600000.0,33600000.0,35300000.0,35500000.0,26700000.0,21700000.0,-2200000.0,-2300000.0
,netIncome,151300000.0,211200000.0,211300000.0,502000000.0,257100000.0,205300000.0,205000000.0,169300000.0,137300000.0,110800000.0,80800000.0,81400000.0,196000000.0,203700000.0,111700000.0,-14300000.0,169600000.0,76900000.0,300000.0,172900000.0,66600000.0,151300000.0,131900000.0,-50900000.0,102700000.0,100800000.0,91500000.0,72700000.0,-16500000.0,82700000.0,82900000.0,65700000.0,47000000.0,34700000.0,28700000.0,-45500000.0
,netIncomeRatio,0.125124048957989,0.151528196297891,0.155264898229113,0.364587115985184,0.181273355425509,0.141595972136009,0.141281874569263,0.128160484481453,0.110440797940798,0.0873885953150879,0.0692492286595818,0.0723619877322429,0.144916820702403,0.151337295690936,0.0908795053291026,-0.0126035607262471,0.137729413675491,0.0585013313046786,0.000223763705526964,0.113645326672801,0.047886108714409,0.0813922212060896,0.0748114117179967,-0.0299077501615841,0.0726102941176471,0.0817253121452894,0.0792207792207792,0.0668874781488637,-0.016190756549897,0.0836113638661409,0.0952435661764706,0.0936297563061137,0.0821821996852597,0.0657695223654284,0.0560109289617486,-0.0655525140469673
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,4.23809523809524,5.92,5.62,12.95,6.35,4.76,4.55,3.64,2.93,2.39,1.75,1.73931623931624,4.12,4.09,2.19,-0.29,3.44,1.57,0.00613634969011434,3.56,1.39,3.07,2.68,-1.275,2.185,2.15,1.94,1.52,-0.77,1.78,1.81,1.59,1.26,0.91,0.61,-0.95
,EPSDiluted,4.23809523809524,5.81,5.52,12.75,6.29,4.69,4.48,3.59,2.88,2.35,1.72,1.66462167689162,3.89,3.76,2.0,-0.29,3.04,1.56,0.0061004127945991,3.51,1.37,3.01,2.62,-1.275,2.095,2.065,1.89,1.52,-0.77,1.76,1.77,1.59,1.26,0.91,0.61,-0.95
,weightedAverageShsOut,1205107.0,1152375.0,37600000.0,38800000.0,40500000.0,43100000.0,45000000.0,46400000.0,46800000.0,46400000.0,46100000.0,46800000.0,47600000.0,49900000.0,51001000.0,50106000.0,49348000.0,49107000.0,48889000.0,48512000.0,47880000.0,49296000.0,49178000.0,45084000.0,40966000.0,40718000.0,40306000.0,39078947.0,27956989.0,44494382.0,43867403.0,39119497.0,35317460.0,38131868.0,46885246.0,47894737.0
,weightedAverageShsOutDil,1205107.0,1152375.0,38300000.0,39400000.0,40900000.0,43800000.0,45800000.0,47100000.0,47600000.0,47200000.0,47000000.0,48900000.0,51000000.0,55400000.0,62101000.0,50106000.0,60002000.0,49222000.0,49177000.0,49202000.0,48753000.0,50301000.0,50426000.0,45084000.0,49021480.0,48813559.0,48412698.0,39078947.0,27956989.0,45000000.0,44858757.0,39119497.0,35317460.0,38131868.0,46885246.0,47894737.0
