Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,94996.0,127016.0,0.0,12000.0
Revenue Growth,-0.2521,0.0,-1.0,
Cost of Revenue,127531.0,78439.0,0.0,0.0
Gross Profit,-32535.0,48577.0,0.0,6000.0
R&D Expenses,3814844.0,1451394.0,974806.0,845000.0
SG&A Expense,7174393.0,1891576.0,932098.0,1369000.0
Operating Expenses,10989237.0,3342970.0,1906904.0,1375147.0
Operating Income,-11021772.0,-3294393.0,-1906904.0,-1363000.0
Interest Expense,100946.0,34143.0,12816.0,-3331.0
Earnings before Tax,-11051015.0,-3315327.0,-1919479.0,-1349000.0
Income Tax Expense,0.0,0.0,0.0,
Net Income - Non-Controlling int,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,
Net Income,-11051015.0,-3315327.0,-1919479.0,
Preferred Dividends,0.0,0.0,0.0,
Net Income Com,-11051015.0,-3315327.0,-1919479.0,-1349000.0
EPS,-0.7,-0.24,-0.19,-0.09
EPS Diluted,-0.7,-0.24,-0.19,-0.09
Weighted Average Shs Out,16027441.0,15872001.0,15872000.0,15872000.0
Weighted Average Shs Out (Dil),15754718.0,13554282.0,9964403.0,
Dividend per Share,0.0,0.0,0.0,
Gross Margin,-0.3425,0.3824,0.0,0.5
EBITDA Margin,-110.484,-25.675,,
EBIT Margin,-115.2687,-25.8328,0.0,-113.5753
Profit Margin,-116.331,-26.102,,
Free Cash Flow margin,-151.4677,-41.7654,0.0,
EBITDA,-10495575.0,-3261077.0,-1898712.0,
EBIT,-10950069.0,-3281184.0,-1906663.0,-1362903.0
Consolidated Income,-11051015.0,-3315327.0,-1919479.0,
Earnings Before Tax Margin,-116.3314,-26.1016,0.0,-112.4167
Net Profit Margin,-116.3314,-26.1016,0.0,
