date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1967458000.0,-124619000.0,791851000.0,494329000.0,-431049000.0,-2408948000.0,507204000.0,564689000.0,353823000.0,529932000.0,574782000.0,-311943000.0,-901685000.0,346469000.0,345719000.0,328325000.0,153592000.0,94633000.0,39819000.0
,depreciationAndAmortization,695954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461791000.0,396394000.0,263246000.0,126208000.0,90688000.0,49356000.0
,deferredIncomeTax,-358896.0,-26902000.0,233280000.0,190479000.0,-226100000.0,-1388146000.0,298293000.0,329700000.0,208216000.0,357622000.0,292612000.0,-164760000.0,-594802000.0,167507000.0,220539000.0,112890000.0,66849000.0,30590000.0,21428000.0
,stockBasedCompensation,29895.0,26398000.0,22895000.0,26256000.0,24523000.0,19559000.0,15001000.0,14279000.0,21919000.0,18949000.0,12353000.0,9254000.0,10090000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,134248000.0,-852567000.0,459371000.0,-190891000.0,-220911000.0,512386000.0,369505000.0,-38303000.0,-17281000.0,-207898000.0,30959000.0,-26860000.0,-94651000.0,77837000.0,30559000.0,-61835000.0,55750000.0,18403000.0,-6206000.0
,accountsReceivables,116492.0,65128000.0,5421000.0,-186157000.0,-49340000.0,186699000.0,-35133000.0,-64780000.0,56435000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4209000.0,0.0,0.0,0.0,-155222000.0,-32180000.0,-11812000.0,-27293000.0,-3042000.0,-2714000.0,1770000.0
,accountsPayables,-161658.0,-184563000.0,13951000.0,115021000.0,-1453000.0,-276735000.0,45714000.0,-13294000.0,-2595000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-2887000.0,-137135000.0,715432000.0,256061000.0,446952000.0,667863000.0,155477000.0,-214028000.0,-175725000.0,-158444000.0,49454000.0,18495000.0,45355000.0,140006000.0,62169000.0,31610000.0,93445000.0,37695000.0,19292000.0
,otherNonCashItems,0.0,23225000.0,7247000.0,21301000.0,9633000.0,13327000.0,6254000.0,8740000.0,17747000.0,21608000.0,4162000.0,54192000.0,139330000.0,19709000.0,15261000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,904167.0,1343966000.0,1550994000.0,1096564000.0,599225000.0,691500000.0,1619365000.0,1324348000.0,1192764000.0,1292275000.0,1130432000.0,675177000.0,1367488000.0,994680000.0,878419000.0,704734000.0,360658000.0,206313000.0,104455000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-11878000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1562159000.0,-959751000.0,-535308000.0,-1594775000.0,-1021456000.0,-1030791000.0,-631549000.0,-324000.0,0.0,-69054000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16000000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3328000.0,10679000.0,1424000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,1104000.0,3772000.0,901000.0,7889000.0,1178000.0,8413000.0,31661000.0,1060000.0,112011000.0,0.0,0.0,39135000.0,-16559000.0,34074000.0,-5773000.0,-293703000.0,-158650000.0,-5010000.0
,netCashUsedForInvestingActivites,-578875000.0,-1577882000.0,-1085618000.0,-1265897000.0,-692410000.0,-1008605000.0,-1740467000.0,-1531037000.0,-1415072000.0,-1429446000.0,-977558000.0,-444094000.0,-1596718000.0,-875396000.0,-1009802000.0,-497453000.0,-293101000.0,-159641000.0,-73751000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-172000.0,-2993869000.0,0.0,-750000000.0,0.0,0.0,-174000000.0,0.0,-418595000.0,0.0,-44551000.0,-213001000.0,-105550000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,752100000.0,11898000.0,14494000.0,11433000.0,10411000.0,28758000.0,3421000.0,13141000.0,9886000.0,4158000.0,15767000.0,9023000.0,3429000.0,403000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42266000.0,-11016000.0,-2130000.0,-1254000.0,-8000.0,0.0
,dividendsPaid,-92976.0,-81709000.0,-55243000.0,-30532000.0,-38024000.0,-58281000.0,-53849000.0,-46712000.0,-39577000.0,-32581000.0,-25499000.0,-20172000.0,-20040000.0,-13429000.0,-13358000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-17027000.0,-12242000.0,-50981000.0,-101000.0,-24633000.0,-11616000.0,-100000.0,-13821000.0,-7379000.0,-101000.0,0.0,-158000.0,-6113000.0,0.0,-1516000.0,0.0,0.0,-14016000.0
,netCashUsedProvidedByFinancingActivities,-146869000.0,-472028000.0,-65244000.0,-83009000.0,-33321000.0,690625000.0,522433000.0,141682000.0,289440000.0,25451000.0,-41292000.0,-229752000.0,107393000.0,-1282000.0,74784000.0,-261380000.0,7769000.0,-28579000.0,-17613000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
