date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,3716349000.0,3459329000.0,3042359000.0,2443299000.0,2529619000.0,2218032000.0,1403002000.0
,costOfRevenue,1366388000.0,1137041000.0,964997000.0,861242000.0,932240000.0,729256000.0,446309000.0
,grossProfit,2349961000.0,2322288000.0,2077362000.0,1582057000.0,1597379000.0,1488776000.0,956693000.0
,grossProfitRatio,0.632330548072853,0.671311690793215,0.682812909324639,0.647508552985124,0.631470193732732,0.671214842707409,0.681889975923056
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,873011000.0,682281000.0,553858000.0,542010000.0,713482000.0,806648000.0,691543000.0
,GeneralAndAdministrativeExpenses,562432000.0,359821000.0,298818000.0,283888000.0,293276000.0,260673000.0,189906000.0
,SellingAndMarketingExpenses,887860000.0,913813000.0,771361000.0,717419000.0,957829000.0,871491000.0,614110000.0
,otherExpenses,-12897000.0,4243000.0,-8396000.0,-28921000.0,-4800000.0,14909000.0,-5500000.0
,operatingExpenses,2323303000.0,1955915000.0,1624037000.0,1543317000.0,1964587000.0,1938812000.0,1495559000.0
,costAndExpenses,3689691000.0,3092956000.0,2589034000.0,2404559000.0,2896827000.0,2668068000.0,1941868000.0
,interestExpense,152878000.0,138180000.0,132606000.0,105237000.0,99968000.0,98178000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,495177000.0,465549000.0,425498000.0,395867000.0,402172000.0,312823000.0,208165000.0
,EBITDA,521835000.0,831922000.0,878823000.0,434607000.0,34964000.0,-137213000.0,-330701000.0
,EBITDARatio,0.140416037352789,0.240486522097204,0.288862359767536,0.177877124330669,0.0138218443172668,-0.0618624979260894,-0.235709571333469
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,26658000.0,366373000.0,453325000.0,38740000.0,-367208000.0,-450036000.0,-538866000.0
,operatingIncomeRatio,0.00717316915069064,0.10590868922846,0.149004440304382,0.015855611613642,-0.145163362545901,-0.202898785950789,-0.384080706941259
,totalOtherIncomeExpensesNet,-12897000.0,4243000.0,-8396000.0,-28921000.0,1000000.0,14909000.0,-5500000.0
,incomeBeforeTax,-50939000.0,390139000.0,423544000.0,-95418000.0,-440834000.0,-533305000.0,-578351000.0
,incomeBeforeTaxRatio,-0.0137067320641845,0.112778807682068,0.139215654694268,-0.0390529362145198,-0.174268931408248,-0.240440624842202,-0.412223931255978
,incomeTaxExpense,1084687000.0,-1075520000.0,-782052000.0,12645000.0,16039000.0,-12274000.0,-531000.0
,netIncome,-1135626000.0,1465659000.0,1205596000.0,-108063000.0,-456873000.0,-521031000.0,-577820000.0
,netIncomeRatio,-0.305575714229207,0.423683032171846,0.396270131171239,-0.0442283158958441,-0.180609411931204,-0.2349068904326,-0.411845457098422
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.44,1.9,1.6,-0.15,-0.65,-0.79,-0.96
,EPSDiluted,-1.44,1.87,1.56,-0.15,-0.65,-0.79,-0.96
,weightedAverageShsOut,787861000.0,770729000.0,754326000.0,732702000.0,702135000.0,662424000.0,604990000.0
,weightedAverageShsOutDil,787861000.0,785531000.0,772686000.0,732702000.0,702135000.0,662424000.0,604990000.0
