date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1992-01-03_FY,1990-12-28_FY,1989-12-31_FY,1988-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1757000000.0,81001000.0,95235000.0,73940000.0,24802000.0,114183000.0,-14425000.0,18897000.0,-991000.0,-725000000.0,-831000000.0,828000000.0,-5197000000.0,619000000.0,536000000.0,236000000.0,368000000.0,293000000.0,235000000.0,209000000.0,-12000000.0,208000000.0,102000000.0,99000000.0,99000000.0,79000000.0,78000000.0,86000000.0,52000000.0,30000000.0,23000000.0,155000000.0,115000000.0
,depreciationAndAmortization,583000000.0,221525000.0,157429000.0,105891000.0,63449000.0,56921000.0,28643000.0,17031000.0,17651000.0,845900000.0,871700000.0,872000000.0,1132200000.0,905800000.0,711400000.0,523000000.0,347500000.0,319700000.0,304600000.0,327600000.0,282100000.0,218300000.0,159200000.0,122400000.0,102300000.0,95400000.0,86600000.0,70200000.0,63800000.0,88100000.0,82100000.0,75500000.0,65100000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-501200000.0,-465700000.0,1541200000.0,-485700000.0,-35000000.0,73700000.0,-30100000.0,82400000.0,104300000.0,89900000.0,102500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,19719000.0,13084000.0,6322000.0,3341000.0,1488000.0,0.0,0.0,0.0,22200000.0,18000000.0,16000000.0,0.0,53000000.0,52000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,4165803000.0,-254822000.0,139046000.0,32260000.0,-10756000.0,-15180000.0,11367000.0,-891718000.0,672000000.0,26000000.0,215000000.0,530000000.0,-411000000.0,484000000.0,-641000000.0,-2000000.0,-56000000.0,38000000.0,4000000.0,243000000.0,-311000000.0,69000000.0,45000000.0,4000000.0,10000000.0,110000000.0,-75000000.0,-28000000.0,100000000.0,-26000000.0,-36000000.0,-39000000.0,-7100000.0
,accountsReceivables,0.0,4586000.0,6104000.0,-19110000.0,-4874000.0,2955000.0,358000.0,-454000.0,-213000.0,0.0,0.0,0.0,0.0,0.0,81000000.0,0.0,0.0,0.0,20000000.0,11000000.0,-1000000.0,-66000000.0,-11000000.0,-3000000.0,-3000000.0,-5000000.0,-1000000.0,21000000.0,-6000000.0,1000000.0,-3000000.0,-9000000.0,0.0
,inventory,0.0,0.0,596000.0,105000.0,687000.0,-71000.0,-12000.0,-264000.0,284000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,-5000000.0,8000000.0,-16000000.0,-2000000.0,-2000000.0,1000000.0,-1000000.0,1000000.0,-1000000.0,0.0,0.0,-1000000.0,-1000000.0,0.0
,accountsPayables,0.0,30904000.0,-18667000.0,-18165000.0,3183000.0,178000.0,1811000.0,400000.0,-1473000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,-33000000.0,-8000000.0,-23000000.0,-13000000.0,18000000.0,-12000000.0,4000000.0,-40000000.0,36000000.0,2000000.0,3000000.0,25000000.0,-22000000.0,0.0
,otherWorkingCapital,4082000000.0,-83803000.0,171019000.0,31973000.0,-287000.0,10469000.0,25649000.0,14282000.0,906000000.0,234000000.0,208000000.0,-7000000.0,-537000000.0,-126000000.0,-610000000.0,31000000.0,33000000.0,89000000.0,51000000.0,47000000.0,-196000000.0,115000000.0,46000000.0,1000000.0,-3000000.0,-13000000.0,-123000000.0,-48000000.0,-20000000.0,-120000000.0,-94000000.0,-58000000.0,-19000000.0
,otherNonCashItems,0.0,16185000.0,9837000.0,6326000.0,3577000.0,-4320000.0,-2960000.0,854000.0,1761000.0,584500000.0,732100000.0,-3005900000.0,4847600000.0,308700000.0,287000000.0,139400000.0,85800000.0,97200000.0,98400000.0,64600000.0,357500000.0,101300000.0,67100000.0,31100000.0,84900000.0,94200000.0,35800000.0,12300000.0,4500000.0,-2400000.0,12500000.0,-5200000.0,24400000.0
,netCashProvidedByOperatingActivites,0.0,312526000.0,323280000.0,130241000.0,97570000.0,56715000.0,33879000.0,23536000.0,28366000.0,125600000.0,170800000.0,220200000.0,534500000.0,1597700000.0,1558900000.0,591500000.0,866400000.0,735900000.0,723200000.0,724600000.0,547600000.0,490100000.0,297900000.0,255100000.0,285700000.0,213700000.0,227300000.0,198200000.0,108800000.0,110800000.0,103200000.0,236400000.0,197000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-8000000.0,-170766000.0,-147415000.0,-83522000.0,-47380000.0,-36762000.0,-10564000.0,-7413000.0,-9181000.0,-283200000.0,-167800000.0,-464500000.0,-1307000000.0,-1376700000.0,-2511300000.0,-1149500000.0,-644400000.0,-383600000.0,-349100000.0,-506100000.0,-421400000.0,-340500000.0,-140400000.0,-229500000.0,-314500000.0,-186200000.0,-219100000.0,-219000000.0,-92800000.0,-118300000.0,-174200000.0,-253600000.0,-154000000.0
,acquisitionsNet,-6429000000.0,0.0,-1113000000.0,-1313000000.0,0.0,-125000000.0,48000000.0,0.0,0.0,-283000000.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-8008000.0,-604000.0,0.0,-1010000.0,0.0,0.0,-7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
