date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,524367615.0,503744922.0,466877569.0,370406840.0,341169426.0,296457902.0,243251658.0,203356856.0,184813495.0,153092289.0,139695417.0,118998155.0,46751160.0,32398669.0
,costOfRevenue,179941588.0,174666544.0,146787236.0,125517021.0,124034448.0,106482626.0,80025375.0,65484153.0,58835998.0,46017661.0,36951149.0,32621908.0,14040602.0,9945921.0
,grossProfit,344426027.0,329078378.0,320090333.0,244889819.0,217134978.0,189975276.0,163226283.0,137872703.0,125977497.0,107074628.0,102744268.0,86376247.0,32710558.0,22452748.0
,grossProfitRatio,0.656840768093583,0.653263911214176,0.685598011670593,0.661137410421471,0.636443249167351,0.640817042549266,0.671018172464008,0.677984041019989,0.681646635165901,0.699412287185803,0.735487750467863,0.725862069037961,0.699673719325895,0.693014518590254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,8583292.0,11734590.0,9524412.0,6503712.0,7021992.0,6024368.0,4161901.0,4223165.0,3032719.0,3978233.0,2336126.0,1662690.0,1166494.0,609178.0
,GeneralAndAdministrativeExpenses,83365705.0,73376457.0,68817340.0,67683667.0,54519122.0,41391520.0,32129985.0,36073871.0,34034360.0,31519824.0,23510566.0,19807123.0,8996220.0,9086155.0
,SellingAndMarketingExpenses,57103236.0,80319448.0,95575830.0,34843935.0,11679242.0,9973449.0,10707409.0,10643149.0,14421258.0,14595794.0,7372348.0,3529242.0,2212073.0,0.0
,otherExpenses,17519895.0,5494119.0,4092935.0,0.0,0.0,0.0,0.0,0.0,570511.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,165430495.0,173917582.0,109031314.0,73220356.0,57389337.0,52067370.0,50940185.0,51488337.0,50093851.0,33219040.0,24999055.0,12374787.0,9695333.0
,costAndExpenses,328993821.0,340097039.0,320704818.0,234548335.0,197254804.0,163871963.0,132092745.0,116424338.0,110324335.0,96111512.0,70170189.0,57620963.0,26415389.0,19641254.0
,interestExpense,324061.0,557597.0,338136.0,583432.0,254471.0,1727335.0,3697819.0,1134952.0,1269850.0,4670606.0,2682482.0,4542062.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,27199515.0,26240871.0,23225351.0,12908690.0,12738036.0,9033740.0,7747454.0,7462384.0,8880738.0,7648469.0,7173453.0,6068155.0,1149250.0,868972.0
,EBITDA,222573309.0,189888754.0,169398102.0,148767195.0,156652658.0,141619679.0,118906367.0,94394902.0,83369898.0,64629246.0,76698681.0,67445347.0,21485021.0,13626387.0
,EBITDARatio,0.424460440792096,0.376954179996677,0.362831956915026,0.401631878612177,0.459163823196748,0.477705866649491,0.488820376303458,0.464183523765729,0.451102869950054,0.422158728059778,0.549042213747069,0.566776409264497,0.459561238694398,0.420584777726517
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,195373794.0,163647883.0,146172751.0,135858505.0,143914622.0,132585939.0,111158913.0,86932518.0,74489160.0,56980777.0,69525228.0,61377192.0,20335771.0,12757415.0
,operatingIncomeRatio,0.408220553437496,0.324862595835755,0.313085829574305,0.366781847225067,0.421827429518846,0.447233614302512,0.456970833884306,0.427487519771647,0.403050437415298,0.372198870186075,0.49769154560024,0.515782719488382,0.434978960949846,0.39376355244717
,totalOtherIncomeExpensesNet,7337696.0,7081186.0,6461930.0,3509071.0,2443310.0,-1311278.0,8646181.0,2170473.0,5005532.0,-11384253.0,-1994004.0,37180955.0,76159.0,-422891.0
,incomeBeforeTax,214057638.0,191493711.0,166003295.0,146407768.0,153919241.0,135098431.0,122752161.0,92401365.0,81135139.0,42282868.0,65601059.0,28126486.0,19886115.0,12245838.0
,incomeBeforeTaxRatio,0.408220553437496,0.380140230971897,0.355560656631161,0.395262052936172,0.451151918284729,0.455708652353615,0.504630315818855,0.454380377517245,0.439010901233159,0.276192016437876,0.469600652682829,0.236360689793888,0.425360889441032,0.377973490207267
,incomeTaxExpense,35736197.0,28098525.0,18036180.0,64171809.0,25125820.0,20992913.0,26639527.0,15540301.0,15163147.0,10899513.0,13608755.0,10513100.0,4596603.0,2074560.0
,netIncome,152285321.0,138807748.0,128056302.0,67943035.0,104779307.0,89042703.0,70916840.0,54601551.0,45222189.0,18181710.0,31542883.0,1264897.0,11985671.0,8179376.0
,netIncomeRatio,0.290417097936149,0.27555165707457,0.274282404002151,0.183428132698629,0.307118103249967,0.300355303060871,0.291536923460559,0.268501156410483,0.244690946405185,0.118763068465192,0.22579755068128,0.0106295513573299,0.256371627998107,0.25246024767252
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,3.93934197024835,3.55,3.54,2.4,3.79,3.4,2.85,2.05,1.73,0.73,1.34,0.0581430556070765,0.559165077283624,0.38
,EPSDiluted,3.93934197024835,3.53,3.53,2.38,3.74,3.27,2.71,1.96,1.62,0.37,1.3,0.0558592958894544,0.556015997519431,0.37
,weightedAverageShsOut,38657553.0,38657553.0,35304294.0,27361561.0,26848445.0,25599153.0,24427196.0,26410819.0,26153540.0,25028796.0,23586506.0,21754911.0,21434942.0,21434942.0
,weightedAverageShsOutDil,38657553.0,38897964.0,35432959.0,27605623.0,27249144.0,26567366.0,25685064.0,27572111.0,26839723.0,26654662.0,24176432.0,22644342.0,21556342.0,21861014.0
