date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-57403000.0,-105186000.0,-130999000.0,-89490000.0,-60058000.0,-51802000.0,10223000.0,50921000.0,17736000.0
,depreciationAndAmortization,851000.0,1214000.0,1460000.0,1194000.0,808000.0,435000.0,155000.0,66000.0,41000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,6431000.0,12852000.0,15786000.0,13367000.0,10571000.0,9956000.0,7203000.0,640000.0,797000.0
,changeInWorkingCapital,-15200000.0,-80725000.0,41529000.0,55324000.0,5864000.0,-9602000.0,29192000.0,56075000.0,31455000.0
,accountsReceivables,-2272000.0,-259000.0,-5144000.0,427000.0,490000.0,-760000.0,-395000.0,761000.0,-516000.0
,inventory,-2205000.0,-970000.0,-3273000.0,-1646000.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-4979000.0,398000.0,2759000.0,333000.0,502000.0,-788000.0,1521000.0,-1157000.0,1799000.0
,otherWorkingCapital,-259000.0,123372000.0,204097000.0,162568000.0,107244000.0,101380000.0,110982000.0,81790000.0,25715000.0
,otherNonCashItems,13987000.0,15044000.0,19092000.0,4645000.0,0.0,0.0,-1599000.0,52000.0,444000.0
,netCashProvidedByOperatingActivites,-50708000.0,-80779000.0,-104223000.0,-66827000.0,-48068000.0,-47210000.0,26194000.0,26801000.0,51961000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-18000.0,-1064000.0,-1258000.0,-1624000.0,-1399000.0,-1285000.0,-167000.0,-24000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-68936000.0,-93869000.0,-200354000.0,-62510000.0,-103528000.0,-59828000.0,-96095000.0,0.0,0.0
,salesMaturitiesOfInvestments,123876000.0,182750000.0,132080000.0,89333000.0,78443000.0,69285000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,54940000.0,88863000.0,-69338000.0,25565000.0,-26709000.0,8058000.0,-97380000.0,-167000.0,-24000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2650000.0,0.0,0.0,0.0,0.0,0.0,0.0,-4000000.0,0.0
,commonStockIssued,1041000.0,0.0,134268000.0,0.0,61822000.0,9657000.0,42632000.0,21000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,-370000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,-633000.0,620000.0,407000.0,1599000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,1654000.0,1085000.0,138850000.0,108843000.0,65408000.0,10810000.0,47020000.0,-3979000.0,7903000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,5886000.0,9169000.0,-34711000.0,67581000.0,-9369000.0,-28342000.0,-24166000.0,22655000.0,59840000.0
,cashAtEndOfPeriod,71660000.0,65774000.0,56605000.0,91316000.0,23735000.0,33104000.0,61446000.0,85612000.0,62957000.0
,cashAtBeginningOfPeriod,65774000.0,56605000.0,91316000.0,23735000.0,33104000.0,61446000.0,85612000.0,62957000.0,3117000.0
,operatingCashFlow,-50708000.0,-80779000.0,-104223000.0,-66827000.0,-48068000.0,-47210000.0,26194000.0,26801000.0,51961000.0
,capitalExpenditure,0.0,-18000.0,-1064000.0,-1258000.0,-1624000.0,-1399000.0,-1285000.0,-167000.0,-24000.0
,freeCashFlow,-50708000.0,-80797000.0,-105287000.0,-68085000.0,-49692000.0,-48609000.0,24909000.0,26634000.0,51937000.0
