Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,29809000.0,24404000.0,15406000.0,7684000.0,4473000.0,3071000.0,944000.0
Stock-based compensation,5757000.0,5345000.0,4360000.0,4279000.0,1086000.0,0.0,0.0
Operating Cash Flow,133141000.0,138182000.0,94053000.0,78131000.0,12887000.0,-10697000.0,-8223000.0
Capital Expenditure,-42351000.0,-80161000.0,-25573000.0,-3503000.0,-47805000.0,-47192000.0,-24377000.0
Acquisitions and disposals,-133345000.0,-10097000.0,-98373000.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,40024000.0,194244000.0,697000.0,-234929000.0,0.0,0.0
Investing Cash flow,-175696000.0,-50234000.0,70298000.0,-2806000.0,-282734000.0,-47192000.0,-24377000.0
Issuance (repayment) of debt,126300000.0,-32264000.0,-29836000.0,98700000.0,510000000.0,0.0,0.0
Issuance (buybacks) of shares,34820000.0,0.0,138378000.0,0.0,340957000.0,0.0,0.0
Dividend payments,-98786000.0,-85430000.0,-67534000.0,-49524000.0,-14916000.0,0.0,0.0
Financing Cash Flow,42799000.0,-132505000.0,-118808000.0,-70812000.0,283937000.0,57940000.0,32600000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,244000.0,-44557000.0,45543000.0,4513000.0,14090000.0,51000.0,0.0
Free Cash Flow,90790000.0,58021000.0,68480000.0,74628000.0,-34918000.0,-57889000.0,-32600000.0
Net Cash/Marketcap,-0.7169,-0.5874,-0.5958,-0.7917,-0.7145,-0.3383,-0.3383
