Date,2018-12-31,2017-12-31,2016-12-31
Revenue,27672000.0,20154000.0,14910000.0
Revenue Growth,0.373027686811551,0.351710261569416,
Cost of Revenue,10879000.0,9850000.0,7144000.0
Gross Profit,16793000.0,10304000.0,7766000.0
R&D Expenses,12043000.0,10286000.0,10047000.0
SG&A Expense,25999000.0,18991000.0,12640000.0
Operating Expenses,38042000.0,29277000.0,22687000.0
Operating Income,-21249000.0,-18973000.0,-14921000.0
Interest Expense,2665000.0,2144000.0,1365000.0
Earnings before Tax,-25122000.0,-21277000.0,-16377000.0
Income Tax Expense,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-25122000.0,-21277000.0,-16377000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-25122000.0,-21277000.0,-16377000.0
EPS,-17.97,-16.12,-14.5
EPS Diluted,-17.97,-16.12,-14.5
Weighted Average Shs Out,17061000.0,17061000.0,17061000.0
Weighted Average Shs Out (Dil),1398065.0,1319542.0,1129199.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.6069,0.5113,0.5209
EBITDA Margin,-0.787,-0.921,-0.965
EBIT Margin,-0.8115,-0.9493,-1.0068
Profit Margin,-0.908,-1.056,-1.098
Free Cash Flow margin,-0.8145,-1.2312,-0.889
EBITDA,-21782000.0,-18570000.0,-14384000.0
EBIT,-22457000.0,-19133000.0,-15012000.0
Consolidated Income,-25122000.0,-21277000.0,-16377000.0
Earnings Before Tax Margin,-0.9078,-1.0557,-1.0984
Net Profit Margin,-0.9078,-1.0557,-1.0984
