date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1988-06-30_FY,1987-06-30_FY,1986-06-30_FY
,revenue,2501898000.0,2668305000.0,3034689000.0,2603522000.0,2323431000.0,2300488000.0,2493282000.0,2370979000.0,2230097000.0,2594029000.0,2725092000.0,2042033000.0,2822211000.0,2833266000.0,2581477000.0,2296521000.0,2413576000.0,2170597000.0,1822813000.0,1655346000.0,2465066000.0,1760091000.0,1572745000.0,1125219000.0,1097979000.0,1224416000.0,987837000.0,856272000.0,664200000.0,442300000.0,445600000.0,415600000.0,175800000.0,109000000.0,59000000.0,58900000.0
,costOfRevenue,1919995000.0,1997105000.0,2146165000.0,1903910000.0,1753648000.0,1758268000.0,1881990000.0,1803719000.0,1703424000.0,1874043000.0,1917607000.0,1653872000.0,2225244000.0,2138438000.0,1916658000.0,1769978000.0,1842080000.0,1690267000.0,1454540000.0,1273827000.0,1459784000.0,1299705000.0,1189107000.0,858020000.0,825866000.0,902518000.0,748135000.0,663239000.0,472000000.0,291100000.0,286700000.0,268500000.0,114300000.0,64100000.0,29300000.0,29400000.0
,grossProfit,581903000.0,671200000.0,888524000.0,699612000.0,569783000.0,542220000.0,611292000.0,567260000.0,526673000.0,719986000.0,807485000.0,388161000.0,596967000.0,694828000.0,664819000.0,526543000.0,571496000.0,480330000.0,368273000.0,381519000.0,1005282000.0,460386000.0,383638000.0,267199000.0,272113000.0,321898000.0,239702000.0,193033000.0,192200000.0,151200000.0,158900000.0,147100000.0,61500000.0,44900000.0,29700000.0,29500000.0
,grossProfitRatio,0.232584621755163,0.251545456760003,0.292789145774081,0.268717529561878,0.245233450014225,0.235697817158794,0.245175635968976,0.239251380969633,0.236165960494095,0.277555108289075,0.296314766620723,0.190085566687708,0.211524581259162,0.245239239803111,0.257534349521611,0.229278547855648,0.236783925594222,0.221289350349236,0.20203553518655,0.230476891236032,0.40781139328521,0.26156943021696,0.243928926812675,0.237463995897687,0.247830787291925,0.262899210725766,0.242653393221756,0.225434207821814,0.289370671484493,0.341849423468234,0.356597845601436,0.353946102021174,0.349829351535836,0.411926605504587,0.503389830508475,0.500848896434635
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,371450000.0,384631000.0,403404000.0,376751000.0,367987000.0,362226000.0,385696000.0,366764000.0,349625000.0,373385000.0,389547000.0,416986000.0,450879000.0,439017000.0,403999000.0,376912000.0,386346000.0,381406000.0,311251000.0,278171000.0,297315000.0,254282000.0,234840000.0,136876000.0,141765000.0,158821000.0,137124000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-51382000.0,-13898000.0,-13384000.0,-208000.0,160000.0,399000.0,-1335000.0,-1720000.0,-532000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,371450000.0,384631000.0,403404000.0,376751000.0,367987000.0,362226000.0,385696000.0,366764000.0,349625000.0,373385000.0,389547000.0,388791000.0,454879000.0,461779000.0,410684000.0,392079000.0,413642000.0,381406000.0,417251000.0,289361000.0,308784000.0,266642000.0,276413000.0,158597000.0,148259000.0,165282000.0,141733000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
